1st_body_mass,1st_total_length,catalognumber,collectioncode,decimallatitude,decimallongitude,dynamicproperties,1st_ear_length,eventdate,fieldnotes,1st_hind_foot_length,institutioncode,1st_life_stage_notation,2nd_life_stage_notation,lifestage,ageValue,ageUnit,locality,occurrenceid,reproductivecondition,scientificname,sex,1st_sex_notation,1st_tail_length,1st_testes_side
49895.16,1558,62137,Mammals,36.48194,-89.32333,"{""totalLengthInmm"":""1558"", ""tailLengthInmm"":""245"", ""hindfootLengthInmm"":""451"", ""earLengthInmm"":""146"", ""weightInlbs"":""110""}",146,10/26/1991,,451,OMNH,1.5 years,,,1.5 years,,"Long Point, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62137,,Odocoileus virginianus,male,male,245,
50802.35,1558,61110,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1558"", ""tailLengthIn"":""223"", ""hindfootLengthIn"":""456"", ""earLengthIn"":""144"", ""weightInlbs"":""112""}",,10/21/1989,,,OMNH,3.5 years,,,3.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61110,,Odocoileus virginianus,female,female,,
50802.35,1559,60180,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1559"", ""tailLengthIn"":""360"", ""hindfootLengthIn"":""429"", ""earLengthIn"":""147"", ""weightInlbs"":""112""}",,10/28/1989,,,OMNH,1.5 years,,,1.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:60180,,Odocoileus virginianus,male,male,,
48534.39,1560,60131,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1560"", ""tailLengthIn"":""262"", ""hindfootLengthIn"":""434"", ""earLengthIn"":""155"", ""weightInlbs"":""107""}",,10/21/1989,,,OMNH,1.5 years,,,1.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:60131,,Odocoileus virginianus,male,male,,
50348.76,1560,62166,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1560"", ""tailLengthInmm"":""250"", ""hindfootLengthInmm"":""426"", ""earLengthInmm"":""148"", ""weightInlbs"":""111""}",148,10/20/1991,,426,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62166,,Odocoileus virginianus,male,male,250,
52616.72,1560,62164,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1560"", ""tailLengthInmm"":""231"", ""hindfootLengthInmm"":""423"", ""earLengthInmm"":""147"", ""weightInlbs"":""116""}",147,10/24/1987,,423,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62164,,Odocoileus virginianus,female,female,231,
57000,1560,32135,Mammal specimens,46.2475,-123.4125,ear from notch=160 mm; hind foot with claw=485 mm; tail length=275 mm; total length=1560 mm; weight=57 kg; reproductive data=scrotal ; verbatim collector=H. T. Dublin ; verbatim collector=J. Rozdilsky 291 ; sex=male,160,9/27/1978,,485,UWBM,,,,,,Columbian White-tailed Dear Refuge,http://arctos.database.museum/guid/UWBM:Mamm:32135?seid=3666288,,Odocoileus virginianus,male,male,275,
48080.79,1561,61109,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1561"", ""tailLengthIn"":""275"", ""hindfootLengthIn"":""421"", ""earLengthIn"":""149"", ""weightInlbs"":""106""}",,10/21/1989,,,OMNH,4.5 years,,,4.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61109,,Odocoileus virginianus,female,female,,
54431.09,1561,58601,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1561"", ""tailLengthIn"":""243"", ""hindfootLengthIn"":""442"", ""earLengthIn"":""135"", ""weightInlbs"":""120""}",,10/21/1989,,,OMNH,1.5 years,,,1.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:58601,,Odocoileus virginianus,male,male,,
39008.95,1562,61059,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1562"", ""tailLengthInmm"":""204"", ""hindfootLengthInmm"":""426"", ""earLengthInmm"":""143"", ""weightInlbs"":""86""}",143,10/21/1989,,426,OMNH,2.5 years,,,2.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61059,,Odocoileus virginianus,female,female,204,
39008.95,1562,63650,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1562"", ""tailLengthInmm"":""263"", ""hindfootLengthInmm"":""449"", ""earLengthInmm"":""152"", ""weightInlbs"":""[86]""}",152,10/28/1984,,449,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:63650,,Odocoileus virginianus,male,male,263,
40823.32,1562,63661,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1562"", ""tailLengthInmm"":""237"", ""hindfootLengthInmm"":""456"", ""earLengthInmm"":""154"", ""weightInlbs"":""[90]""}",154,10/28/1984,,456,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:63661,,Odocoileus virginianus,male,male,237,
48080.79,1562,65150,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1562"", ""tailLengthInmm"":""248"", ""hindfootLengthInmm"":""430"", ""earLengthInmm"":""144"", ""weightInlbs"":""106""}",144,10/20/1990,,430,OMNH,,,,,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:65150,,Odocoileus virginianus,female,female,248,
49441.57,1562,61164,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1562"", ""tailLengthIn"":""242"", ""hindfootLengthIn"":""230"", ""earLengthIn"":""146"", ""weightInlbs"":""109""}",,10/15/1988,,,OMNH,6.5 years,,,6.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61164,,Odocoileus virginianus,female,female,,
53523.9,1562,62287,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1562"", ""tailLengthInmm"":""275"", ""hindfootLengthInmm"":""430"", ""earLengthInmm"":""148"", ""weightInlbs"":""118""}",148,10/15/1988,,430,OMNH,4.5 years,,,4.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62287,,Odocoileus virginianus,female,female,275,
37194.58,1563,62096,Mammals,36.44222,-89.34611,"{""totalLengthInmm"":""1563"", ""tailLengthInmm"":""267"", ""hindfootLengthInmm"":""455"", ""earLengthInmm"":""148"", ""weightInlbs"":""[82]""}",148,11/7/1987,,455,OMNH,1.5 years,,,1.5 years,,"Grassy Island, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62096,,Odocoileus virginianus,female,female,267,
58513.42,1563,65197,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1563"", ""tailLengthInmm"":""240"", ""hindfootLengthInmm"":""426"", ""earLengthInmm"":""149"", ""weightInlbs"":""129""}",149,10/25/1986,,426,OMNH,,,,,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:65197,,Odocoileus virginianus,male,male,240,
50802.35,1564,61061,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1564"", ""tailLengthInmm"":""285"", ""hindfootLengthInmm"":""451"", ""earLengthInmm"":""156"", ""weightInlbs"":""112""}",156,10/20/1990,,451,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61061,,Odocoileus virginianus,male,male,285,
46720.02,1565,60141,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1565"", ""tailLengthIn"":""256"", ""hindfootLengthIn"":""419"", ""earLengthIn"":""145"", ""weightInlbs"":""103""}",,10/21/1991,,,OMNH,3.5 years,,,3.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:60141,,Odocoileus virginianus,female,female,,
50348.76,1565,61175,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1565"", ""tailLengthIn"":""230"", ""hindfootLengthIn"":""442"", ""earLengthIn"":""158"", ""weightInlbs"":""111""}",,10/22/1988,,,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61175,,Odocoileus virginianus,female,female,,
63049.34,1565,62037,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1565"", ""tailLengthInmm"":""265"", ""hindfootLengthInmm"":""445"", ""earLengthInmm"":""162"", ""weightInlbs"":""139""}",162,10/21/1989,,445,OMNH,1.5 years,,,1.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62037,,Odocoileus virginianus,male,male,265,
54431.09,1567,60133,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1567"", ""tailLengthIn"":""227"", ""hindfootLengthIn"":""453"", ""earLengthIn"":""158"", ""weightInlbs"":""120""}",,10/29/1989,,,OMNH,1.5 years,,,1.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:60133,,Odocoileus virginianus,male,male,,
37194.58,1568,61029,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1568"", ""tailLengthInmm"":""302"", ""hindfootLengthInmm"":""439"", ""earLengthInmm"":""157"", ""weightInlbs"":""82""}",157,10/19/1991,,439,OMNH,1.5 years,,,1.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61029,,Odocoileus virginianus,male,male,302,
39916.13,1568,62092,Mammals,36.44222,-89.34611,"{""totalLengthInmm"":""1568"", ""tailLengthInmm"":""263"", ""hindfootLengthInmm"":""461"", ""earLengthInmm"":""149"", ""weightInlbs"":""[88]""}",149,11/8/1987,,461,OMNH,1.5 years,,,1.5 years,,"Grassy Island, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62092,,Odocoileus virginianus,female,female,263,
43544.87,1570,62228,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1570"", ""tailLengthInmm"":""250"", ""hindfootLengthInmm"":""438"", ""earLengthInmm"":""146"", ""weightInlbs"":""[96]""}",146,10/18/1986,,438,OMNH,1.5 years,,,1.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62228,,Odocoileus virginianus,male,male,250,
53070.31,1570,65156,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1570"", ""tailLengthInmm"":""245"", ""hindfootLengthInmm"":""415"", ""earLengthInmm"":""140"", ""weightInlbs"":""117""}",140,10/25/1986,,415,OMNH,,,,,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:65156,,Odocoileus virginianus,male,male,245,
44905.65,1571,61065,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1571"", ""tailLengthInmm"":""224"", ""hindfootLengthInmm"":""429"", ""earLengthInmm"":""139"", ""weightInlbs"":""99""}",139,10/27/1990,,429,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61065,,Odocoileus virginianus,male,male,224,
46720.02,1571,62025,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1571"", ""tailLengthInmm"":""261"", ""hindfootLengthInmm"":""413"", ""earLengthInmm"":""159"", ""weightInlbs"":""103""}",159,10/27/1990,,413,OMNH,1.5 years,,,1.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62025,,Odocoileus virginianus,male,male,261,
55338.27,1571,60172,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1571"", ""tailLengthIn"":""302"", ""hindfootLengthIn"":""466"", ""earLengthIn"":""168"", ""weightInlbs"":""122""}",,10/21/1989,,,OMNH,1.5 years,,,1.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:60172,,Odocoileus virginianus,male,male,,
60327.79,1571,62149,Mammals,36.48194,-89.32333,"{""totalLengthInmm"":""1571"", ""tailLengthInmm"":""210"", ""hindfootLengthInmm"":""925"", ""earLengthInmm"":""147"", ""weightInlbs"":""133""}",147,11/5/1988,,925,OMNH,1.5 years,,,1.5 years,,"Long Point, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62149,,Odocoileus virginianus,male,male,210,
43998.46,1572,62052,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1572"", ""tailLengthInmm"":""244"", ""hindfootLengthInmm"":""423"", ""earLengthInmm"":""156"", ""weightInlbs"":""97""}",156,10/21/1989,,423,OMNH,2.5 years,,,2.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62052,,Odocoileus virginianus,female,female,244,
48534.39,1572,63669,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1572"", ""tailLengthInmm"":""242"", ""hindfootLengthInmm"":""430"", ""earLengthInmm"":""158"", ""weightInlbs"":""107""}",158,10/18/1986,,430,OMNH,2.5 years,,,2.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:63669,,Odocoileus virginianus,female,female,242,
40823.32,1573,62155,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1573"", ""tailLengthInmm"":""221"", ""hindfootLengthInmm"":""437"", ""earLengthInmm"":""142"", ""weightInlbs"":""90""}",142,10/19/1991,,437,OMNH,1.5 years,,,1.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62155,,Odocoileus virginianus,male,male,221,
50802.35,1574,60111,Mammals,35.342292,-90.07722,"{""totalLengthIn"":""1574"", ""tailLengthIn"":""239"", ""hindfootLengthIn"":""420"", ""earLengthIn"":""151"", ""weightInlbs"":""112""}",,1/18/1991,,,OMNH,2.5 years,,,2.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:60111,,Odocoileus virginianus,female,female,,
53523.9,1574,60181,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1574"", ""tailLengthIn"":""271"", ""hindfootLengthIn"":""462"", ""earLengthIn"":""158"", ""weightInlbs"":""118""}",,10/22/1989,,,OMNH,1.5 years,,,1.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:60181,,Odocoileus virginianus,male,male,,
49441.57,1575,62093,Mammals,36.44222,-89.34611,"{""totalLengthInmm"":""1575"", ""tailLengthInmm"":""255"", ""hindfootLengthInmm"":""445"", ""earLengthInmm"":""150"", ""weightInlbs"":""109""}",150,11/14/1987,,445,OMNH,3.5 years,,,3.5 years,,"Grassy Island, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62093,,Odocoileus virginianus,female,female,255,
54884.68,1575,61139,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1575"", ""tailLengthIn"":""259"", ""hindfootLengthIn"":""435"", ""earLengthIn"":""138"", ""weightInlbs"":""121""}",,10/18/1992,,,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61139,,Odocoileus virginianus,male,male,,
59420.6,1575,65312,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1575"", ""tailLengthInmm"":""220"", ""hindfootLengthInmm"":""429"", ""earLengthInmm"":""148"", ""weightInlbs"":""131""}",148,10/20/1990,,429,OMNH,7.5 years,,,7.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:65312,,Odocoileus virginianus,female,female,220,
61234.97,1575,62147,Mammals,36.48194,-89.32333,"{""totalLengthInmm"":""1575"", ""tailLengthInmm"":""235"", ""hindfootLengthInmm"":""445"", ""earLengthInmm"":""155"", ""weightInlbs"":""135""}",155,11/8/1987,,445,OMNH,1.5 years,,,1.5 years,,"Long Point, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62147,,Odocoileus virginianus,male,male,235,
41730.5,1576,65231,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1576"", ""tailLengthInmm"":""250"", ""hindfootLengthInmm"":""44"", ""earLengthInmm"":""162"", ""weightInlbs"":""92""}",162,10/28/1989,,44,OMNH,,,,,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:65231,,Odocoileus virginianus,male,male,250,
48080.79,1576,63649,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1576"", ""tailLengthInmm"":""246"", ""hindfootLengthInmm"":""434"", ""earLengthInmm"":""143"", ""weightInlbs"":""106""}",143,10/28/1984,,434,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:63649,,Odocoileus virginianus,male,male,246,
43998.46,1578,62071,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1578"", ""tailLengthInmm"":""243"", ""hindfootLengthInmm"":""436"", ""earLengthInmm"":""130"", ""weightInlbs"":""97""}",130,10/25/1992,,436,OMNH,2.5 years,,,2.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62071,,Odocoileus virginianus,female,female,243,
49895.16,1580,60135,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1580"", ""tailLengthIn"":""230"", ""hindfootLengthIn"":""431"", ""earLengthIn"":""155"", ""weightInlbs"":""110""}",,10/21/1989,,,OMNH,0.5 years,,,0.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:60135,,Odocoileus virginianus,female,female,,
55791.87,1581,62033,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1581"", ""tailLengthInmm"":""247"", ""hindfootLengthInmm"":""449"", ""earLengthInmm"":""148"", ""weightInlbs"":""123""}",148,10/21/1989,,449,OMNH,1.5 years,,,1.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62033,,Odocoileus virginianus,male,male,247,
42637.69,1582,61176,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1582"", ""tailLengthIn"":""226"", ""hindfootLengthIn"":""430"", ""earLengthIn"":""135"", ""weightInlbs"":""94""}",,10/22/1988,,,OMNH,9.5 years,,,9.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61176,,Odocoileus virginianus,female,female,,
48987.98,1582,62062,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1582"", ""tailLengthInmm"":""276"", ""hindfootLengthInmm"":""435"", ""earLengthInmm"":""156"", ""weightInlbs"":""108""}",156,10/21/1989,,435,OMNH,2.5 years,,,2.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62062,,Odocoileus virginianus,female,female,276,
43091.28,1583,62282,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1583"", ""tailLengthInmm"":""253"", ""hindfootLengthInmm"":""402"", ""earLengthInmm"":""140"", ""weightInlbs"":""95""}",140,10/25/1986,,402,OMNH,3.5 years,,,3.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62282,,Odocoileus virginianus,female,female,253,
45812.83,1583,60089,Mammals,35.375558,-88.818928,"{""totalLengthIn"":""1583"", ""tailLengthIn"":""236"", ""hindfootLengthIn"":""410"", ""earLengthIn"":""147"", ""weightInlbs"":""101""}",,1/13/1990,,,OMNH,2.5 years,,,2.5 years,,Chickasaw Wildlife Management Area,urn:catalog:OMNH:Mammals:60089,,Odocoileus virginianus,female,female,,
49441.57,1583,62026,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1583"", ""tailLengthInmm"":""258"", ""hindfootLengthInmm"":""447"", ""earLengthInmm"":""162"", ""weightInlbs"":""109""}",162,10/20/1990,,447,OMNH,1.5 years,,,1.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62026,,Odocoileus virginianus,male,male,258,
51709.53,1584,60190,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1584"", ""tailLengthInmm"":""252"", ""hindfootLengthInmm"":""423"", ""earLengthInmm"":""147"", ""weightInlbs"":""114""}",147,10/27/1990,,423,OMNH,2.5 years,,,2.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:60190,,Odocoileus virginianus,female,female,252,
46720.02,1585,65204,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1585"", ""tailLengthInmm"":""236"", ""hindfootLengthInmm"":""439"", ""earLengthInmm"":""164"", ""weightInlbs"":""103""}",164,10/20/1991,,439,OMNH,,,,,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:65204,,Odocoileus virginianus,male,male,236,
49441.57,1585,65160,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1585"", ""tailLengthInmm"":""230"", ""hindfootLengthInmm"":""434"", ""earLengthInmm"":""130"", ""weightInlbs"":""109""}",130,10/19/1991,,434,OMNH,,,,,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:65160,,Odocoileus virginianus,male,male,230,
50348.76,1585,62017,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1585"", ""tailLengthInmm"":""246"", ""hindfootLengthInmm"":""418"", ""earLengthInmm"":""134"", ""weightInlbs"":""111""}",134,10/28/1989,,418,OMNH,3.5 years,,,3.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62017,,Odocoileus virginianus,female,female,246,
43091.28,1587,61021,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1587"", ""tailLengthInmm"":""227"", ""hindfootLengthInmm"":""435"", ""earLengthInmm"":""152"", ""weightInlbs"":""95""}",152,10/22/1989,,435,OMNH,3.5 years,,,3.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61021,,Odocoileus virginianus,female,female,227,
51255.94,1587,65360,Mammals,35.342292,-90.07722,"{""totalLengthInmm"":""1587"", ""tailLengthInmm"":""243"", ""hindfootLengthInmm"":""397"", ""earLengthInmm"":""147"", ""weightInlbs"":""113""}",147,1/19/1991,,397,OMNH,5.5 years,,,5.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:65360,,Odocoileus virginianus,female,female,243,
41276.91,1588,61045,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1588"", ""tailLengthInmm"":""233"", ""hindfootLengthInmm"":""430"", ""earLengthInmm"":""142"", ""weightInlbs"":""91""}",142,10/20/1991,,430,OMNH,4.5 years,,,4.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61045,,Odocoileus virginianus,female,female,233,
47627.2,1588,58600,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1588"", ""tailLengthInmm"":""234"", ""hindfootLengthInmm"":""412"", ""earLengthInmm"":""156"", ""weightInlbs"":""105""}",156,10/27/1984,,412,OMNH,2.5 years,,,2.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:58600,,Odocoileus virginianus,female,female,234,
35833.8,1590,60114,Mammals,35.342292,-90.07722,"{""totalLengthIn"":""1590"", ""tailLengthIn"":""232"", ""hindfootLengthIn"":""455"", ""earLengthIn"":""151"", ""weightInlbs"":""79""}",,1/18/1991,,,OMNH,2.5 years,,,2.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:60114,,Odocoileus virginianus,male,male,,
36740.98,1590,62097,Mammals,36.44222,-89.34611,"{""totalLengthInmm"":""1590"", ""tailLengthInmm"":""200"", ""hindfootLengthInmm"":""452"", ""earLengthInmm"":""148"", ""weightInlbs"":""[81]""}",148,11/14/1987,,452,OMNH,4.5 years,,,4.5 years,,"Grassy Island, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62097,,Odocoileus virginianus,female,female,200,
39916.13,1590,60166,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1590"", ""tailLengthIn"":""279"", ""hindfootLengthIn"":""427"", ""earLengthIn"":""170"", ""weightInlbs"":""88""}",,10/28/1989,,,OMNH,2.5 years,,,2.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:60166,,Odocoileus virginianus,female,female,,
41000,1590,32123,Mammal specimens,,,ear from notch=122 mm; hind foot with claw=460 mm; tail length=191 mm; total length=1590 mm; weight=41 kg; verbatim collector=H. T. Dublin ; verbatim collector=H. T. Dublin 014 ; sex=female,122,11/13/1978,,460,UWBM,,,,,,"Puget Island, Rt. 409",http://arctos.database.museum/guid/UWBM:Mamm:32123?seid=3663978,,Odocoileus virginianus,female,female,191,
42184.09,1590,62294,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1590"", ""tailLengthInmm"":""255"", ""hindfootLengthInmm"":""450"", ""earLengthInmm"":""155"", ""weightInlbs"":""[93]""}",155,10/28/1984,,450,OMNH,1.5 years,,,1.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62294,,Odocoileus virginianus,male,male,255,
48987.98,1591,63492,Mammals,36.48194,-89.32333,"{""totalLengthInmm"":""1591"", ""tailLengthInmm"":""231"", ""hindfootLengthInmm"":""415"", ""earLengthInmm"":""143"", ""weightInlbs"":""108""}",143,10/1/1990,,415,OMNH,2.5 years,,,2.5 years,,"Long Point, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:63492,,Odocoileus virginianus,female,female,231,
46266.42,1592,62300,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1592"", ""tailLengthInmm"":""288"", ""hindfootLengthInmm"":""419"", ""earLengthInmm"":""147"", ""weightInlbs"":""102""}",147,10/18/1986,,419,OMNH,4.5 years,,,4.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62300,,Odocoileus virginianus,female,female,288,
53977.5,1592,62063,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1592"", ""tailLengthInmm"":""256"", ""hindfootLengthInmm"":""429"", ""earLengthInmm"":""145"", ""weightInlbs"":""119""}",145,10/28/1989,,429,OMNH,2.5 years,,,2.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62063,,Odocoileus virginianus,male,male,256,
40823.32,1594,62116,Mammals,36.44222,-89.34611,"{""totalLengthInmm"":""1594"", ""tailLengthInmm"":""235"", ""hindfootLengthInmm"":""450"", ""earLengthInmm"":""149"", ""weightInlbs"":""[90]""}",149,11/2/1991,,450,OMNH,2.5 years,,,2.5 years,,"Grassy Island, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62116,,Odocoileus virginianus,female,female,235,
54431.09,1594,61157,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1594"", ""tailLengthIn"":""285"", ""hindfootLengthIn"":""424"", ""earLengthIn"":""164"", ""weightInlbs"":""120""}",,10/17/1992,,,OMNH,4.5 years,,,4.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61157,,Odocoileus virginianus,female,female,,
47627.2,1595,62020,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1595"", ""tailLengthInmm"":""213"", ""hindfootLengthInmm"":""454"", ""earLengthInmm"":""167"", ""weightInlbs"":""[105]""}",167,10/28/1990,,454,OMNH,1.5 years,,,1.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62020,,Odocoileus virginianus,male,male,213,
