1st_body_mass,1st_total_length,catalognumber,collectioncode,decimallatitude,decimallongitude,dynamicproperties,1st_ear_length,eventdate,fieldnotes,1st_hind_foot_length,institutioncode,1st_life_stage_notation,2nd_life_stage_notation,lifestage,ageValue,ageUnit,locality,occurrenceid,reproductivecondition,scientificname,sex,1st_sex_notation,1st_tail_length,1st_testes_side
49441.57,1595,65313,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1595"", ""tailLengthInmm"":""241"", ""hindfootLengthInmm"":""449"", ""earLengthInmm"":""145"", ""weightInlbs"":""109""}",145,10/20/1990,,449,OMNH,3.5 years,,,3.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:65313,,Odocoileus virginianus,female,female,241,
46266.42,1598,62151,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1598"", ""tailLengthInmm"":""245"", ""hindfootLengthInmm"":""465"", ""earLengthInmm"":""154"", ""weightInlbs"":""[102]""}",154,10/27/1991,,465,OMNH,1.5 years,,,1.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62151,,Odocoileus virginianus,male,male,245,
48987.98,1598,45615,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1598"", ""tailLengthInmm"":""266"", ""hindfootLengthInmm"":""419"", ""earLengthInmm"":""139"", ""weightInlbs"":""108""}",139,10/25/1986,,419,OMNH,6.5 years,,,6.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:45615,,Odocoileus virginianus,female,female,266,
55000,1598,32122,Mammal specimens,46.2475,-123.4125,ear from notch=140 mm; hind foot with claw=428 mm; tail length=263 mm; total length=1598 mm; weight=55 kg; verbatim collector=H. T. Dublin ; verbatim collector=H. T. Dublin 013 ; sex=male,140,12/19/1978,,428,UWBM,,,,,,Columbian White-tailed Deer Refuge; Elochoman Slough Rd.,http://arctos.database.museum/guid/UWBM:Mamm:32122?seid=3641429,,Odocoileus virginianus,male,male,263,
39008.95,1599,63453,Mammals,36.44222,-89.34611,"{""totalLengthInmm"":""1599"", ""tailLengthInmm"":""296"", ""hindfootLengthInmm"":""472"", ""earLengthInmm"":""149"", ""weightInlbs"":""[86]""}",149,11/7/1987,,472,OMNH,1.5 years,,,1.5 years,,"Grassy Island, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:63453,,Odocoileus virginianus,male,male,296,
39008.95,1599,62121,Mammals,36.44222,-89.34611,"{""totalLengthInmm"":""1599"", ""tailLengthInmm"":""296"", ""hindfootLengthInmm"":""472"", ""earLengthInmm"":""149"", ""weightInlbs"":""[86]""}",149,11/7/1987,,472,OMNH,1.5 years,,,1.5 years,,"Grassy Island, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62121,,Odocoileus virginianus,male,male,296,
38555.35,1600,61033,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1600"", ""tailLengthInmm"":""237"", ""hindfootLengthInmm"":""441"", ""earLengthInmm"":""155"", ""weightInlbs"":""85""}",155,10/20/1991,,441,OMNH,2.5 years,,,2.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61033,,Odocoileus virginianus,female,female,237,
52163.13,1600,61142,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1600"", ""tailLengthIn"":""250"", ""hindfootLengthIn"":""440"", ""earLengthIn"":""155"", ""weightInlbs"":""115""}",,10/18/1992,,,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61142,,Odocoileus virginianus,male,male,,
56699.05,1600,61080,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1600"", ""tailLengthInmm"":""262"", ""hindfootLengthInmm"":""431"", ""earLengthInmm"":""168"", ""weightInlbs"":""125""}",168,10/22/1989,,431,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61080,,Odocoileus virginianus,male,male,262,
54884.68,1601,62098,Mammals,36.44222,-89.34611,"{""totalLengthInmm"":""1601"", ""tailLengthInmm"":""241"", ""hindfootLengthInmm"":""448"", ""earLengthInmm"":""148"", ""weightInlbs"":""121""}",148,11/8/1987,,448,OMNH,5.5 years,,,5.5 years,,"Grassy Island, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62098,,Odocoileus virginianus,female,female,241,
54884.68,1601,65294,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1601"", ""tailLengthInmm"":""248"", ""hindfootLengthInmm"":""218"", ""earLengthInmm"":""160"", ""weightInlbs"":""121""}",160,10/20/1990,,218,OMNH,3.5 years,,,3.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:65294,,Odocoileus virginianus,female,female,248,
41276.91,1602,62165,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1602"", ""tailLengthInmm"":""245"", ""hindfootLengthInmm"":""460"", ""earLengthInmm"":""150"", ""weightInlbs"":""[91]""}",150,10/21/1989,,460,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62165,,Odocoileus virginianus,male,male,245,
47627.2,1602,61147,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1602"", ""tailLengthIn"":""268"", ""hindfootLengthIn"":""420"", ""earLengthIn"":""153"", ""weightInlbs"":""105""}",,10/17/1992,,,OMNH,3.5 years,,,3.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61147,,Odocoileus virginianus,female,female,,
54884.68,1602,61151,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1602"", ""tailLengthIn"":""260"", ""hindfootLengthIn"":""440"", ""earLengthIn"":""158"", ""weightInlbs"":""121""}",,10/20/1991,,,OMNH,2.5 years,,,2.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61151,,Odocoileus virginianus,female,female,,
72574.78,1602,62131,Mammals,36.48194,-89.32333,"{""totalLengthInmm"":""1602"", ""tailLengthInmm"":""239"", ""hindfootLengthInmm"":""478"", ""earLengthInmm"":""164"", ""weightInlbs"":""160""}",164,11/7/1987,,478,OMNH,2.5 years,,,2.5 years,,"Long Point, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62131,,Odocoileus virginianus,male,male,239,
36287.39,1603,60132,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1603"", ""tailLengthIn"":""245"", ""hindfootLengthIn"":""425"", ""earLengthIn"":""152"", ""weightInlbs"":""[80]""}",,10/21/1989,,,OMNH,1.5 years,,,1.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:60132,,Odocoileus virginianus,female,female,,
43998.46,1603,61120,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1603"", ""tailLengthIn"":""282"", ""hindfootLengthIn"":""430"", ""earLengthIn"":""142"", ""weightInlbs"":""97""}",,10/20/1990,,,OMNH,2.5 years,,,2.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61120,,Odocoileus virginianus,female,female,,
44905.65,1603,61108,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1603"", ""tailLengthIn"":""263"", ""hindfootLengthIn"":""416"", ""earLengthIn"":""162"", ""weightInlbs"":""99""}",,10/28/1989,,,OMNH,3.5 years,,,3.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61108,,Odocoileus virginianus,female,female,,
65770.9,1603,61125,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1603"", ""tailLengthIn"":""256"", ""hindfootLengthIn"":""453"", ""earLengthIn"":""163"", ""weightInlbs"":""145""}",,10/17/1992,,,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61125,,Odocoileus virginianus,male,male,,
51255.94,1604,62044,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1604"", ""tailLengthInmm"":""278"", ""hindfootLengthInmm"":""436"", ""earLengthInmm"":""148"", ""weightInlbs"":""113""}",148,10/28/1989,,436,OMNH,1.5 years,,,1.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62044,,Odocoileus virginianus,male,male,278,
37194.58,1607,60138,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1607"", ""tailLengthIn"":""260"", ""hindfootLengthIn"":""442"", ""earLengthIn"":""157"", ""weightInlbs"":""82""}",,10/19/1991,,,OMNH,2.5 years,,,2.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:60138,,Odocoileus virginianus,female,female,,
52163.13,1609,60158,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1609"", ""tailLengthIn"":""251"", ""hindfootLengthIn"":""459"", ""earLengthIn"":""168"", ""weightInlbs"":""115""}",,10/20/1991,,,OMNH,1.5 years,,,1.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:60158,,Odocoileus virginianus,male,male,,
46266.42,1610,62252,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1610"", ""tailLengthInmm"":""242"", ""hindfootLengthInmm"":""415"", ""earLengthInmm"":""139"", ""weightInlbs"":""102""}",139,10/17/1987,,415,OMNH,8.5 years,,,8.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62252,,Odocoileus virginianus,female,female,242,
49441.57,1610,62091,Mammals,36.44222,-89.34611,"{""totalLengthInmm"":""1610"", ""tailLengthInmm"":""256"", ""hindfootLengthInmm"":""473"", ""earLengthInmm"":""154"", ""weightInlbs"":""109""}",154,11/8/1987,,473,OMNH,1.5 years,,,1.5 years,,"Grassy Island, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62091,,Odocoileus virginianus,male,male,256,
50802.35,1610,65159,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1610"", ""tailLengthInmm"":""228"", ""hindfootLengthInmm"":""447"", ""earLengthInmm"":""142"", ""weightInlbs"":""112""}",142,10/20/1991,,447,OMNH,,,,,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:65159,,Odocoileus virginianus,male,male,228,
50802.35,1610,62126,Mammals,36.44222,-89.34611,"{""totalLengthInmm"":""1610"", ""tailLengthInmm"":""214"", ""hindfootLengthInmm"":""478"", ""earLengthInmm"":""159"", ""weightInlbs"":""112""}",159,10/30/1988,,478,OMNH,1.5 years,,,1.5 years,,"Grassy Island, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62126,,Odocoileus virginianus,male,male,214,
55338.27,1610,61104,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1610"", ""tailLengthIn"":""236"", ""hindfootLengthIn"":""428"", ""earLengthIn"":""140"", ""weightInlbs"":""122""}",,10/20/1990,,,OMNH,5.5 years,,,5.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61104,,Odocoileus virginianus,female,female,,
57606.23,1610,65199,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1610"", ""tailLengthInmm"":""258"", ""hindfootLengthInmm"":""464"", ""earLengthInmm"":""162"", ""weightInlbs"":""127""}",162,10/25/1986,,464,OMNH,,,,,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:65199,,Odocoileus virginianus,male,male,258,
58967.01,1610,65151,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1610"", ""tailLengthInmm"":""270"", ""hindfootLengthInmm"":""420"", ""earLengthInmm"":""160"", ""weightInlbs"":""130""}",160,10/20/1991,,420,OMNH,,,,,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:65151,,Odocoileus virginianus,male,male,270,
60781.38,1610,63677,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1610"", ""tailLengthInmm"":""254"", ""hindfootLengthInmm"":""445"", ""earLengthInmm"":""146"", ""weightInlbs"":""134""}",146,10/25/1986,,445,OMNH,3.5 years,,,3.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:63677,,Odocoileus virginianus,female,female,254,
61234.97,1610,61145,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1610"", ""tailLengthIn"":""260"", ""hindfootLengthIn"":""460"", ""earLengthIn"":""150"", ""weightInlbs"":""135""}",,10/18/1992,,,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61145,,Odocoileus virginianus,male,male,,
62595.75,1610,60051,Mammals,35.11528,-89.21667,"{""totalLengthInmm"":""1610"", ""tailLengthInmm"":""230"", ""hindfootLengthInmm"":""427"", ""earLengthInmm"":""150"", ""weightInlbs"":""138""}",150,1/13/1985,,427,OMNH,2 years,,,2 years,,Ames Plantation,urn:catalog:OMNH:Mammals:60051,,Odocoileus virginianus,female,female,230,
47173.61,1612,65196,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1612"", ""tailLengthInmm"":""278"", ""hindfootLengthInmm"":""441"", ""earLengthInmm"":""155"", ""weightInlbs"":""104""}",155,10/25/1986,,441,OMNH,,,,,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:65196,,Odocoileus virginianus,female,female,278,
49441.57,1613,58279,Mammals,35.11528,-89.21667,"{""totalLengthInmm"":""1613"", ""tailLengthInmm"":""274"", ""hindfootLengthInmm"":""429"", ""earLengthInmm"":""146"", ""weightInlbs"":""109""}",146,1/10/1986,,429,OMNH,3 years,,,3 years,,Ames Plantation,urn:catalog:OMNH:Mammals:58279,,Odocoileus virginianus,female,female,274,
51709.53,1613,60087,Mammals,35.375558,-88.818928,"{""totalLengthIn"":""1613"", ""tailLengthIn"":""230"", ""hindfootLengthIn"":""440"", ""earLengthIn"":""150"", ""weightInlbs"":""114""}",,12/2/1990,,,OMNH,2.5 years,,,2.5 years,,Chickasaw Wildlife Management Area,urn:catalog:OMNH:Mammals:60087,,Odocoileus virginianus,female,female,,
45359.24,1615,62047,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1615"", ""tailLengthInmm"":""223"", ""hindfootLengthInmm"":""425"", ""earLengthInmm"":""141"", ""weightInlbs"":""100""}",141,10/21/1989,,425,OMNH,2.5 years,,,2.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62047,,Odocoileus virginianus,female,female,223,
48080.79,1616,62163,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1616"", ""tailLengthInmm"":""250"", ""hindfootLengthInmm"":""450"", ""earLengthInmm"":""146"", ""weightInlbs"":""106""}",146,10/19/1991,,450,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62163,,Odocoileus virginianus,male,male,250,
56245.46,1616,61152,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1616"", ""tailLengthIn"":""251"", ""hindfootLengthIn"":""465"", ""earLengthIn"":""150"", ""weightInlbs"":""124""}",,10/26/1991,,,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61152,,Odocoileus virginianus,male,male,,
38101.76,1618,60188,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1618"", ""tailLengthInmm"":""246"", ""hindfootLengthInmm"":""423"", ""earLengthInmm"":""136"", ""weightInlbs"":""84""}",136,10/18/1992,,423,OMNH,3.5 years,,,3.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:60188,,Odocoileus virginianus,female,female,246,
53523.9,1618,61084,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1618"", ""tailLengthInmm"":""271"", ""hindfootLengthInmm"":""452"", ""earLengthInmm"":""155"", ""weightInlbs"":""118""}",155,10/24/1987,,452,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61084,,Odocoileus virginianus,male,male,271,
62142.16,1619,65212,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1619"", ""tailLengthInmm"":""271"", ""hindfootLengthInmm"":""446"", ""earLengthInmm"":""153"", ""weightInlbs"":""137""}",153,10/18/1986,,446,OMNH,,,,,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:65212,,Odocoileus virginianus,male,male,271,
46266.42,1620,62243,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1620"", ""tailLengthInmm"":""253"", ""hindfootLengthInmm"":""425"", ""earLengthInmm"":""139"", ""weightInlbs"":""102""}",139,10/25/1986,,425,OMNH,6.5 years,,,6.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62243,,Odocoileus virginianus,female,female,253,
58967.01,1620,62113,Mammals,36.44222,-89.34611,"{""totalLengthInmm"":""1620"", ""tailLengthInmm"":""270"", ""hindfootLengthInmm"":""455"", ""earLengthInmm"":""160"", ""weightInlbs"":""130""}",160,11/13/1988,,455,OMNH,3.5 years,,,3.5 years,,"Grassy Island, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62113,,Odocoileus virginianus,female,female,270,
59420.6,1620,62101,Mammals,36.44222,-89.34611,"{""totalLengthInmm"":""1620"", ""tailLengthInmm"":""245"", ""hindfootLengthInmm"":""424"", ""earLengthInmm"":""150"", ""weightInlbs"":""131""}",150,11/14/1987,,424,OMNH,3.5 years,,,3.5 years,,"Grassy Island, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62101,,Odocoileus virginianus,female,female,245,
58059.83,1622,62032,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1622"", ""tailLengthInmm"":""268"", ""hindfootLengthInmm"":""440"", ""earLengthInmm"":""149"", ""weightInlbs"":""128""}",149,10/28/1989,,440,OMNH,1.5 years,,,1.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62032,,Odocoileus virginianus,male,male,268,
54431.09,1624,65213,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1624"", ""tailLengthInmm"":""262"", ""hindfootLengthInmm"":""457"", ""earLengthInmm"":""158"", ""weightInlbs"":""120""}",158,10/25/1986,,457,OMNH,,,,,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:65213,,Odocoileus virginianus,male,male,262,
54431.09,1624,65202,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1624"", ""tailLengthInmm"":""203"", ""hindfootLengthInmm"":""406"", ""earLengthInmm"":""145"", ""weightInlbs"":""120""}",145,10/20/1990,,406,OMNH,,,,,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:65202,,Odocoileus virginianus,female,female,203,
53523.9,1625,61126,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1625"", ""tailLengthIn"":""253"", ""hindfootLengthIn"":""446"", ""earLengthIn"":""163"", ""weightInlbs"":""118""}",,10/17/1992,,,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61126,,Odocoileus virginianus,male,male,,
62142.16,1625,61062,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1625"", ""tailLengthInmm"":""259"", ""hindfootLengthInmm"":""427"", ""earLengthInmm"":""168"", ""weightInlbs"":""137""}",168,10/28/1990,,427,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61062,,Odocoileus virginianus,male,male,259,
37194.58,1626,61036,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1626"", ""tailLengthInmm"":""242"", ""hindfootLengthInmm"":""435"", ""earLengthInmm"":""160"", ""weightInlbs"":""82""}",160,10/19/1991,,435,OMNH,3.5 years,,,3.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61036,,Odocoileus virginianus,female,female,242,
43091.28,1628,61102,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1628"", ""tailLengthIn"":""258"", ""hindfootLengthIn"":""420"", ""earLengthIn"":""148"", ""weightInlbs"":""95""}",,10/29/1989,,,OMNH,2.5 years,,,2.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61102,,Odocoileus virginianus,female,female,,
47627.2,1628,62016,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1628"", ""tailLengthInmm"":""251"", ""hindfootLengthInmm"":""424"", ""earLengthInmm"":""156"", ""weightInlbs"":""105""}",156,10/28/1989,,424,OMNH,2.5 years,,,2.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62016,,Odocoileus virginianus,female,female,251,
58059.83,1628,62159,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1628"", ""tailLengthInmm"":""262"", ""hindfootLengthInmm"":""461"", ""earLengthInmm"":""164"", ""weightInlbs"":""128""}",164,10/25/1992,,461,OMNH,1.5 years,,,1.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62159,,Odocoileus virginianus,male,male,262,
58513.42,1628,60139,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1628"", ""tailLengthIn"":""265"", ""hindfootLengthIn"":""421"", ""earLengthIn"":""142"", ""weightInlbs"":""129""}",,10/19/1991,,,OMNH,2.5 years,,,2.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:60139,,Odocoileus virginianus,female,female,,
44452.06,1630,63676,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1630"", ""tailLengthInmm"":""260"", ""hindfootLengthInmm"":""430"", ""earLengthInmm"":""140"", ""weightInlbs"":""98""}",140,10/25/1986,,430,OMNH,3.5 years,,,3.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:63676,,Odocoileus virginianus,female,female,260,
55338.27,1630,62237,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1630"", ""tailLengthInmm"":""260"", ""hindfootLengthInmm"":""443"", ""earLengthInmm"":""142"", ""weightInlbs"":""122""}",142,10/18/1986,,443,OMNH,4.5 years,,,4.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62237,,Odocoileus virginianus,female,female,260,
38555.35,1631,65220,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1631"", ""tailLengthInmm"":""265"", ""hindfootLengthInmm"":""457"", ""earLengthInmm"":""163"", ""weightInlbs"":""[85]""}",163,10/20/1991,,457,OMNH,,,,,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:65220,,Odocoileus virginianus,male,male,265,
62142.16,1631,61028,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1631"", ""tailLengthInmm"":""274"", ""hindfootLengthInmm"":""443"", ""earLengthInmm"":""160"", ""weightInlbs"":""137""}",160,10/24/1992,,443,OMNH,1.5 years,,,1.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61028,,Odocoileus virginianus,male,male,274,
68492.45,1633,61069,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1633"", ""tailLengthInmm"":""250"", ""hindfootLengthInmm"":""458"", ""earLengthInmm"":""164"", ""weightInlbs"":""151""}",164,10/27/1990,,458,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61069,,Odocoileus virginianus,male,male,250,
