	institutionCode	collectionCode	catalogNumber	measurementSide	measurementType	scientificName	decimalLatitude	decimalLongitude	locality	verbatimLocality	basisOfRecord	measurementValue	measurementUnit	lithostratigraphicTerms	formation	member	references	materialSampleID
1311	KU		33730	right	M2 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	24.52	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	3f4825e3-0ebd-48d0-87dc-51b65a816fdb
1312	KU		33730	right	M2 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	25.63	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	43e0dc41-0f6c-47a2-bf57-e8087742fe48
1313	KU		42970	left	M1 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	22.35	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	64ce87ea-55e4-4992-9d8c-bb4631ea1ff9
1314	KU		42970	left	M1 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	23.71	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	606bd2e2-e8f7-4ea0-83a1-bd5c80846de3
1315	KU		34024	right	M1 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	20.85	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	0ad7a3a5-8bb5-4d14-a317-1574f70a8936
1316	KU		34024	right	M1 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	24.02	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	77b29253-02a8-4c04-ab8a-630bddacb6b5
1317	KU		32950	left	M2 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	23.72	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	d25647f7-35a9-4f6c-b516-1bc23d539b94
1318	KU		32950	left	M2 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	24.31	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	2bc32780-96c4-45f6-ad50-a9663b648155
1319	KU		31442	right	M1 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	21.28	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	ab831d50-5f28-4ea5-8b80-cc901e1e0abd
1320	KU		31442	right	M1 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	24.73	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	6282dc53-aff8-41fc-8384-cf295743b431
1321	KU		38690	left	M1 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	22.34	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	4b487ecc-5bd6-42ee-9679-42eee1a61f04
1322	KU		38690	left	M1 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	23.82	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	ccbe8c94-12fd-4835-b5a2-b787ed2e51fd
1323	KU		32580	right	M1 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	22.45	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	f7c00872-c995-45b6-bf49-e3de0b22fdb2
1324	KU		32580	right	M1 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	24.40	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	abd35226-ace6-4217-b50e-d06fd55bfca6
1325	KU		32787	right	M1 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	23.98	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	680e85b1-4450-4467-a016-c1abe9ca7273
1326	KU		32787	right	M1 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	24.43	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	403b661d-ea3c-4c5d-94c9-7e8d58b83564
1327	KU		38858	right	M1 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	21.02	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	d175f0e5-7d77-430b-89f6-8a7fe8512661
1328	KU		38858	right	M1 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	23.68	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	79991389-0f44-4551-acd2-5100009f0ec0
1329	KU		39685	average left and right	M1 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	22.53	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	f215c056-652a-4a99-9593-e69fef0260bb
1330	KU		39685	average left and right	M1 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	24.15	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	cc4be8fa-1df6-477d-bd04-99d799e1d2db
1331	KU		53690	right	M1 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	21.70	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	c8b18892-4430-4198-aee7-c7df350fc3e3
1332	KU		53690	right	M1 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	25.04	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	0919d917-b9f6-4992-a681-438dbbda86ed
1333	KU		39555	right	M2 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	21.30	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	9fb916e2-4a34-475d-898c-531be4521307
1334	KU		39555	right	M2 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	22.94	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	f5ac828f-76dc-42ad-9bdf-d921383c65a0
1335	KU		38674	left	M1/M2 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	24.48	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	4881d3ea-947d-42f9-b652-9edfeb93e90e
1336	KU		38674	left	M1/M2 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	25.23	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	58089ffa-5211-4926-a080-fed153e16c0f
1337	RAM	P	94.8.84	right	M1 anteroposterior length		-na	-na	Riverview Pit	Alberta, Canada	FossilSpecimen	23.89	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	62af7d8b-24f0-4e88-877b-115e702ac451
1338	RAM	P	94.8.84	right	M1 transverse width		-na	-na	Riverview Pit	Alberta, Canada	FossilSpecimen	25.81	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	e88a4b32-9900-4c88-8738-5b7b8c6aa50d
1339	RAM	P	94.8.14	left	M2 anteroposterior length		-na	-na	Riverview Pit	Alberta, Canada	FossilSpecimen	27.54	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	0eaf45c3-f88e-4af7-a730-91dd9c456ddc
1340	RAM	P	94.8.14	left	M2 transverse width		-na	-na	Riverview Pit	Alberta, Canada	FossilSpecimen	28.81	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	cad0ae27-ed07-4198-aaa5-da87ab938b4e
1341	RAM	P	94.1.378	left	M1 anteroposterior length		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	26.37	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	8ebed9b2-a2ec-4af6-9d54-1d468681ddc2
1342	RAM	P	94.1.378	left	M1 transverse width		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	27.96	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	bdaad15e-7c20-4b86-90fd-04b8b4028864
1343	RAM	P	05.10.56	right	M2 anteroposterior length		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	25.65	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	3fbd5a86-73d4-4d1e-9d49-075b674b5083
1344	RAM	P	05.10.56	right	M2 transverse width		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	26.00	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	33e463f7-5265-4fa3-b2be-048e241eabd8
1345	RAM	P	94.1.556	right	M1 anteroposterior length		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	28.50	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	5c21283e-b4bc-44a1-805d-3822e9cd0d2b
1346	RAM	P	94.1.556	right	M1 transverse width		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	28.57	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	adf9a407-b6e8-4adb-910f-a065b065c9c0
1347	RAM	DhPg-8	3437.1 (Horse 2)	average left and right	M2 anteroposterior length		-na	-na	Wally's Beach	Alberta, Canada	FossilSpecimen	23.45	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	247577ee-6553-4862-a947-15721aa1165e
1348	RAM	DhPg-8	3437.1 (Horse 2)	average left and right	M2 transverse width		-na	-na	Wally's Beach	Alberta, Canada	FossilSpecimen	23.39	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	ea0cd303-0e25-4c6a-a467-dd94c55227db
1349	RAM	P	94.1.497	right	M2 anteroposterior length		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	24.83	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	f799d3a1-28d1-47b9-a1b7-86ae23e8132c
1350	RAM	P	94.1.497	right	M2 transverse width		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	25.90	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	06a6904d-b47c-4e9b-8fab-4e4eaf438967
1351	RAM	P	89.13.60	left	M1 anteroposterior length		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	24.18	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	0394a321-0ac4-4ac2-97a8-0590aef94538
1352	RAM	P	89.13.60	left	M1 transverse width		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	26.19	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	3726f83f-eab5-46c9-89ee-dddaf4ea587a
1353	RAM	P	94.1.390	right	M2 anteroposterior length		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	26.10	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	d95d4a5f-5639-455a-930d-830ace9c32f2
1354	RAM	P	94.1.390	right	M2 transverse width		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	25.70	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	cf4fcdf6-4e3f-44c9-a36e-893c574f507f
1355	RAM	P	94.1.468	right	M1 anteroposterior length		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	26.08	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	81713923-e071-47f9-af9a-d45d7ca00c67
1356	RAM	P	94.1.468	right	M1 transverse width		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	28.11	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	40cc472d-4a53-42d9-829e-53c10841e5f0
1357	RAM	P	04.3.40	left	M2 anteroposterior length		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	26.44	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	4e1c40d4-c53b-4227-b9b7-fe6057689c1c
1358	RAM	P	04.3.40	left	M2 transverse width		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	25.55	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	024bba2d-70e6-4a66-bf80-9c6a0efc41d9
1359	RAM	P	94.1.613	left	M1 anteroposterior length		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	23.77	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	66f19ad7-2b70-4006-aa55-26669c8955fd
1360	RAM	P	94.1.613	left	M1 transverse width		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	23.88	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	1b3e543b-2bc0-4eeb-a017-4f683a991450
1361	RAM	P	89.13.613	left	M1 anteroposterior length		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	24.94	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	b27b273d-83e9-4cac-b898-11e7c0e77f0d
1362	RAM	P	89.13.613	left	M1 transverse width		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	26.19	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	422e9088-8c37-4610-bfbc-0f625d700304
1363	RAM	P	89.13.267	left	M2 anteroposterior length		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	25.60	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	91e52149-79e0-46cd-92ef-a23b6e956b84
1364	RAM	P	89.13.267	left	M2 transverse width		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	27.45	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	370181df-ce22-4a70-967c-7b1ec441ba06
1365	RAM	P	89.13.269	right	M1 anteroposterior length		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	25.38	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	04ad3063-3735-4def-8fad-1e5bc233abaf
1366	RAM	P	89.13.269	right	M1 transverse width		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	24.57	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	273135a5-d1ae-400d-b052-0c36eaf708b3
1367	RAM	P	89.13.616	right	M2 anteroposterior length		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	27.40	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	11e26171-cd00-4dcc-bb4e-8346d0ff5780
