	institutionCode	collectionCode	catalogNumber	measurementSide	measurementType	scientificName	decimalLatitude	decimalLongitude	locality	verbatimLocality	basisOfRecord	measurementValue	measurementUnit	lithostratigraphicTerms	formation	member	references	materialSampleID
764	KU		32581	left	P3 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	23.92	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	d1cd5c11-6c45-40b2-a3a6-c899249230f8
765	KU		32704	right	P3 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	26.60	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	b1d72bea-ddc1-4538-9f36-2e00a25bac14
766	KU		32704	right	P3 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	25.50	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	b697b086-46d1-4827-bcf3-9ce80756e427
767	KU		36830	right	P3 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	24.82	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	088bcccb-44f7-43ad-b2f9-7a5d6f6b3421
768	KU		36830	right	P3 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	23.74	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	6c192ecc-3bb4-4a39-927e-480a0b7b9458
769	KU		39685	average left and right	P3 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	24.30	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	3741a9e3-91d7-4671-ad53-0e13128373d3
770	KU		39685	average left and right	P3 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	24.61	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	3f6a0cca-a007-4fd6-8cc1-6bde927890a4
771	KU		39556	right	P3 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	25.15	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	8af9139b-278c-4f72-ab34-8d6490408774
772	KU		39556	right	P3 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	24.63	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	f0a158f5-51d1-4dd8-8f4f-1fb3718e2c3f
773	KU		58354	right	P4 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	26.14	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	7cc24b25-94e1-48a6-bf76-a735717fbd41
774	KU		58354	right	P4 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	27.62	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	74288221-3fd2-4130-8925-7f6c8bdd2df8
775	KU		45357	left	P3/P4 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	25.45	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	c2f7f8ac-b45f-4dc8-85ba-2ce71ccde7d3
776	KU		45357	left	P3/P4 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	24.13	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	5670ec09-2db8-4111-a3c1-1a4239d46ace
777	KU		45356	left	P3/P4 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	23.95	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	fdd840bd-a6d1-43fd-9b2e-88e8f1dd7454
778	KU		45356	left	P3/P4 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	24.60	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	dfb4a4d4-eaac-48e3-877e-a67cb9f311b1
779	RAM	P	02.10.4	right	P4 anteroposterior length		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	26.65	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	634d75a8-1fa7-4461-9000-b49ed6ce347d
780	RAM	P	02.10.4	right	P4 transverse width		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	25.94	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	7fbfcf39-3283-4cbf-ae83-9da41e80cc1a
781	RAM	DhPg-8	 71.1 (Horse D)	average left and right	P4 anteroposterior length		-na	-na	Wally's Beach	Alberta, Canada	FossilSpecimen	25.68	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	d0b2dcf0-f15d-49fe-b926-e125473e79d1
782	RAM	DhPg-8	 71.1 (Horse D)	average left and right	P4 transverse width		-na	-na	Wally's Beach	Alberta, Canada	FossilSpecimen	27.50	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	5cabf65f-d7c1-4ab8-9e0c-b2d4f7b50035
783	RAM	P	94.1.557	right	P3 anteroposterior length		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	25.79	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	9a9f98ae-4b1e-47c4-b52a-2930f6b4d37c
784	RAM	P	94.1.557	right	P3 transverse width		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	25.23	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	cf2804c1-9afe-4c30-ac0b-1236979d8631
785	RAM	P	98.5.462	left	P3? anteroposterior length		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	28.96	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	66ccc80d-24c3-4c55-8d4c-9a5b049dfe96
786	RAM	P	98.5.462	left	P3? transverse width		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	27.74	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	6e54c1e9-2ac4-4d09-8dd0-96da8efdee6f
787	RAM	DhPg-8	 3437.1 (Horse 2)	average left and right	P4 anteroposterior length		-na	-na	Wally's Beach	Alberta, Canada	FossilSpecimen	26.16	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	5aa1d673-485c-4190-baf6-d288822976ea
788	RAM	DhPg-8	 3437.1 (Horse 2)	average left and right	P4 transverse width		-na	-na	Wally's Beach	Alberta, Canada	FossilSpecimen	26.53	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	d9976dd6-afbe-48dc-946e-0c482ea0e01a
789	RAM	P	94.1.866	right	P3/P4 anteroposterior length		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	30.18	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	7243018b-15c6-433c-b1a7-c979a4c8ab9b
790	RAM	P	94.1.866	right	P3/P4 transverse width		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	30.10	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	4847ba08-f98a-4b7b-99d8-9821dd4ca032
791	RAM	P	02.10.125	left	P3 anteroposterior length		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	28.26	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	648ef604-268c-4edf-90f4-e5b345799a44
792	RAM	P	02.10.125	left	P3 transverse width		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	27.49	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	b538abc2-6bf6-4245-9848-85c3d24c8913
793	RAM	P	89.13.610	right	P4 anteroposterior length		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	30.50	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	d845f19d-9e3d-4056-9342-dc7a6a66767d
794	RAM	P	89.13.610	right	P4 transverse width		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	31.16	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	c3ff0503-2e2b-4c86-8f6f-28baf18d57b7
795	RAM	P	98.5.234	left	P4 anteroposterior length		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	28.26	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	c8513a94-5fd9-4443-bd06-6b33168d3092
796	RAM	P	98.5.234	left	P4 transverse width		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	28.20	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	e066acfb-08c0-4a9f-a825-70b8ee7f6d24
797	RAM	P	94.1.259	left	P3/P4 anteroposterior length		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	28.94	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	3262b088-68ce-4e2d-82cb-08035c3f5097
798	RAM	P	94.1.259	left	P3/P4 transverse width		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	29.05	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	3df0406d-bb62-40e0-9478-b0da9425130d
