,catalogNumber,institutionCode,otherCatalogNumbers,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,pointElevationInMeters,materialSampleID,measurementUnit,measurementType,measurementValue,diagnosticID
681, 207148,MVZ,MVZ 207148,37.6248,-120.56688,0.10142000000000001,70.104,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,1cd97f3a-f416-49a2-b5e8-36e59f220594
682, 207149,MVZ,MVZ 207149,37.6248,-120.56688,0.10142000000000001,70.104,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,649dbc1d-2cb8-4538-b5fd-dbc2d93c0fc0
683, 207152,MVZ,MVZ 207152,37.6248,-120.56688,0.10142000000000001,70.104,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,8d078161-d522-4d87-a795-902349ab3e59
684, 207153,MVZ,MVZ 207153,37.6248,-120.56688,0.251419,70.104,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,585c7f14-7598-447d-9bef-725c6fdb92b0
685, 207154,MVZ,MVZ 207154,37.75606,-120.08596000000001,0.251419,897.9408000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,54eb2a2e-27d1-493d-a8ae-e4f7a304681f
686, 207155,MVZ,MVZ 207155,37.75606,-120.08596000000001,0.251419,897.9408000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,c6f9dce7-0d4c-44c6-a138-20db2566fddf
687, 207156,MVZ,MVZ 207156,37.84486,-119.58945,0.1,2587.752,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,9911cb37-ed06-49a6-97e7-989e32a8c867
688, 207161,MVZ,MVZ 207161,37.7409,-119.40803999999999,0.15142,2204.9232,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,2c7ae9e4-6acc-4453-b71b-333bee831d56
689, 207162,MVZ,MVZ 207162,37.74069,-119.41023,0.10142000000000001,2199.4368,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,5d7cbcae-492a-434c-8456-fda0f0fb1318
690, 207163,MVZ,MVZ 207163,37.74069,-119.41025,0.10142000000000001,2199.4368,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,7ff325d6-ecb5-43cf-ac38-a5952862eb55
691, 207164,MVZ,MVZ 207164,37.74051,-119.41345,0.10142000000000001,2199.4368,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,777351df-9f1c-4f5f-b201-bf693487f199
692, 207166,MVZ,MVZ 207166,37.75456,-119.74298,0.20142000000000002,2012.8992,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,6750f80a-f522-42c8-8d6c-1541a8158872
693, 207167,MVZ,MVZ 207167,37.75456,-119.74298,0.20142000000000002,2012.8992,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,ee57833b-5934-40a7-9297-4b710983ef91
694, 208499,MVZ,MVZ 208499,37.90028,-119.12977,0.0,2214.3720000000003,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,a7d96dcc-097a-482b-961f-5ca2f462849a
695, 2154,MVZ,MVZ 2154,33.7633397,-116.664705,1.3716,2438.4,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,071aa359-9f06-4080-8c00-8788f54f23fc
696, 2155,MVZ,MVZ 2155,33.7633397,-116.664705,1.3716,2438.4,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,18d57579-896a-415f-b7a8-970b2832e88b
697, 216227,MVZ,MVZ 216227,37.90028,-119.12977,0.0,2214.3720000000003,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,eacd3a2d-ea56-4582-ba47-50d5a0c1a53e
698, 216228,MVZ,MVZ 216228,37.75139,-119.79149,0.33,1923.5928000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,dec55c96-1824-4b27-815e-c3bcdee74471
699, 216230,MVZ,MVZ 216230,37.74899,-119.83861999999999,0.213,508.4064,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,207e5215-c0e9-485f-9900-38a9d5ae4d57
700, 216231,MVZ,MVZ 216231,37.74899,-119.83861999999999,0.213,508.4064,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,b1658827-35db-4854-a658-03cb70937deb
701, 21851,MVZ,MVZ 21851,37.674352,-119.781173,0.6096,609.6,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,187.0,b6e9b429-4a1d-494b-a2c1-197bd9e83c10
702, 21852,MVZ,MVZ 21852,37.674352,-119.781173,0.6096,609.6,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,170.0,e23780fa-749e-4336-a1f9-120bb2a22215
703, 21853,MVZ,MVZ 21853,37.746327,-119.77586299999999,9.656,1463.04,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,170.0,b8e0bae4-00fc-4f40-992c-70f05a033d0f
704, 21854,MVZ,MVZ 21854,37.52078,-120.43822,0.402,60.96,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,182.0,bd4a0509-0ea1-4d93-a8d4-0c2219153764
705, 2217,MVZ,MVZ 2217,33.612232299999995,-116.630609,1.609,2072.6400000000003,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,73182648-e4ab-4031-9b50-30473a038849
706, 22657,MVZ,MVZ 22657,37.652399,-119.70271699999999,0.03,1889.76,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,125.0,66607cb0-7351-4af1-948c-a6fff0c18979
707, 22658,MVZ,MVZ 22658,37.756856,-119.799191,1.219,1920.24,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,145.0,6c589139-fb31-461b-a2fc-872c4ab686e5
708, 22659,MVZ,MVZ 22659,37.748057,-119.83516000000002,0.366,1645.92,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,173.0,70162a54-4aa6-4095-8efc-76700a521ea1
709, 22660,MVZ,MVZ 22660,37.756431,-119.582057,4.184,2164.08,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,185.0,e352bb5b-203a-4da9-87c6-c9c398476a8d
710, 22661,MVZ,MVZ 22661,37.67666,-119.580087,1.609,2225.04,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,160.0,c132b5c1-b8bf-4483-a1b7-512a2aba3bf2
711, 22958,MVZ,MVZ 22958,37.659263,-120.28745,1.158,182.88,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,170.0,82bc5b7b-6a62-4888-8963-cabeb3e5d982
712, 22959,MVZ,MVZ 22959,37.74276,-120.15718000000001,3.347,975.36,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,185.0,4efcefc0-a528-413d-8087-2afaea31008f
713, 22960,MVZ,MVZ 22960,37.736686,-119.59821200000002,6.437,1219.2,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,191.0,1d1c7fa6-15d4-4f07-a3e2-7b6068f9d7f2
714, 22961,MVZ,MVZ 22961,37.74276,-120.15718000000001,3.347,975.36,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,180.0,6444305e-6371-4e2d-808b-92d1d0dd8ed9
715, 23272,MVZ,MVZ 23272,37.739477,-119.397231,1.0668,2286.0,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,194.0,c918fd12-7f16-48e1-9b26-f86bbae6052e
716, 23274,MVZ,MVZ 23274,37.835881,-119.77732900000001,0.402,1950.72,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,38d4e8d3-01ea-4082-bd63-8af5c5871a35
717, 2688,MVZ,MVZ 2688MVZ 2688,34.009370000000004,-117.2591,4.313,,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,186.0,fb684009-8ec1-459e-b5fc-471f6ab77f53
718, 2706,MVZ,MVZ 2706,33.7912634,-116.67606200000002,1.609,1493.52,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,a8b70e6f-4beb-4313-b391-b6e445db5d9b
719, 27501,MVZ,MVZ 27501MVZ 27501,36.571878000000005,-118.055553,0.03,,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,152.0,02ee9e3f-398b-4f81-94ff-63c2bd368a56
720, 27503,MVZ,MVZ 27503MVZ 27503MVZ 27503,36.826074,-118.214801,0.03,1188.72,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,038cb3fb-a4f0-4492-a0be-8a2d87e6d2ba
721, 27509,MVZ,MVZ 27509,36.573161,-117.479799,1.609,1920.24,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,150.0,22fb2153-a4af-4a00-8c11-2e7d91869791
722, 27510,MVZ,MVZ 27510,36.573161,-117.479799,1.609,1920.24,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,160.0,97455719-af66-425c-be04-f9985d30d4f2
723, 27511,MVZ,MVZ 27511,36.573161,-117.479799,1.609,1920.24,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,160.0,d4146cda-b8e7-4307-afab-c60a425e4787
724, 27512,MVZ,MVZ 27512,36.826074,-118.214801,0.03,1188.72,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,6e0534b4-104e-4d3f-98ae-6becf2bcc85f
725, 27514,MVZ,MVZ 27514,36.58766,-117.465934,1.609,1981.2,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,155.0,819458c9-baef-4ce8-8ad8-8bd43fce388c
726, 27515,MVZ,MVZ 27515,36.58766,-117.465934,1.609,1889.76,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,145.0,e43ba5d5-2adb-4455-9b45-4a097c1a6f59
727, 27872,MVZ,MVZ 27872MVZ 27872,37.872653799999995,-122.24106,0.80467,,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,157.0,742f00a1-915d-4bf6-bcd5-84717960fd06
728, 27929,MVZ,MVZ 27929MVZ 27929,37.8737229,-122.253169,0.152,,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,161.0,3244f84c-a8f8-4eb1-85d1-b1f9d9097519
729, 27959,MVZ,MVZ 27959,39.575337899999994,-120.34680300000001,0.1561,1524.0,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,62a430f8-7552-4c3b-b07c-ba25c1303cf3
730, 28023,MVZ,MVZ 28023MVZ 28023MVZ 28023,37.93022929999999,-122.019673,7.1599699999999995,91.44,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,160.0,808d314f-d684-4fe2-8b28-4c73c32f1fad
731, 28024,MVZ,MVZ 28024,37.93022929999999,-122.019673,7.1599699999999995,91.44,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,138.0,84f0a33e-8552-430a-b64f-9fd9275982dd
732, 28025,MVZ,MVZ 28025,37.93022929999999,-122.019673,7.1599699999999995,91.44,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,165.0,7c7767e5-8e93-4a8a-bac5-da0976564f2e
733, 28658,MVZ,MVZ 28658,35.9478,-117.9011,1.0,944.88,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,c7b8e3b2-24dc-4f90-9495-00faf6d9da34
734, 28663,MVZ,MVZ 28663MVZ 28663,35.905054,-119.278572,0.402,,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,178.0,785623aa-b65b-439d-9634-2654003b0f76
735, 28665,MVZ,MVZ 28665MVZ 28665,36.7388,-119.9531,4.828,,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,ee287edb-22cd-474d-be17-e83881e28164
736, 29145,MVZ,MVZ 29145,36.133317,-120.74753899999999,3.219,449.58000000000004,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,180.0,d96c4910-d25e-4796-9f47-162c0af27914
737, 29374,MVZ,MVZ 29374MVZ 29374,36.620269,-121.82224599999999,0.16089,,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,27c93b18-fb5d-4681-92a7-78cb5f80d841
738, 29375,MVZ,MVZ 29375MVZ 29375,36.60922,-121.83560700000001,0.80467,,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,186.0,b4b650f3-9b24-412f-9163-7b22923fa316
739, 29898,MVZ,MVZ 29898MVZ 29898,41.73066,-122.64055,7.809,,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,154.0,295a1d7a-8ccf-46b6-8688-b5d6f3d05a66
740, 29915,MVZ,MVZ 29915MVZ 29915,39.7662652,-121.78823899999999,7.093999999999999,,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,220.0,133f50fd-d529-48df-8439-9f72f49d0eb6
741, 29916,MVZ,MVZ 29916MVZ 29916,39.606455600000004,-121.67523500000001,9.611,,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,206.0,ffb3d2e2-aa67-403a-8f90-1978cf5db375
742, 29917,MVZ,MVZ 29917MVZ 29917,39.4679347,-121.64929199999999,0.0933,,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,180.0,196d8297-3685-4b5c-8646-4d4cacd3297d
743, 31304,MVZ,MVZ 31304MVZ 31304,33.8283609,-116.533406,1.0668,,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,351794f1-7de6-431f-9e2c-6d8a3ca9ea86
744, 3148,MVZ,MVZ 3148MVZ 3148,32.64,-116.78,1.0,,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,168.0,9bbf574f-3c16-4680-8641-9d3786bf47c5
745, 3157,MVZ,MVZ 3157MVZ 3157,32.715,-117.156,1.0,,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,3cfc9ace-d1e7-427f-bedb-5651f789875f
746, 3158,MVZ,MVZ 3158MVZ 3158,32.7,-117.24600000000001,1.0,,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,fd53fba9-09d1-4719-846e-75327b998b19
747, 3172,MVZ,MVZ 3172MVZ 3172,33.07,-116.6,1.0,,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,db1f5f83-85e7-4afa-95df-86ba6a4025d4
748, 32380,MVZ,MVZ 32380,38.828696,-119.78573700000001,0.80467,1554.48,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,146.0,a1bec845-50f3-465d-b8f0-67818517eba4
749, 3441,MVZ,MVZ 3441MVZ 3441,36.59962,-121.897474,1.609,,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,176.0,e2e5e656-02bc-4eb4-aa3c-0dcf8f9f8c87
750, 34504,MVZ,MVZ 34504MVZ 34504MVZ 34504,40.190526899999995,-122.236143,3.647,91.44,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,3eb097f7-2da4-454b-8d41-ff625a254dcc
751, 34505,MVZ,MVZ 34505,40.190526899999995,-122.236143,3.647,91.44,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,5c87cffd-9f5e-41af-ac01-44c665082ec9
752, 34506,MVZ,MVZ 34506MVZ 34506MVZ 34506,40.315262700000005,-122.069149,0.425,182.88,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,195.0,b8a8e2f5-321b-4e4d-b3a5-758f00a7ebba
753, 34507,MVZ,MVZ 34507,40.315262700000005,-122.069149,0.425,182.88,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,201.0,aa606b43-ec3d-4f16-8bf3-60bca6888bf8
754, 34508,MVZ,MVZ 34508,40.315262700000005,-122.069149,0.425,182.88,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,187.0,5323b41c-8201-4d61-b79d-0cd5cdb7960f
755, 34509,MVZ,MVZ 34509,40.315262700000005,-122.069149,0.425,182.88,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,177.0,c01c78db-93bb-4fa9-9509-a2a118a902ec
756, 34510,MVZ,MVZ 34510,40.315262700000005,-122.069149,0.425,182.88,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,168.0,ffc82e90-19b3-48d9-97f6-26d146d7cbdd
757, 34511,MVZ,MVZ 34511,40.315262700000005,-122.069149,0.425,182.88,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,200.0,6d07f94a-9e40-47fb-b420-79ef322a270e
758, 36612,MVZ,MVZ 36612,40.394887,-123.015054,1.109,1341.1200000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,185.0,d0a79d4c-8f47-4813-b519-b504a28e1b0c
759, 3939,MVZ,MVZ 3939MVZ 3939,34.441,-119.26,1.0,,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,91aa0d15-f02f-4de8-9908-3646038d6de5
760, 3941,MVZ,MVZ 3941MVZ 3941,34.2780872,-119.27753899999999,2.414,,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,61cdf305-48d8-437d-a99c-5bbd684ddfb6
761, 4096,MVZ,MVZ 4096MVZ 4096,37.435739,-122.131845,6.437,,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,d6b18b21-7c09-4d78-b0c9-56ef47c258df
762, 44243,MVZ,MVZ 44243,40.6096034,-123.55740800000001,5.646,1676.4,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,202.0,1fb04091-4d13-42d4-a78b-989791b5a110
763, 5034,MVZ,MVZ 5034MVZ 5034,37.724039000000005,-122.45598700000001,0.80467,,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,169.0,05ff868b-3ee7-40c3-b87d-6afd1ecc2fa1
764, 51418,MVZ,MVZ 51418MVZ 51418MVZ 51418,35.1939609,-119.29954,1.609,88.39200000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,176.0,be9c6eb2-a783-41fc-bb15-7a887fc6fd63
765, 51419,MVZ,MVZ 51419,35.1939609,-119.29954,1.609,88.39200000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,181.0,2bdc2c8a-8b7b-4651-bcf3-5fdb4e510732
766, 55033,MVZ,MVZ 55033,36.7055,-119.0741,1.207,883.9200000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,177.0,692507c0-2faa-4ee4-ae4b-c83aed7527fa
767, 56873,MVZ,MVZ 56873,40.416340000000005,-123.43064,2.7710000000000004,1127.76,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,182.0,f44aba0e-9d07-41ef-b3b2-d56100bf06fd
768, 56874,MVZ,MVZ 56874,40.4163424,-123.41168600000002,0.446,609.6,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,200.0,5af247c9-4def-44c5-a69e-a297c7b92c37
769, 58876,MVZ,MVZ 58876,40.8748542,-123.731703,4.921,1493.52,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,200.0,901b08e8-f7b0-437f-9de1-febf1e90064f
770, 59727,MVZ,MVZ 59727,40.1656161,-122.80035,0.09495,1097.28,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,33c9ed88-9bde-4e0b-ab7d-2bcd2b684bc7
771, 59728,MVZ,MVZ 59728,40.1656161,-122.80035,0.09495,1097.28,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,11a5539b-e874-4f6e-96b5-b897f20aee84
772, 59729,MVZ,MVZ 59729,40.1656161,-122.80035,0.09495,1097.28,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,258ca7b8-0c3f-4374-bc39-2dd0341270b7
773, 59730,MVZ,MVZ 59730,40.1656161,-122.80035,0.09495,1097.28,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,e58f08d0-d715-4c3f-89b3-c66885d01a95
774, 59974,MVZ,MVZ 59974,35.427710600000005,-118.49432,1.609,1188.72,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,171.0,9fa71865-d476-4b27-a630-0613afb64e46
775, 6380,MVZ,MVZ 6380MVZ 6380,34.8760033,-118.89392,1.609,,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,187.0,ffa41248-c9d0-4103-a895-9efcd5948e96
776, 64981,MVZ,MVZ 64981,36.065444,-117.51506299999998,0.03,1744.98,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,3eea58c9-0fc2-4de3-b2d6-a5a897edfdff
777, 64982,MVZ,MVZ 64982,36.065794,-117.522775,0.03,1748.028,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,8b4278ce-0b57-4ace-9512-66cca3918d66
778, 64983,MVZ,MVZ 64983,36.075254,-117.516499,0.03,1744.98,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,5619d289-4d1f-4806-bc19-9f8489bba5bc
779, 65442,MVZ,MVZ 65442MVZ 65442MVZ 65442,41.3814079,-122.374183,4.197,1219.2,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,180.0,1bc2966a-1662-473e-9a18-48d47378cdd9
780, 65608,MVZ,MVZ 65608,36.370134,-121.75093799999999,0.3219,1066.8,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,154.0,cf4045f2-0fd9-473f-8c35-bdcf6850a9f6
781, 66427,MVZ,MVZ 66427,35.14612,-119.4559,3.3,274.32,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,11fb6a92-37bf-44a8-a7a3-5e7dff10ed14
782, 69099,MVZ,MVZ 69099MVZ 69099,41.9262514,-124.11233600000001,1.8219999999999998,,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,238.0,2cd6dcbe-4bc1-402b-bd31-08ccdd22d70b
783, 69101,MVZ,MVZ 69101,41.910649400000004,-122.925881,0.624,1828.8000000000002,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,203.0,9eaa33d2-3d91-4f2e-b28e-f2a915f4d5ed
784, 69103,MVZ,MVZ 69103MVZ 69103MVZ 69103,41.755840299999996,-122.26858200000001,2.4930000000000003,1097.28,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,183.0,d3d63c84-b617-42ec-b438-bf8f14b178bd
785, 69104,MVZ,MVZ 69104MVZ 69104MVZ 69104,41.445363799999996,-122.45148700000001,4.635,883.9200000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,205.0,34729d8e-9c36-46a5-a6bd-d45c88c6f9c4
786, 69105,MVZ,MVZ 69105MVZ 69105MVZ 69105,41.4716,-122.4662,1.239,838.2,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,198.0,ae237b9e-91d6-4abe-8830-dd91e24265f7
787, 72535,MVZ,MVZ 72535,36.5768639,-121.05343,2.01168,914.4000000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,155.0,828d98b2-f834-4f68-8fcb-e58cacd7e9b4
788, 72536,MVZ,MVZ 72536,36.5768639,-121.05343,2.01168,914.4000000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,149.0,f6fe114f-4fb3-4978-b495-09cc5ab455f8
789, 72537,MVZ,MVZ 72537,36.5768639,-121.05343,2.01168,914.4000000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,166.0,b8e22a45-b318-49c4-9eaf-0100e2b25199
790, 72540,MVZ,MVZ 72540,36.4443,-120.6724,1.0,579.12,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,161.0,747bb3cf-e997-4685-a32f-e8bb80c81847
791, 74393,MVZ,MVZ 74393MVZ 74393,39.6501448,-121.601151,0.539,,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,51f13377-f91b-4449-b7d8-547cf41b4cd0
792, 74395,MVZ,MVZ 74395MVZ 74395,39.6474268,-121.61882299999999,1.9875,,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,84c89e6c-8802-4034-bd0b-5c0b8a10257d
793, 74396,MVZ,MVZ 74396MVZ 74396,39.650182,-121.587827,0.539,,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,dd4170b5-a1d9-476e-a8ef-21a45261a9e8
794, 77047,MVZ,MVZ 77047MVZ 77047,34.056,-117.182,1.0,,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,179.0,b9a0e7db-4df9-43b3-aea5-a10728798f30
795, 84338,MVZ,MVZ 84338,33.9329862,-116.929282,1.3716,685.8000000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,1b108678-1042-4f30-88e6-aaf1239afe33
796, 85015,MVZ,MVZ 85015,33.9622539,-116.929194,1.609,868.6800000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,c24c5849-0882-4e57-8336-ad8d39e1151e
797, 85016,MVZ,MVZ 85016,33.9622539,-116.929194,1.609,868.6800000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,4be96c68-4a09-44ad-b12a-eb699ea17485
798, 85018,MVZ,MVZ 85018,33.9622539,-116.929194,1.609,868.6800000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,0347f21c-df94-4c0e-98d9-50156784573b
799, 85019,MVZ,MVZ 85019,33.955290399999996,-116.92919599999999,1.609,822.96,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,cfdb4917-8da8-4fa1-b56f-4962dee79922
800, 85020,MVZ,MVZ 85020,33.9402674,-116.90213999999999,1.609,792.48,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,5ccd28fd-b6e3-46ea-a6a4-5e00b98d6f66
801, 85021,MVZ,MVZ 85021,33.9099521,-116.593253,0.785,274.32,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,4f2e098c-92c4-4989-a9a1-49ad76844d82
802, 87972,MVZ,MVZ 87972MVZ 87972MVZ 87972,37.6378422,-121.575969,2.211,76.2,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,139.0,a7fe169b-a4ff-4530-a239-6ef849c3d113
803, 88567,MVZ,MVZ 88567MVZ 88567MVZ 88567,38.2500657,-122.36163300000001,3.9799,60.96,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,211.0,5201a95a-6277-48a3-8087-3e66ba2b12cc
804, 89625,MVZ,MVZ 89625,33.9400561,-116.91905200000001,1.0668,822.96,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,160.0,ba736add-d24e-4e04-924d-2b17733f9faa
805, 89626,MVZ,MVZ 89626,33.893102,-116.791225,0.762,518.1600000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,281a17e7-638a-4ceb-a648-f5b8855b844a
806, 89627,MVZ,MVZ 89627,33.893102,-116.791225,0.762,518.1600000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,6fd05b7b-3e15-4eed-a7d3-f1f2bc0f293f
807, 90065,MVZ,MVZ 90065,33.883,-116.615,1.0,365.76,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,06e572e4-5ec3-4903-bb1b-b10e218273b7
808, 90651,MVZ,MVZ 90651MVZ 90651MVZ 90651,33.9148653,-116.793425,0.3048,548.64,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,,63c51f09-2b5a-4f85-9dfc-970cdf452ce7
809, 95402,MVZ,MVZ 95402MVZ 95402,40.56728,-124.1438,4.149,,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,200.0,9811689c-9963-463a-baaf-9fc3a1be3160
810, 96424,MVZ,MVZ 96424,41.1017824,-121.51933700000001,1.839,1036.3200000000002,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,170.0,655b7a0b-a435-4e02-9315-73c69dcf77e3
811, 98962,MVZ,MVZ 98962,37.120063,-118.356623,0.03,1828.8000000000002,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,177.0,7b8172ca-f19b-407a-9362-d655993960c9
812, 98963,MVZ,MVZ 98963,37.120063,-118.356623,0.03,1828.8000000000002,79798931-0f46-41a8-8909-24b382aadcf8,mm,tail length,170.0,a7cbddba-0b0b-434d-a037-aba62891f2c4
