,catalogNumber,institutionCode,otherCatalogNumbers,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,pointElevationInMeters,materialSampleID,measurementUnit,measurementType,measurementValue,diagnosticID
125, 21851,MVZ,MVZ 21851,37.674352,-119.781173,0.6096,609.6,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,20,4d1123d5-c3b9-4a44-99b7-29f8334d69b7
126, 21852,MVZ,MVZ 21852,37.674352,-119.781173,0.6096,609.6,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,18,af9bec99-e3c8-4351-949b-1715ad80bcd9
127, 21853,MVZ,MVZ 21853,37.746327,-119.77586299999999,9.656,1463.04,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,26,7ff2c577-90b9-4e2b-b1c5-bf33cebd736d
128, 21854,MVZ,MVZ 21854,37.52078,-120.43822,0.402,60.96,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,26,8dc9c13e-c0e4-47fb-b91d-cd54314f7bd1
129, 2217,MVZ,MVZ 2217,33.612232299999995,-116.630609,1.609,2072.6400000000003,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,8a926a84-1dfc-4f07-8938-bbe48b80b6e6
130, 22657,MVZ,MVZ 22657,37.652399,-119.70271699999999,0.03,1889.76,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,20,493044b6-68de-4c35-966d-2b8b0a3e3ba7
131, 22658,MVZ,MVZ 22658,37.756856,-119.799191,1.219,1920.24,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,25,394c7bd9-51cb-47e4-ac26-b7ac916cab2a
132, 22659,MVZ,MVZ 22659,37.748057,-119.83516000000002,0.366,1645.92,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,25,caa09bd6-bff5-4685-ad2a-3ed4b74e7a9b
133, 22660,MVZ,MVZ 22660,37.756431,-119.582057,4.184,2164.08,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,29,63be33d1-7092-42e8-acfe-aa8be8de90e9
134, 22661,MVZ,MVZ 22661,37.67666,-119.580087,1.609,2225.04,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,25,11f27ba5-10ea-4026-91df-7fdadb303dba
135, 22958,MVZ,MVZ 22958,37.659263,-120.28745,1.158,182.88,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,24,f8041e48-7987-4703-aff9-46c96808da45
136, 22959,MVZ,MVZ 22959,37.74276,-120.15718000000001,3.347,975.36,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,29,afc8b6e9-88fd-44a6-888e-525cb3bd6413
137, 22960,MVZ,MVZ 22960,37.736686,-119.59821200000002,6.437,1219.2,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,23,98cf6f52-2bb6-42cf-a748-07bcae1d263a
138, 22961,MVZ,MVZ 22961,37.74276,-120.15718000000001,3.347,975.36,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,25,31f1f3b7-5a79-4ad7-a12f-58d069c2fea3
139, 23272,MVZ,MVZ 23272,37.739477,-119.397231,1.0668,2286.0,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,21,9bd36f25-d1dc-43cc-b851-498bc98776c0
140, 23274,MVZ,MVZ 23274,37.835881,-119.77732900000001,0.402,1950.72,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,31669ddd-24de-4091-8db4-87b61e701c4c
141, 2688,MVZ,MVZ 2688MVZ 2688,34.009370000000004,-117.2591,4.313,,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,13d03280-e0b2-40c5-b027-2d6d4b869fc8
142, 2706,MVZ,MVZ 2706,33.7912634,-116.67606200000002,1.609,1493.52,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,4354377d-0c0b-4de6-bd92-80c64ddf8391
143, 27501,MVZ,MVZ 27501MVZ 27501,36.571878000000005,-118.055553,0.03,,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,18,bb19a6a9-3d14-4487-8658-7f2cd6553d77
144, 27503,MVZ,MVZ 27503MVZ 27503MVZ 27503,36.826074,-118.214801,0.03,1188.72,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,d2688b15-9b9f-4b9b-be8c-f483a38f83b3
145, 27509,MVZ,MVZ 27509,36.573161,-117.479799,1.609,1920.24,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,19,5af27d4a-ffde-40ad-8b37-121807765de7
146, 27510,MVZ,MVZ 27510,36.573161,-117.479799,1.609,1920.24,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,20,55292ad1-4771-4923-a2d8-a3c1edd4ff13
147, 27511,MVZ,MVZ 27511,36.573161,-117.479799,1.609,1920.24,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,14,b2ecd296-f016-4eff-a3c8-36bfe6cb7ac4
148, 27512,MVZ,MVZ 27512,36.826074,-118.214801,0.03,1188.72,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,e4559338-bb0c-40e3-961f-6465501c3f45
149, 27514,MVZ,MVZ 27514,36.58766,-117.465934,1.609,1981.2,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,18,e2f8e1c1-7ec0-43c5-a2d4-9072ed25aeca
150, 27515,MVZ,MVZ 27515,36.58766,-117.465934,1.609,1889.76,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,19,f4782612-a045-423b-b761-ea6395b599db
151, 27872,MVZ,MVZ 27872MVZ 27872,37.872653799999995,-122.24106,0.80467,,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,19,cc678be7-1eb3-4596-8790-bac8a10e7d1f
152, 27929,MVZ,MVZ 27929MVZ 27929,37.8737229,-122.253169,0.152,,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,19,af05a9da-4fcd-4ea8-8bcd-2ddc76300307
153, 27959,MVZ,MVZ 27959,39.575337899999994,-120.34680300000001,0.1561,1524.0,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,88da98a7-3edd-46f1-b26f-c2e133d1d993
154, 28023,MVZ,MVZ 28023MVZ 28023MVZ 28023,37.93022929999999,-122.019673,7.1599699999999995,91.44,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,19,56537d4a-6d5f-4e15-935f-172107497a0c
155, 28024,MVZ,MVZ 28024,37.93022929999999,-122.019673,7.1599699999999995,91.44,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,22,0e1e5402-0f35-4d24-b795-6342dd2c49d0
156, 28025,MVZ,MVZ 28025,37.93022929999999,-122.019673,7.1599699999999995,91.44,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,22,67c8238f-2aa2-4423-bfd1-54b0c5e67428
157, 28658,MVZ,MVZ 28658,35.9478,-117.9011,1.0,944.88,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,fcb58fe6-b920-41cc-abd7-442b397a9d3f
158, 28663,MVZ,MVZ 28663MVZ 28663,35.905054,-119.278572,0.402,,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,25,abb9e35b-108a-4888-8b37-8f53d2de596f
159, 28665,MVZ,MVZ 28665MVZ 28665,36.7388,-119.9531,4.828,,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,38f01293-7b67-44e9-875c-6df7933120dc
160, 29145,MVZ,MVZ 29145,36.133317,-120.74753899999999,3.219,449.58000000000004,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,19,8bdd3b1c-7fbb-473d-9848-b3fc5d5c691d
161, 29374,MVZ,MVZ 29374MVZ 29374,36.620269,-121.82224599999999,0.16089,,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,7be44c2b-8fc5-49c7-8aff-d25575d049e8
162, 29375,MVZ,MVZ 29375MVZ 29375,36.60922,-121.83560700000001,0.80467,,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,19,c354a406-055a-4548-9f57-980344f844ad
163, 29898,MVZ,MVZ 29898MVZ 29898,41.73066,-122.64055,7.809,,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,18,16f71103-4c27-4b20-a8cd-dce689e326ab
164, 29915,MVZ,MVZ 29915MVZ 29915,39.7662652,-121.78823899999999,7.093999999999999,,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,20,edec0651-a921-4ef7-a220-40fabdfc17c2
165, 29916,MVZ,MVZ 29916MVZ 29916,39.606455600000004,-121.67523500000001,9.611,,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,21,f2773d2c-26e5-4e8b-b654-73f82062c8e4
166, 29917,MVZ,MVZ 29917MVZ 29917,39.4679347,-121.64929199999999,0.0933,,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,20,d9cc4a4d-b317-405d-9b6a-d6a769799d93
167, 31304,MVZ,MVZ 31304MVZ 31304,33.8283609,-116.533406,1.0668,,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,52c00201-90cd-4aa2-8dbf-5d447da1a6d3
168, 3148,MVZ,MVZ 3148MVZ 3148,32.64,-116.78,1.0,,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,20,698b69ef-3b98-411e-8e0f-9b370868f570
169, 3157,MVZ,MVZ 3157MVZ 3157,32.715,-117.156,1.0,,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,70fc3873-db6f-4b75-b906-a3a16274502f
170, 3158,MVZ,MVZ 3158MVZ 3158,32.7,-117.24600000000001,1.0,,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,b5261c4b-72a0-42ab-b197-63253c5ea4c8
171, 3172,MVZ,MVZ 3172MVZ 3172,33.07,-116.6,1.0,,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,5d06cfb6-eeb9-45ad-a100-8c47b4c0188b
172, 32380,MVZ,MVZ 32380,38.828696,-119.78573700000001,0.80467,1554.48,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,19,aa0e19ea-d4d6-49fd-a59f-fcc74eab184c
173, 3441,MVZ,MVZ 3441MVZ 3441,36.59962,-121.897474,1.609,,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,241a0609-4305-4333-9f94-d5a70fe220cb
174, 34504,MVZ,MVZ 34504MVZ 34504MVZ 34504,40.190526899999995,-122.236143,3.647,91.44,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,244e6c36-78aa-4b82-bdca-b66bbe982569
175, 34505,MVZ,MVZ 34505,40.190526899999995,-122.236143,3.647,91.44,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,1254cfd4-7585-4390-93d4-790351a3cef1
176, 34506,MVZ,MVZ 34506MVZ 34506MVZ 34506,40.315262700000005,-122.069149,0.425,182.88,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,21,a0edc537-9ff8-450d-9ab1-6d65302d2dd4
177, 34507,MVZ,MVZ 34507,40.315262700000005,-122.069149,0.425,182.88,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,21,f0c767be-154a-4e72-8f75-337e4c6fcb67
178, 34508,MVZ,MVZ 34508,40.315262700000005,-122.069149,0.425,182.88,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,18,9d09fbaf-4496-412e-b293-4a8c637be50c
179, 34509,MVZ,MVZ 34509,40.315262700000005,-122.069149,0.425,182.88,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,18,61119e75-0891-4839-bc6b-369396c63c38
180, 34510,MVZ,MVZ 34510,40.315262700000005,-122.069149,0.425,182.88,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,18,29fdbacc-24b1-4f7c-9e98-8be54c060ec8
181, 34511,MVZ,MVZ 34511,40.315262700000005,-122.069149,0.425,182.88,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,18,4529e3f0-59ec-4273-9682-91016bdc58d7
182, 36612,MVZ,MVZ 36612,40.394887,-123.015054,1.109,1341.1200000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,25,b3ac54d4-f8cb-488f-8b7c-bbeeb5b4cfc6
183, 3939,MVZ,MVZ 3939MVZ 3939,34.441,-119.26,1.0,,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,61e86789-8b42-4196-9959-60805a6fcd62
184, 3941,MVZ,MVZ 3941MVZ 3941,34.2780872,-119.27753899999999,2.414,,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,aebf2e61-ffd9-499e-96f1-3ae6f1681852
185, 4096,MVZ,MVZ 4096MVZ 4096,37.435739,-122.131845,6.437,,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,87000f14-6bb9-457a-819b-8ec3ca3b99eb
186, 44243,MVZ,MVZ 44243,40.6096034,-123.55740800000001,5.646,1676.4,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,17,5a6fc3a7-adfc-4f4f-83c9-27f9311e38ab
187, 5034,MVZ,MVZ 5034MVZ 5034,37.724039000000005,-122.45598700000001,0.80467,,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,ad75bfc5-d79d-45bd-a6f8-b582fd024da6
188, 51418,MVZ,MVZ 51418MVZ 51418MVZ 51418,35.1939609,-119.29954,1.609,88.39200000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,26,211cd47a-0022-4514-99d5-9ada2e8d4094
189, 51419,MVZ,MVZ 51419,35.1939609,-119.29954,1.609,88.39200000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,27,6d54da6a-e46a-4894-a24c-054f02244f19
190, 55033,MVZ,MVZ 55033,36.7055,-119.0741,1.207,883.9200000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,27,ea2c6514-d871-417e-b4ce-7b01d7a96354
191, 56873,MVZ,MVZ 56873,40.416340000000005,-123.43064,2.7710000000000004,1127.76,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,26,1f89f50b-6add-4556-94ce-ea5e774255af
192, 56874,MVZ,MVZ 56874,40.4163424,-123.41168600000002,0.446,609.6,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,25,31819584-4d04-4f17-a935-4239724b622e
193, 58876,MVZ,MVZ 58876,40.8748542,-123.731703,4.921,1493.52,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,18,6fc6c7e8-1c55-45c1-ae4b-450f9a04877e
194, 59727,MVZ,MVZ 59727,40.1656161,-122.80035,0.09495,1097.28,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,d93bd569-87e5-4dc7-8693-755ffd9a86c6
195, 59728,MVZ,MVZ 59728,40.1656161,-122.80035,0.09495,1097.28,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,2e1a80bf-24c9-41f1-8f2e-911c3c38a382
196, 59729,MVZ,MVZ 59729,40.1656161,-122.80035,0.09495,1097.28,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,518d66df-5822-4569-8ba1-a51c9e19cf01
197, 59730,MVZ,MVZ 59730,40.1656161,-122.80035,0.09495,1097.28,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,b62645b8-c528-4dc2-bb74-cf24284b975a
198, 59974,MVZ,MVZ 59974,35.427710600000005,-118.49432,1.609,1188.72,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,30,7c349354-2114-4c5c-a488-3a1d847fcb68
199, 6380,MVZ,MVZ 6380MVZ 6380,34.8760033,-118.89392,1.609,,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,90c71087-93f2-4a9d-aabf-2b912a6f9a77
200, 64981,MVZ,MVZ 64981,36.065444,-117.51506299999998,0.03,1744.98,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,34030c0d-d3c4-423a-af84-20c1f52d2c96
201, 64982,MVZ,MVZ 64982,36.065794,-117.522775,0.03,1748.028,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,b513f917-6315-4a79-ad94-3f66c0ef363c
202, 64983,MVZ,MVZ 64983,36.075254,-117.516499,0.03,1744.98,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,2cab6033-7c4a-44cb-b3be-a5276d9f508c
203, 65442,MVZ,MVZ 65442MVZ 65442MVZ 65442,41.3814079,-122.374183,4.197,1219.2,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,26,0f579a9a-1312-432e-b2ef-6325848a76c3
204, 65608,MVZ,MVZ 65608,36.370134,-121.75093799999999,0.3219,1066.8,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,29.5,f775afe6-bf6b-4871-9559-58ba7f00ea88
205, 66427,MVZ,MVZ 66427,35.14612,-119.4559,3.3,274.32,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,aaba28a5-14bd-4a2d-add9-fda038953992
206, 69099,MVZ,MVZ 69099MVZ 69099,41.9262514,-124.11233600000001,1.8219999999999998,,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,27,892abae4-ad1d-4f90-8c71-d9d38d25a9fb
207, 69101,MVZ,MVZ 69101,41.910649400000004,-122.925881,0.624,1828.8000000000002,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,25,80ce40a3-2230-4e97-a855-8e011c4fb779
208, 69103,MVZ,MVZ 69103MVZ 69103MVZ 69103,41.755840299999996,-122.26858200000001,2.4930000000000003,1097.28,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,24,11c0d0cf-b8bd-4d4f-97cb-a43ae41dad64
209, 69104,MVZ,MVZ 69104MVZ 69104MVZ 69104,41.445363799999996,-122.45148700000001,4.635,883.9200000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,26,dd5fca46-ecf9-4400-bcc7-bfaa69bc6733
210, 69105,MVZ,MVZ 69105MVZ 69105MVZ 69105,41.4716,-122.4662,1.239,838.2,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,25,85f27844-6e19-4fa8-8134-8a12336db349
211, 72535,MVZ,MVZ 72535,36.5768639,-121.05343,2.01168,914.4000000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,30,579dec67-84e8-4652-8163-f8ff16d5cabb
212, 72536,MVZ,MVZ 72536,36.5768639,-121.05343,2.01168,914.4000000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,29,b8b01f63-26d5-4fa0-8bad-96cb863112ed
213, 72537,MVZ,MVZ 72537,36.5768639,-121.05343,2.01168,914.4000000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,26,f6a3dc52-fa86-4f65-98a9-a74653e81c96
214, 72540,MVZ,MVZ 72540,36.4443,-120.6724,1.0,579.12,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,27,cb5218ed-1a6d-4236-96c4-d8c109fe5751
215, 74393,MVZ,MVZ 74393MVZ 74393,39.6501448,-121.601151,0.539,,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,dae84735-5e87-4f22-849f-f6011e98c70f
216, 74395,MVZ,MVZ 74395MVZ 74395,39.6474268,-121.61882299999999,1.9875,,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,00b077cf-1816-401b-8dff-43893e63ff9d
217, 74396,MVZ,MVZ 74396MVZ 74396,39.650182,-121.587827,0.539,,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,8ef49bb5-32cd-4c65-9fde-02f85255b043
218, 77047,MVZ,MVZ 77047MVZ 77047,34.056,-117.182,1.0,,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,a7cf9620-0504-4350-9f2a-860e51bda054
219, 84338,MVZ,MVZ 84338,33.9329862,-116.929282,1.3716,685.8000000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,572153b5-c97f-46c1-bd14-4dbfced399f1
220, 85015,MVZ,MVZ 85015,33.9622539,-116.929194,1.609,868.6800000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,d215eeb6-46b6-4e2f-a5ec-cbfddbe9e4a8
221, 85016,MVZ,MVZ 85016,33.9622539,-116.929194,1.609,868.6800000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,5fcf05a2-25e9-4dcc-899c-f53347299f61
222, 85018,MVZ,MVZ 85018,33.9622539,-116.929194,1.609,868.6800000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,2727c5d9-2642-4bc3-b121-22a90b56ae53
223, 85019,MVZ,MVZ 85019,33.955290399999996,-116.92919599999999,1.609,822.96,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,2e703edd-3afc-4709-bcd7-52ac016be86d
224, 85020,MVZ,MVZ 85020,33.9402674,-116.90213999999999,1.609,792.48,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,3a552cbe-0c47-439d-b797-15364c5fb0c4
225, 85021,MVZ,MVZ 85021,33.9099521,-116.593253,0.785,274.32,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,2a55b14f-0f31-4aa6-aa20-dd8be77aa0a3
226, 87972,MVZ,MVZ 87972MVZ 87972MVZ 87972,37.6378422,-121.575969,2.211,76.2,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,25,93fd94b5-0293-439a-86df-8a49cd1e8beb
227, 88567,MVZ,MVZ 88567MVZ 88567MVZ 88567,38.2500657,-122.36163300000001,3.9799,60.96,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,31,73dea0f9-c7b0-40e4-b8b9-8fcd0f50138d
228, 89625,MVZ,MVZ 89625,33.9400561,-116.91905200000001,1.0668,822.96,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,27,9363a531-c922-4750-b8a2-327c9e1107f2
229, 89626,MVZ,MVZ 89626,33.893102,-116.791225,0.762,518.1600000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,911664cc-1f0d-430c-a1ec-817dcf264a56
230, 89627,MVZ,MVZ 89627,33.893102,-116.791225,0.762,518.1600000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,f55ffac3-85b7-48db-8419-86829e7225ca
231, 90065,MVZ,MVZ 90065,33.883,-116.615,1.0,365.76,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,10ea4078-4d63-4ce1-95db-04612e907918
232, 90651,MVZ,MVZ 90651MVZ 90651MVZ 90651,33.9148653,-116.793425,0.3048,548.64,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,bc894c1b-bec8-485f-82a8-483d9b757c1a
233, 95402,MVZ,MVZ 95402MVZ 95402,40.56728,-124.1438,4.149,,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,26,28f6173e-3487-4426-966c-79cc8042af0a
234, 96424,MVZ,MVZ 96424,41.1017824,-121.51933700000001,1.839,1036.3200000000002,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,24,8de5f7e5-48de-46c6-a1eb-f862e81aaf4f
235, 98962,MVZ,MVZ 98962,37.120063,-118.356623,0.03,1828.8000000000002,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,25,5ca73194-04ef-406d-bb23-051c880c8b02
236, 98963,MVZ,MVZ 98963,37.120063,-118.356623,0.03,1828.8000000000002,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,26,ca7e292e-4caf-4a81-b321-d9f46eadffb9
237, 98964,MVZ,MVZ 98964,37.120063,-118.356623,0.03,1828.8000000000002,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,25,f7dda9b3-ae13-4cf6-89ed-6322bf4a2acc
238, 98965,MVZ,MVZ 98965,37.120063,-118.356623,0.03,1828.8000000000002,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,25,e6c9e435-5d32-40e5-bb88-f64ef1fc9851
239, 98966,MVZ,MVZ 98966,37.120063,-118.356623,0.03,1828.8000000000002,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,25,875b2983-e515-4dd8-b6c9-ed232114a18d
240, 98968,MVZ,MVZ 98968,36.265,-118.0475,1.0,1584.96,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,28b50189-e7c2-4c31-a99c-2f6cab908dd0
241, 98969,MVZ,MVZ 98969,36.227779999999996,-118.09050400000001,0.03,2286.0,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,fee753c8-5d3e-40ad-8612-60850d40af82
242, 98972,MVZ,MVZ 98972,36.265,-118.0475,1.0,1584.96,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,acad03e9-530e-4a25-a714-f2d5a17fcfb2
243, 99337,MVZ,MVZ 99337,36.7875,-118.6604,2.42643,1402.0800000000002,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,29,78e9442f-557e-40a9-a738-f45326275638
244, 99338,MVZ,MVZ 99338,36.7875,-118.6604,2.42643,1402.0800000000002,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,30,d0f42f94-45e5-4777-9ebb-d773e7e97140
245, 99529,MVZ,MVZ 99529,40.45807,-123.4568,2.93866,1524.0,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,24,c8a6fa95-acc6-4fc6-962a-f1414bcc3968
246, 99530,MVZ,MVZ 99530,40.45807,-123.4568,2.93866,1524.0,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,25,e62e1059-bfe9-4c29-90d8-b256936d490e
247, 99895,MVZ,MVZ 99895,34.033609999999996,-117.04222,2.81796,594.36,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,22,adc0de13-fd83-4a64-83e7-6463831474cb
248, 99896,MVZ,MVZ 99896MVZ 99896MVZ 99896,34.0172371,-117.182878,2.414,579.12,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,73c254ec-b2a3-4baf-b22a-84fe6628c872
249, 99897,MVZ,MVZ 99897MVZ 99897MVZ 99897,33.896,-117.054,1.0,457.20000000000005,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,cc935e95-2d81-4847-bd68-53ec3405f072
250, 99900,MVZ,MVZ 99900,33.965661,-117.006723,2.414,731.52,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,23fa1492-f113-4e08-80dc-9eb842530a8f
251, 99901,MVZ,MVZ 99901,33.965661,-117.006723,2.414,731.52,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,b3e0c1ef-e2dd-48b1-aa8a-a89e06028235
252, 99902,MVZ,MVZ 99902,33.965661,-117.006723,2.414,731.52,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,,69d1738d-27ee-46e0-9e7e-7d026bd3e90b
253, 99903,MVZ,MVZ 99903,33.9312071,-117.00013999999999,0.804672,762.0,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,25,978762c2-e8c5-4c64-9c7b-18de5a1ae5ee
254, 99904,MVZ,MVZ 99904,33.9312071,-117.00013999999999,0.804672,762.0,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,27,905d8daf-2b3f-4aa8-b4d2-0b6b980d5d05
255, 99905,MVZ,MVZ 99905,33.9312071,-117.00013999999999,0.804672,762.0,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,28,6da27ae7-0fce-49a2-a2ed-d1524e0a3f93
256, 99906,MVZ,MVZ 99906,33.929793200000006,-116.80466399999999,1.609,624.84,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,23,3627e382-aa02-43c4-81cc-fb2fe232cc1b
257, 99907,MVZ,MVZ 99907,33.929793200000006,-116.80466399999999,1.609,624.84,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,24,793a3565-ddba-4e98-94bb-619a6a1e5996
258, 99909,MVZ,MVZ 99909,33.929793200000006,-116.80466399999999,1.609,624.84,79798931-0f46-41a8-8909-24b382aadcf8,mm,ear length,21,94736416-37ff-4188-8af0-20cde81a5e5b
