,institutionCode,individualID,scientificName,sex,country,stateProvince,lifeStage,ageValue,ageUnit,ageEstimation,measurementUnit,materialSampleID,measurementType,measurementValue,diagnosticID
808,Smithsonian,163197,Aepyceros melampus suara,Male,Kenya,,Young Adult,~2,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,222.61,01986e8c-c757-4986-a0a9-a156e3abc3e8
809,Smithsonian,163203,Aepyceros melampus suara,Male,Kenya,,Prime Adult,~5,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,12575f84-d680-4a3e-82df-0c1f9c163a71
810,Smithsonian,163198,Aepyceros melampus suara,Male,Kenya,,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,c879cd48-6c30-4295-bdf8-ff5eaf0925d2
811,Smithsonian,163199,Aepyceros melampus suara,Male,Kenya,,Prime Adult,~4,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,224.82,8a967c31-0e90-4dfa-9b32-e852a8d90b66
812,Smithsonian,181893,Aepyceros melampus suara,Male,Kenya,,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,83ca1fcf-f251-401f-971d-360de2feda23
813,Smithsonian,181858,Aepyceros melampus suara,Male,Kenya,,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,958495bc-ceb9-4f4c-9484-239c0f24037d
814,Smithsonian,181865,Aepyceros melampus suara,Male,Kenya,,Prime Adult,~4,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,030d50d5-ef13-4f0a-b152-0967f67324a8
815,Smithsonian,181920,Aepyceros melampus suara,Male,Kenya,,Prime Adult,3,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,c91b9b94-a06f-4ad7-bf04-edf9ca401437
816,Smithsonian,181980,Aepyceros melampus suara,Male,Kenya,,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,d3c44944-705b-477a-a287-bfc05b3015c8
817,Smithsonian,184785,Aepyceros melampus suara,Male,Kenya,,Prime Adult,~2.5,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,5783591a-a17c-4db4-832b-74bc1ae5e513
818,Smithsonian,239150,Aepyceros melampus suara,Male,Kenya,,Older Adult,~6.5,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,dee3004f-db36-437e-9566-dd5e0dfaa510
819,Smithsonian,163204,Aepyceros melampus suara,Male,Kenya,,Prime Adult,~4.5,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,fbac5266-6af3-4b6b-a686-32c69109a27c
820,Smithsonian,200958,Aepyceros melampus suara,Male,Tanzania,,Older Adult,~8,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,25dd0347-99c0-41a5-a32a-e6c8d884a6cb
821,Smithsonian,201012,Aepyceros melampus suara,Male,Tanzania,,Prime Adult,~4,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,aa0b027d-0787-45f9-9935-88bffc600b85
822,Smithsonian,161964,Alcelaphus buselaphus cokii,Male,Kenya,,Prime Adult,,,Molars well worn,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,bd4b66f0-b76b-4253-add3-a3eb00ad7025
823,Smithsonian,161967,Alcelaphus buselaphus cokii,Male,Kenya,,Prime Adult,,,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,aa3bb4e5-b2db-4041-9a96-ae31ba8f99e6
824,Smithsonian,161962,Alcelaphus buselaphus cokii,Male,Kenya,,Prime Adult,~3,year,molars not well worn,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,d0bb2e9c-9447-4124-98bf-3a1868849cf3
825,Smithsonian,163207,Aepyceros melampus suara,Male,Kenya,,Prime Adult,~4.5,year,M1 slightly worn-all M3s erupted,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,60c1e40a-5e1c-4fc8-8adc-c940f6f98254
826,Smithsonian,161966,Alcelaphus buselaphus cokii,Male,Kenya,,Prime Adult,2.5,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,3d1fbf7f-9bda-4e5d-907b-54ed988c60de
827,Smithsonian,161970,Alcelaphus buselaphus cokii,Female,Kenya,,Young Adult,~2,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,a9ba4843-22db-4dce-b804-3d506f65eee5
828,Smithsonian,20924,Alcelaphus buselaphus cokii,Female,Kenya,,Prime Adult,,,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,9072a4b4-be3e-4ef9-a15a-50de9d935122
829,Smithsonian,162995,Alcelaphus buselaphus cokii,Male,Kenya,,Young Adult,almost 2?,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,4d8c286c-5441-4136-aa28-cd2ec4620a27
830,Smithsonian,162994,Alcelaphus buselaphus cokii,Male,Kenya,,Prime Adult,,,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,16cc7ce2-e8be-43aa-abb1-556fa03002c2
831,Smithsonian,181881,Alcelaphus buselaphus cokii,Male,Kenya,,Prime Adult,3.5,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,7647ba3e-efb3-40c9-ba1d-ff919703dab9
832,Smithsonian,163153,Alcelaphus buselaphus cokii,Female,Kenya,,Prime Adult,,,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,2c25c5d1-b760-4d3d-a768-1ebde7077e9a
833,Smithsonian,162997,Alcelaphus buselaphus cokii,Female,Kenya,,Prime Adult,3,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,a5d3abc8-b060-4f7b-a7e2-76b44f0013b1
834,Smithsonian,163155,,Male,Kenya,,nan,na,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,eba6a67b-16c3-48bf-a49e-e404f05a6629
835,smithsonian,163160,Alcelaphus buselaphus cokii,Female,Kenya,,Prime Adult,3,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,879b02bc-3e70-4364-952b-c576975ecf5c
836,,,,,,,nan,na,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,1793c38b-0600-4b3c-b43d-910ae21b5729
837,,,,,,,nan,na,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,4a727450-3158-452a-9560-6395c86eec40
838,,,,,,,nan,na,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,7adb4ea8-8e12-47c9-9d08-8f692ddbad91
839,,,,,,,nan,na,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,5cd8ea7d-154a-4053-ad61-d1ac4e6a6ebc
840,,,,,,,nan,na,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,b5974f08-d480-453b-b6fd-a27fd4f20310
841,,,,,,,nan,na,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,cd59f3e2-4043-4f8b-9adf-be113e7ca58d
842,,,,,,,nan,na,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,78543fca-83e0-4a84-80d2-42096e8baa3c
843,,,,,,,nan,na,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,60ebcbd8-4fe1-4bec-863a-8267810e6dbc
844,,,,,,,nan,na,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,a5422950-07b0-45fb-8896-220cfbfc22ef
845,,,,,,,nan,na,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,50113542-6ff9-4605-97f4-e40cb1a93623
846,,,,,,,nan,na,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,6aa7713b-201f-4e4b-86f3-4a47a87effd5
847,,,,,,,nan,na,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,c046684a-676c-444c-941c-7ffdf788fabc
