,catalogNumber,collectionCode,decimalLatitude,decimalLongitude,verbatimEventDate,institutionCode,verbatimAgeValue,ageValue,ageUnit,verbatimLocality,sex,scientificName,yearCollected,measurementUnit,measurementType,measurementValue,materialSampleID
953,61119,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,ear length,,54a9131c-27ac-40f5-8095-27ac47592f11
954,60194,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,ear length,140.0,f665bc2f-a896-47aa-92a3-3e44a7796b37
955,61051,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,ear length,129.0,15a4e6c3-7496-40bb-87fb-df79e0ceaee6
956,61011,Mammals,35.50028,-89.20833,10/22/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,ear length,127.0,01396826-9b91-4ad8-8b98-bc51dfa80864
957,18203,Mammals,17.7408295,-64.8613892,6/3/1972,TTU,,,,OXFORD ESTATE,female,Odocoileus virginianus,1972,mm,ear length,127.0,bcaa8e16-d396-4625-9982-bb5bb8dc0e74
958,61143,Mammals,35.50028,-89.20833,10/20/1991,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,ear length,,589fa699-7d88-4924-a555-dc20fbbed764
959,62242,Mammals,35.50028,-89.20833,10/25/1986,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1986,mm,ear length,130.0,5da96d34-cac9-414e-b0e3-c83423bad22b
960,61049,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,ear length,132.0,14aabdad-2b4d-4108-b135-691970914f79
961,62215,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1987,mm,ear length,134.0,0ff904f9-4ada-4537-ac07-069b4ca8adf3
962,61188,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,ear length,128.0,03a20c01-9e19-4f09-858d-083952ff39d7
963,61032,Mammals,35.50028,-89.20833,10/25/1992,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,ear length,132.0,863762f6-3371-420a-8d2f-0dd11a88a71c
964,63450,Mammals,35.50028,-89.20833,10/25/1986,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1986,mm,ear length,137.0,f145d15a-27e7-4a3b-adbf-2f5935f46300
965,61172,Mammals,35.50028,-89.20833,10/22/1988,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1988,mm,ear length,,032dfc42-921d-49de-9b8d-04d9e0cf789d
966,62075,Mammals,35.50028,-89.20833,10/20/1991,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,ear length,128.0,3b1edfe7-2149-4ed4-bdca-f3d2fa69fc60
967,60198,Mammals,35.50028,-89.20833,10/22/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,ear length,126.0,df2daacd-38d4-475b-adc5-bb7754770fd6
968,62019,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,ear length,130.0,7ac02007-51c9-4868-b3a5-688e8de8e1d0
969,61031,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,ear length,135.0,594da38d-c9c1-4934-9239-d7ff56b630ba
970,63451,Mammals,35.50028,-89.20833,10/25/1986,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1986,mm,ear length,132.0,f80a415d-43c1-4fa3-9eb5-3a52c5a04b32
971,60196,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,ear length,130.0,beb1afff-be39-4be3-b20f-c7e46d5e0420
972,61186,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,ear length,122.0,0571b315-58c3-4aa2-8d38-34c5fdbb7626
973,62056,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,ear length,136.0,c237792e-ad1f-4908-ba48-8687e2354425
974,60150,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,ear length,,20fb8f5c-e1d6-4eab-a25b-ca72c0c8458e
975,60153,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,ear length,,085bd091-7e5b-442a-a4a1-266a17eb7f5f
976,62244,Mammals,35.50028,-89.20833,10/18/1986,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1986,mm,ear length,143.0,af260578-ed64-42b6-9d07-5d80859c042b
977,61161,Mammals,35.50028,-89.20833,10/15/1988,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1988,mm,ear length,,76557284-d8cd-42c2-b33d-8fe74c5c353a
978,61115,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,ear length,,3ce81f46-07f0-4001-b191-33dda048937f
979,61130,Mammals,35.50028,-89.20833,10/25/1992,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,ear length,,38baaeaa-127e-40d8-9cb3-6c0e149dc50b
980,60134,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,ear length,,3b1bd9ef-c061-4bc9-82fd-dd4a7e8e32c8
981,60147,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,ear length,,7f7b699e-194c-49a4-8306-ef05e29789c2
982,62253,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1987,mm,ear length,133.0,b2da4dc1-4d19-4cc8-a554-59e3a4a1c8d6
983,62248,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,ear length,125.0,25b0ea64-12fd-4b82-8b4b-e4f29ac47e6a
984,61004,Mammals,35.50028,-89.20833,10/19/1991,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,ear length,119.0,e84034e9-599c-4370-91b6-1bf2a188b189
985,60185,Mammals,35.50028,-89.20833,10/22/1988,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1988,mm,ear length,138.0,c56ee360-54b7-44c8-b31a-88208b89f96d
986,61148,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,ear length,,6ccfc889-c6fe-4ba3-a041-74ef406f19d0
987,61013,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,ear length,127.0,bc86251b-393e-445f-8701-fe665fd2cc90
988,61058,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,ear length,132.0,7c0a0e48-5385-4fe8-a5a8-00a307cd3dd4
989,60159,Mammals,35.50028,-89.20833,10/20/1991,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,mm,ear length,,10888c11-359d-4739-aaa4-6d8362c4a43b
990,61095,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,ear length,127.0,db1d9210-ab7b-4d02-8d05-e4a11eab96c6
991,49-44,Mammals,,,1/12/1949,CRCM,,,,"Tucannon Refuge, Columbia Co., Washington",female,Odocoileus virginianus,1949,mm,ear length,,878fad54-1617-452f-befe-274c0edc8b89
992,61002,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,ear length,138.0,63d9afd9-79c3-4e73-b808-0f400a1640fe
993,38135,Mammals,36.6224167,-99.8575167,1/18/2006,OMNH,,,,16.4 mi W Fort Supply,female,Odocoileus virginianus,2006,mm,ear length,125.0,038cf9c0-5897-4f51-872e-b07271d21d6e
994,65323,Mammals,35.50028,-89.20833,10/26/1991,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,ear length,122.0,a373635d-5bf1-47e1-866d-cbd627ac45f7
995,62208,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1987,mm,ear length,140.0,c12fa7bf-c952-47c3-8017-49e2a7c0e976
996,60200,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,ear length,131.0,f961488e-e97e-4326-aa10-b0f57cfee9b4
997,61191,Mammals,35.50028,-89.20833,10/29/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,ear length,147.0,8611df2a-feb4-4569-acd9-c09021fa023a
998,61037,Mammals,35.50028,-89.20833,10/18/1992,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,ear length,135.0,34ce14d9-8ba9-4d9e-8978-1aed23e0cada
999,62085,Mammals,35.50028,-89.20833,10/18/1992,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,ear length,125.0,d217af49-2f9b-451b-84bc-4266e8f98b58
1000,61030,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,ear length,131.0,6b06d6ba-f502-461a-9829-ce9e09ca27ba
1001,61046,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,ear length,151.0,406d7f53-42bd-4697-bb42-a271267dd929
1002,18207,Mammals,17.7280598,-64.8822174,7/20/1972,TTU,,,,PROSPERITY ESTATE,female,Odocoileus virginianus,1972,mm,ear length,127.0,022069e1-d420-470d-b19d-c96cdb91c30b
1003,18191,Mammals,17.753059399999998,-64.8416672,7/15/1972,TTU,,,,BODKIN ESTATE,male,Odocoileus virginianus,1972,mm,ear length,127.0,9b06de32-2332-4c64-baa3-c5c5751754d2
1004,61088,Mammals,35.50028,-89.20833,10/19/1991,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,mm,ear length,133.0,d1181eb1-137e-43a6-a6fc-324707c18051
1005,61035,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,ear length,136.0,e7fc1a46-df08-4c28-af99-4546fd7112ff
1006,60145,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,ear length,,1540d5f6-1ac7-4a98-8b6a-b386e45f337f
1007,61023,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,ear length,125.0,2febf84b-92ec-433c-807c-16fe70371fc2
1008,62212,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,ear length,141.0,ad043c51-225d-4fc6-9cbc-05895588a11e
1009,61132,Mammals,35.50028,-89.20833,10/27/1991,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,mm,ear length,,dd34e4c8-cac8-4bde-bed5-542b1a0dfb1e
1010,60136,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,ear length,,9c858727-fb79-4309-a14e-3a0df8871c92
1011,61114,Mammals,35.50028,-89.20833,10/29/1989,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,ear length,,c0055594-bab7-44c9-adf2-b8477ac40c2c
1012,63654,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1987,mm,ear length,139.0,1baa74a1-9170-4c0a-8ff0-cdb8e54acb5c
1013,62285,Mammals,35.50028,-89.20833,10/25/1986,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1986,mm,ear length,145.0,d00e29d3-f4c8-4fc8-b2da-940ed56636c9
1014,62249,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,ear length,138.0,ad60dc9c-abc6-4c77-9185-1bf2f9df01ac
