,catalogNumber,collectionCode,decimalLatitude,decimalLongitude,verbatimEventDate,institutionCode,verbatimAgeValue,ageValue,ageUnit,verbatimLocality,sex,scientificName,yearCollected,measurementUnit,measurementType,measurementValue,materialSampleID
783,45777,Mammals,35.342292,-90.07722,11/5/1982,OMNH,,1.5 ,year,Meeman-Shelby Forest Wildlife Management Area,male,Odocoileus virginianus,1982,g,body mass,37648.17,77b5c873-7df5-4133-a0f6-b56892601447
784,45800,Mammals,35.342292,-90.07722,11/8/1982,OMNH,,1.5 ,year,Meeman-Shelby Forest Wildlife Management Area,male,Odocoileus virginianus,1982,g,body mass,38101.76,1d8b8128-6bd0-4db3-ba53-f3dd1937f100
785,45757,Mammals,35.342292,-90.07722,11/5/1982,OMNH,,2.5 ,year,Meeman-Shelby Forest Wildlife Management Area,female,Odocoileus virginianus,1982,g,body mass,38101.76,34d8d306-c44c-4cdd-950b-95e7a2b7249a
786,45681,Mammals,35.50028,-89.20833,10/31/1982,OMNH,,3.5 ,year,Hatchie National Wildlife Refuge,female,Odocoileus virginianus,1982,g,body mass,38101.76,40023fca-87b5-41a7-b2cd-b631b5a84c82
787,45765,Mammals,35.342292,-90.07722,11/16/1982,OMNH,,1.5 ,year,Meeman-Shelby Forest Wildlife Management Area,male,Odocoileus virginianus,1982,g,body mass,38555.35,054daf84-48e7-4d57-a4a4-e751b63c8e32
788,45717,Mammals,35.50028,-89.20833,10/30/1982,OMNH,,2.5 ,year,Hatchie National Wildlife Refuge,female,Odocoileus virginianus,1982,g,body mass,38555.35,bf11dbef-4c30-4979-8bbf-b7ed9e06ef40
789,45802,Mammals,35.342292,-90.07722,11/15/1982,OMNH,,1.5 ,year,Meeman-Shelby Forest Wildlife Management Area,male,Odocoileus virginianus,1982,g,body mass,38555.35,ae39dcbc-fe7d-4c66-99d3-71ffa9611bb0
790,62265,Mammals,35.50028,-89.20833,10/29/1983,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1983,g,body mass,38555.35,9f93877e-4e00-495a-9b94-edeaab1d5f0f
791,62281,Mammals,35.50028,-89.20833,10/30/1983,OMNH,,5.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1983,g,body mass,39008.95,f08d894a-0523-4086-b1f7-93772a86a32a
792,45668,Mammals,35.50028,-89.20833,10/31/1982,OMNH,,4.5 ,year,Hatchie National Wildlife Refuge,female,Odocoileus virginianus,1982,g,body mass,39008.95,179eb885-947d-4814-84c2-1b15a7bebc4f
793,62232,Mammals,35.50028,-89.20833,10/30/1983,OMNH,,2.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1983,g,body mass,39008.95,a590d81d-4503-4113-8238-5fc06f050fa1
794,62230,Mammals,35.50028,-89.20833,10/30/1983,OMNH,,2.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1983,g,body mass,39462.54,340a8b30-f24c-4eb9-aaee-f642bfa875e2
795,45689,Mammals,35.50028,-89.20833,10/30/1982,OMNH,,1.5 ,year,Hatchie National Wildlife Refuge,male,Odocoileus virginianus,1982,g,body mass,39462.54,31620cba-5b90-4580-a7e8-0a5e95e10f67
796,45673,Mammals,35.50028,-89.20833,10/31/1982,OMNH,,1.5 ,year,Hatchie National Wildlife Refuge,male,Odocoileus virginianus,1982,g,body mass,39916.13,b2699915-4130-40f0-955e-2bb0bd82e91a
797,45690,Mammals,35.50028,-89.20833,10/30/1982,OMNH,,3.5 ,year,Hatchie National Wildlife Refuge,female,Odocoileus virginianus,1982,g,body mass,39916.13,aa3e5895-bf5f-4faa-96bd-007f341b961b
798,45754,Mammals,35.342292,-90.07722,11/9/1982,OMNH,,1.5 ,year,Meeman-Shelby Forest Wildlife Management Area,male,Odocoileus virginianus,1982,g,body mass,40369.72,4ba7d3c8-a533-4abe-92d5-435663597293
799,94-903,Mammals,,,10/12/1985,CRCM,,,,"7 mi W of Pullman, Whitman Co., Washington",male,Odocoileus virginianus,1985,g,body mass,40823.32,a4ec81dc-c9bc-4776-97df-d46420b7f107
800,45712,Mammals,35.50028,-89.20833,10/30/1982,OMNH,,2.5 ,year,Hatchie National Wildlife Refuge,female,Odocoileus virginianus,1982,g,body mass,41276.91,d309cc30-ecdf-4e1a-849a-904a67257525
801,613,WildlifeMammals,,,11/22/1965,HSU,,,,"SW Pass, Mt. Desert Island, Acadia National Park, Bar Harbor",,Odocoileus virginianus,1965,g,body mass,41280.0,221e0860-0dc7-40b9-91a4-49c085638959
802,62254,Mammals,35.50028,-89.20833,10/29/1983,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1983,g,body mass,41730.5,f218c2e7-6755-4786-b191-cd26b48ee5f7
803,62226,Mammals,35.50028,-89.20833,10/29/1983,OMNH,,1.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1983,g,body mass,41730.5,46e790a4-b389-4606-a6c2-66a90ce3b364
804,63659,Mammals,35.50028,-89.20833,10/29/1983,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1983,g,body mass,42184.09,4ca25453-6bac-4250-9254-3c3d75f0d1d6
805,60167,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,g,body mass,42184.09,b8f64e3d-b261-4a98-95ee-e13e489dc907
806,45799,Mammals,35.342292,-90.07722,11/8/1982,OMNH,,1.5 ,year,Meeman-Shelby Forest Wildlife Management Area,male,Odocoileus virginianus,1982,g,body mass,42637.69,6def9995-af6f-4f29-8aca-af34304ce7e8
807,36883,Mammals,,,5/31/1905,OMNH,,4.5 ,year,Fort Gibson,female,Odocoileus virginianus,1905,g,body mass,42637.69,b4346d16-b428-46fa-be1f-62ddf9b2bcaf
808,62225,Mammals,35.50028,-89.20833,10/29/1983,OMNH,,1.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1983,g,body mass,43091.28,988d8e92-2e66-41e7-93c9-a5eeaf472c9e
809,45786,Mammals,35.342292,-90.07722,11/8/1982,OMNH,,1.5 ,year,Meeman-Shelby Forest Wildlife Management Area,male,Odocoileus virginianus,1982,g,body mass,43091.28,a5ece53b-9f2a-420a-9864-eb004e130ab7
810,63668,Mammals,35.50028,-89.20833,10/30/1983,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1983,g,body mass,43091.28,8d5f6906-0c87-4acc-a645-088761c47bc4
811,62296,Mammals,35.50028,-89.20833,10/29/1983,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1983,g,body mass,43544.87,b1f31c26-a438-4180-8a53-5485fbc22efe
812,36876,Mammals,36.70694,-97.08528000000001,5/31/1905,OMNH,,1.5 ,year,Ponca City,male,Odocoileus virginianus,1905,g,body mass,43544.87,3196c26f-882b-4554-8d55-f22fa74f6417
813,62275,Mammals,35.50028,-89.20833,10/29/1983,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1983,g,body mass,43998.46,b17e7e8d-69ec-499c-b176-9fca8271b8c7
814,62238,Mammals,35.50028,-89.20833,10/29/1983,OMNH,,2.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1983,g,body mass,43998.46,e936a7c2-beb1-4b48-b60a-2b4264bd17a4
815,45691,Mammals,35.50028,-89.20833,10/30/1982,OMNH,,1.5 ,year,Hatchie National Wildlife Refuge,male,Odocoileus virginianus,1982,g,body mass,43998.46,d8dea5ed-b6f0-4eab-bcab-d14461a7fd84
816,62223,Mammals,35.50028,-89.20833,10/29/1983,OMNH,,1.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1983,g,body mass,44452.06,ad76d082-4d39-44d2-b361-43b60d00d114
817,36881,Mammals,,,5/31/1905,OMNH,,6.5 ,year,Fort Gibson,female,Odocoileus virginianus,1905,g,body mass,44452.06,985f28c1-70d9-4fe5-b360-c9a6c803186a
818,63673,Mammals,35.50028,-89.20833,10/29/1983,OMNH,,3.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1983,g,body mass,44452.06,18989fe1-d0d0-4f0b-ba9e-0c74ee9dfaa2
819,63658,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,g,body mass,44452.06,e5d48759-3753-4bf1-b058-b6898460f961
820,63642,Mammals,35.50028,-89.20833,10/30/1983,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1983,g,body mass,44452.06,f1a737b8-8cbc-4298-bf6f-9fedb726c99b
821,56677,Mammals,35.880833,-88.705556,1/30/1999,OMNH,,2.5 ,year,"Milan Army Ammunition Plant, Milan",female,Odocoileus virginianus,1999,g,body mass,44905.65,43a5665c-311a-412d-860a-bda08d289d34
822,63446,Mammals,35.50028,-89.20833,10/30/1983,OMNH,,4.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1983,g,body mass,45359.24,21852575-0028-41b0-9288-0dbb3ab7fe27
823,62231,Mammals,35.50028,-89.20833,10/30/1983,OMNH,,2.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1983,g,body mass,45359.24,9de3268f-0bd3-4fb9-bfe6-9599c24d54e2
824,90-133,Mammals,,,11/18/1987,CRCM,,,,"1 mi W of Klemgard County Park, Whitman Co., Washington",male,Odocoileus virginianus,1987,g,body mass,45400.0,ec8248fc-7988-490d-aa51-39bcc6440bda
825,65343,Mammals,,,11/19/1983,OMNH,,2.5 ,year,,male,Odocoileus virginianus,1983,g,body mass,45812.83,4a92ecf3-09de-412c-81e0-06b80bff089c
826,63672,Mammals,35.50028,-89.20833,10/30/1983,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1983,g,body mass,46266.42,b0837c25-4e67-4575-a305-fe8830edd1c9
827,45680,Mammals,35.50028,-89.20833,10/30/1982,OMNH,,1.5 ,year,Hatchie National Wildlife Refuge,male,Odocoileus virginianus,1982,g,body mass,46266.42,644e0182-943d-4e37-ab8d-779ca0690ab2
828,62229,Mammals,35.50028,-89.20833,10/30/1983,OMNH,,3.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1983,g,body mass,46266.42,c3cce25f-3d6a-40cf-99d3-4ae055071eee
829,62277,Mammals,35.50028,-89.20833,10/29/1983,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1983,g,body mass,46720.02,5682a284-ac67-46fc-9618-d97d26c175aa
830,65290,Mammals,35.50028,-89.20833,10/31/1982,OMNH,,1.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1982,g,body mass,46720.02,1d161901-35f2-4e28-aefb-6e4fc829dc57
831,63638,Mammals,35.50028,-89.20833,10/29/1983,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1983,g,body mass,47173.61,8d80ca02-8554-4236-b95c-e90003431670
832,62280,Mammals,35.50028,-89.20833,10/30/1983,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1983,g,body mass,47627.2,499750f1-dacc-4660-b7a4-1955a1c38a1a
833,62227,Mammals,35.50028,-89.20833,10/29/1983,OMNH,,1.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1983,g,body mass,47627.2,31e9b594-4750-4266-a93c-6e75ad092910
834,63643,Mammals,35.50028,-89.20833,10/29/1983,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1983,g,body mass,47627.2,6032cf05-8f60-46af-9554-c54c6c979397
835,63644,Mammals,35.50028,-89.20833,10/29/1983,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1983,g,body mass,47627.2,688f912c-bea2-4772-a352-598cf853fe9f
836,45657,Mammals,35.38193,-88.92638000000001,11/28/1979,OMNH,,,,"Velsicol Dump, Teague",male,Odocoileus virginianus,1979,g,body mass,47627.2,a74213e8-1bff-46dc-bf9a-972c9ec16b70
837,45600,Mammals,35.38193,-88.92638000000001,11/28/1979,OMNH,,,,"Velsicol Dump, Teague",male,Odocoileus virginianus,1979,g,body mass,47627.2,fc6ff229-93a6-49da-bbdc-0621883fe90c
838,63438,Mammals,35.50028,-89.20833,10/29/1983,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1983,g,body mass,47627.2,a318b5e8-3416-4c84-99ff-a41425d61106
839,63440,Mammals,35.50028,-89.20833,10/30/1983,OMNH,,2.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1983,g,body mass,48080.79,409313bb-3bc3-4689-b09d-7c9f4eab1356
840,62261,Mammals,35.50028,-89.20833,10/30/1983,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1983,g,body mass,48080.79,80bc8ef6-5a38-42ea-b97e-a12645a60fe1
841,65318,Mammals,35.50028,-89.20833,10/31/1982,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1982,g,body mass,48080.79,3b91120b-acc7-4b60-ac9c-c1844b26ac70
842,63443,Mammals,35.50028,-89.20833,10/29/1983,OMNH,,2.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1983,g,body mass,48534.39,7630b11f-e34f-409f-9917-f5b3dbac0958
843,63665,Mammals,35.50028,-89.20833,10/30/1983,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1983,g,body mass,49441.57,d6aca626-59c4-4ae7-aa53-7e166282e6e3
844,36880,Mammals,,,5/31/1905,OMNH,,5.5 ,year,Fort Gibson,female,Odocoileus virginianus,1905,g,body mass,49441.57,19855e8e-353a-40c1-a663-fb2e78ef3f02
845,62175,Mammals,35.342292,-90.07722,1/30/1985,OMNH,,4 ,year,"Hunting Zone, Meeman-Shelby Forest Wildlife Management Area",female,Odocoileus virginianus,1985,g,body mass,49895.16,2dd606d5-e3fd-476d-8b7f-68e5e1b590d9
846,60055,Mammals,,,1/2/1987,OMNH,,3.5 ,year,,female,Odocoileus virginianus,1987,g,body mass,49895.16,37918810-49a0-45fe-a39a-d5385071f6d4
847,65291,Mammals,35.50028,-89.20833,10/31/1982,OMNH,,1.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1982,g,body mass,50802.35,6dde06c2-0ac8-4e51-a5bf-d852afa53e6a
848,62240,Mammals,35.50028,-89.20833,10/30/1983,OMNH,,2.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1983,g,body mass,51255.94,bd24e819-7de3-4689-b10e-b16e38834be5
849,63664,Mammals,35.50028,-89.20833,10/30/1983,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1983,g,body mass,51255.94,6f60741d-9963-49ca-90bc-15b911ea81f8
850,59658,Mammal specimens,47.5406,-122.635,12/11/1987,UWBM,,,,Port Orchard; US Navy Depot,female,Odocoileus virginianus,1987,g,body mass,51400.0,990d0de7-a562-49f9-99ef-a4ed017eec34
851,62224,Mammals,35.50028,-89.20833,10/29/1983,OMNH,,1.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1983,g,body mass,52163.13,7c8b633e-055d-42dc-9be5-01e84464c275
852,86-271,Mammals,,,11/20/1985,CRCM,,,,"2 mi W, 3 mi N of Pullman, Whitman Co., Washington",female,Odocoileus virginianus,1985,g,body mass,52210.0,2ba5e195-b7f3-4a33-bb4e-fcf98bcca2d1
853,45692,Mammals,35.50028,-89.20833,10/30/1982,OMNH,,1.5 ,year,Hatchie National Wildlife Refuge,male,Odocoileus virginianus,1982,g,body mass,52616.72,ba71d21a-9fb8-4092-9d32-20f6dd7d5a64
854,63663,Mammals,35.50028,-89.20833,10/30/1983,OMNH,,5.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1983,g,body mass,52616.72,6e5b180b-bf68-4058-8f4b-fb8e50c65701
855,63448,Mammals,35.50028,-89.20833,10/30/1983,OMNH,,3.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1983,g,body mass,52616.72,7ad5388c-ec8f-4795-a514-200a29450295
856,60124,Mammals,35.50028,-89.20833,10/28/1984,OMNH,,1.5 ,year,Hatchie National Wildlife Refuge,male,Odocoileus virginianus,1984,g,body mass,53523.9,1474290d-31bc-479e-b2a1-05e302557279
857,45619,Mammals,,,11/1/1982,OMNH,,,,,male,Odocoileus virginianus,1982,g,body mass,54431.09,86d11515-31d9-457d-bf0f-02bd289e37c1
858,4529,Mammal specimens,45.902814,-89.536973,11/24/1967,CHAS,,,,Saint Germain,male,Odocoileus virginianus,1967,g,body mass,54431.09,c7a8e93f-eea3-4047-9acc-ad817d4f4c4f
859,36882,Mammals,,,5/31/1905,OMNH,,5.5 ,year,Fort Gibson,female,Odocoileus virginianus,1905,g,body mass,54431.09,61042084-1075-4d7c-bd19-6d89b479289d
860,65344,Mammals,35.4979777,-89.16682800000001,11/20/1983,OMNH,,1.5 ,year,Southeastern Haywood County,male,Odocoileus virginianus,1983,g,body mass,54884.68,3e4bb0b9-cf1b-4ed9-bfd8-a5088dcd6e3f
861,63641,Mammals,35.50028,-89.20833,10/29/1983,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1983,g,body mass,55338.27,6a5d52c2-fdd3-45b3-9bfb-082a9c1a22fd
862,62266,Mammals,35.50028,-89.20833,10/30/1983,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1983,g,body mass,55791.87,d141c48a-b9c6-4af3-ae90-e42e3fcb462e
863,65292,Mammals,35.50028,-89.20833,10/31/1982,OMNH,,1.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1982,g,body mass,57152.64,2e80f289-09ab-49e6-ab4b-8c5f4ae426aa
864,63660,Mammals,35.50028,-89.20833,10/29/1983,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1983,g,body mass,58059.83,201377e8-7c7f-48b5-b674-f123c359e420
865,65336,Mammals,35.4979777,-89.16682800000001,11/20/1983,OMNH,,2.5 ,year,Southeastern Haywood County,male,Odocoileus virginianus,1983,g,body mass,59420.6,cd5ae521-27b9-47ad-8850-444a1934b71b
866,65335,Mammals,35.4979777,-89.16682800000001,11/20/1983,OMNH,,2.5 ,year,Southeastern Haywood County,male,Odocoileus virginianus,1983,g,body mass,60327.79,ac1e48c4-eed5-4047-9fa6-754486420d9f
867,65334,Mammals,,,11/17/1984,OMNH,,1.5 ,year,Northeastern Haywood County,male,Odocoileus virginianus,1984,g,body mass,61688.57,e075f72f-9edf-4c53-bb7b-0982c3088d9d
868,45783,Mammals,35.342292,-90.07722,11/9/1982,OMNH,,2.5 ,year,Meeman-Shelby Forest Wildlife Management Area,male,Odocoileus virginianus,1982,g,body mass,63956.53,317ac250-8697-4cca-9c85-510a64388fd3
869,36878,Mammals,36.70694,-97.08528000000001,5/31/1905,OMNH,,3.5 ,year,Ponca City,male,Odocoileus virginianus,1905,g,body mass,64410.12,66f5f713-32d6-4ec7-a2ea-badeeafef5cc
870,62297,Mammals,35.50028,-89.20833,10/30/1983,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1983,g,body mass,65317.31,d7976b54-8b0e-466b-8639-0e04903265d2
871,65346,Mammals,,,11/20/1983,OMNH,,1.5 ,year,,male,Odocoileus virginianus,1983,g,body mass,66678.08,95e67488-bb10-4ce5-8381-105c44542e8f
872,104587,Mammal specimens,46.960014,-109.277973,10/27/1979,MSB,,,,10 miles SE of Lewistown,male,Odocoileus virginianus dacotensis,1979,g,body mass,68038.86,e33190b9-bff9-4295-b130-90e09bb03562
873,9100,Mammals,,,11/27/1969,OMNH,,,,6.5 mi W Claud,male,Odocoileus virginianus,1969,g,body mass,69399.64,0b16fd40-719b-41d3-97f5-cc4d3d351ee7
874,59657,Mammal specimens,47.5406,-122.635,12/11/1987,UWBM,,,,Port Orchard; US Navy Depot,female,Odocoileus virginianus,1987,g,body mass,69500.0,70f493e9-4b53-4a9f-b3ec-333b93aa18ad
875,36877,Mammals,36.70694,-97.08528000000001,5/31/1905,OMNH,,2.5 ,year,Ponca City,male,Odocoileus virginianus,1905,g,body mass,80285.85,e7db449f-467f-4960-ac86-6d5de0361989
876,19301,Mammal specimens,41.68225,-73.216497,12/4/1995,CUMV,,,,"Morris, 1 mi W on Rte. 109; property of Brainerd Peck",male,Odocoileus virginianus,1995,g,body mass,82553.82,ea241ceb-0977-4495-868e-75f744ff4413
877,67809,Mamm,,,1/1/2009,MCZ,,,,Beverly,male,Odocoileus virginianus borealis,2009,g,body mass,83914.59,9139ebab-bf4e-41e5-865f-6221a1f49fcd
878,MR.21028,MR,46.1938,-86.2922,11/18/1972,MSU,,,,"Section 22 T44N, R16W",male,Odocoileus virginianus borealis,1972,g,body mass,95254.4,6b0ab25f-a454-46ee-9beb-46746d2e1bbf
879,4531,Mammal specimens,,,1959-11,CHAS,,,,no specific locality recorded,male,Odocoileus virginianus,1959,g,body mass,113398.1,8edb5657-4a88-4dc8-bd38-5dc314f2b8dd
880,50541,Mamm,,,11/18/2029,MCZ,,,,"Town of Wesley, near Old Stream",male,Odocoileus virginianus borealis,2029,g,body mass,127913.06,de34a30a-520b-4094-822f-251b6b65ad2d
881,18192,Mammals,17.7655602,-64.8816681,8/3/1972,TTU,,,,CALIDONIA ESTATE,male,Odocoileus virginianus,1972,mm,ear length,102.0,8cbf09e3-5132-4412-905b-4f9047054bed
