,catalogNumber,individualID,collectionCode,decimalLatitude,decimalLongitude,verbatimEventDate,institutionCode,verbatimAgeValue,ageValue,ageUnit,verbatimLocality,sex,scientificName,yearCollected,measurementUnit,measurementType,measurementValue,diagnosticID
1939,60059,MammalsOMNH60059,Mammals,35.50028,-89.20833,10/28/1984,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1984,mm,hind foot length,395.0,bacbbdf8-f3e9-4b6c-8417-36d4925dc2ea
1940,61098,MammalsOMNH61098,Mammals,35.50028,-89.20833,10/22/1989,OMNH,,3.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,433.0,a2cdbeb9-eb6a-496e-a9cb-59cf880e4034
1941,65221,MammalsOMNH65221,Mammals,35.50028,-89.20833,10/26/1991,OMNH,,,,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,hind foot length,410.0,89230b83-15c8-4a76-9539-30725df40197
1942,65219,MammalsOMNH65219,Mammals,35.50028,-89.20833,10/27/1991,OMNH,,,,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,mm,hind foot length,432.0,659d7881-68e3-4ddb-92fd-768b96620513
1943,18198,MammalsTTU18198,Mammals,,,10/7/1972,TTU,,,,LAGRANGE ESTATE,male,Odocoileus virginianus,1972,mm,hind foot length,368.0,b017aec3-8b58-4712-a185-62af84d6a1cb
1944,18197,MammalsTTU18197,Mammals,17.7430592,-64.8266678,7/3/1972,TTU,,,,HARD LABOR ESTATE,male,Odocoileus virginianus,1972,mm,hind foot length,381.0,5028115c-7ff1-49a6-ad6c-5d92dbd0965b
1945,63662,MammalsOMNH63662,Mammals,35.50028,-89.20833,10/28/1984,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1984,mm,hind foot length,395.0,7a3bd3bf-5440-4974-bbf2-f29633144651
1946,61101,MammalsOMNH61101,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,,185c066b-2719-4585-a1ee-e5933b06f068
1947,62041,MammalsOMNH62041,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,420.0,0e89d8cc-91e6-44f2-85cd-5f5e69f34d41
1948,62284,MammalsOMNH62284,Mammals,35.50028,-89.20833,10/25/1986,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1986,mm,hind foot length,400.0,0ce61c66-e70d-4fc9-9d1b-b032ecc4abfc
1949,61154,MammalsOMNH61154,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,hind foot length,,b7c394e7-ca0a-4459-a3ca-37db94aab88b
1950,61144,MammalsOMNH61144,Mammals,35.50028,-89.20833,10/18/1992,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,hind foot length,,777aba70-b830-48fc-bda6-9b66b9b1bf65
1951,61118,MammalsOMNH61118,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,hind foot length,,f3abd24d-1a0b-46fb-ad8c-e2969dd41594
1952,61005,MammalsOMNH61005,Mammals,35.50028,-89.20833,10/19/1991,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,hind foot length,410.0,ab00b846-c7b7-4280-b4ac-3a6e4c021a10
1953,62291,MammalsOMNH62291,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,hind foot length,413.0,aeb183fe-0f16-486c-a77a-09cdb5a87641
1954,60152,MammalsOMNH60152,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,1.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,hind foot length,,67f49960-3728-4121-8872-0a310ebcc5d1
1955,61189,MammalsOMNH61189,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,1.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,406.0,9a83961d-2d39-48e8-b9fd-0eea90c839aa
1956,61024,MammalsOMNH61024,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,hind foot length,423.0,ef9ee6ca-7c1b-4fbb-94f0-3b5aa02e6f5c
1957,65363,MammalsOMNH65363,Mammals,35.342292,-90.07722,1/18/1991,OMNH,,2.5 ,year,Meeman-Shelby Forest Wildlife Management Area,female,Odocoileus virginianus,1991,mm,hind foot length,398.0,f0d4a368-66b9-4e2f-83c2-69a5a10bd696
1958,62043,MammalsOMNH62043,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,hind foot length,390.0,2a6a219f-66b0-4e8c-89b8-f09fd04c3d15
1959,61194,MammalsOMNH61194,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,hind foot length,395.0,7110dc2b-d4c2-44de-8d09-6822808c9f4e
1960,60182,MammalsOMNH60182,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,410.0,a98a95bd-8ce3-40f2-8b9a-6df65518dd0b
1961,62102,MammalsOMNH62102,Mammals,36.44222,-89.34611,11/1/1990,OMNH,,1.5 ,year,"Grassy Island, Reelfoot National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,hind foot length,428.0,adffda28-fe6a-4233-9661-59617872e538
1962,61165,MammalsOMNH61165,Mammals,35.50028,-89.20833,10/15/1988,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1988,mm,hind foot length,,4b7d627f-d440-4dd5-a2d3-37c437aa1e55
1963,61052,MammalsOMNH61052,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,hind foot length,408.0,3aaa786c-1698-4dc2-a307-a78313dd0ead
1964,60192,MammalsOMNH60192,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,hind foot length,417.0,685ab6fe-022e-45a7-b820-a87bc513a956
1965,61153,MammalsOMNH61153,Mammals,35.50028,-89.20833,10/20/1991,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,hind foot length,,1c591460-28df-48cd-bdc8-f1694f33db7d
1966,62213,MammalsOMNH62213,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,2.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,hind foot length,441.0,3f7ec1a6-af26-4210-bea0-ce768ae0f0c2
1967,63437,MammalsOMNH63437,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,hind foot length,415.0,e218a26d-b2b9-4714-ab18-83b1dbb5b0e5
1968,61007,MammalsOMNH61007,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,3.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,391.0,0d2c9a2f-5d8e-4595-bc26-84349f31164f
1969,18208,MammalsTTU18208,Mammals,17.744169199999998,-64.8683319,5/29/1972,TTU,,,,PUNCH ESTATE,male,Odocoileus virginianus,1972,mm,hind foot length,381.0,05f0474d-6438-4eac-8e9e-f1f5469d0330
1970,18209,MammalsTTU18209,Mammals,17.744169199999998,-64.8683319,6/13/1972,TTU,,,,PUNCH ESTATE,male,Odocoileus virginianus,1972,mm,hind foot length,381.0,45ed1956-290a-4eb6-94ff-cbe219395a3e
1971,62170,MammalsOMNH62170,Mammals,35.50028,-89.20833,10/19/1991,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,mm,hind foot length,433.0,6139bf0f-6a1f-4907-900b-7f9b943936f3
1972,60113,MammalsOMNH60113,Mammals,35.342292,-90.07722,1/18/1991,OMNH,,2.5 ,year,Meeman-Shelby Forest Wildlife Management Area,female,Odocoileus virginianus,1991,mm,hind foot length,,1f0c6f7f-71d8-423d-8575-bfbd6eeb4ec1
1973,61129,MammalsOMNH61129,Mammals,35.50028,-89.20833,10/25/1992,OMNH,,8.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,hind foot length,,5a3fd839-f04e-4b81-8b7e-8481cd2bb9b6
1974,60187,MammalsOMNH60187,Mammals,35.50028,-89.20833,10/24/1992,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,hind foot length,418.0,7c8a4e9b-bade-4220-901f-7cf7397c1cfe
1975,61092,MammalsOMNH61092,Mammals,35.50028,-89.20833,10/22/1989,OMNH,,3.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,435.0,3956f36e-4bd6-4b77-84df-67a8e464ff0c
1976,62160,MammalsOMNH62160,Mammals,35.50028,-89.20833,10/19/1991,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,hind foot length,452.0,e94f3566-45c0-47be-ad85-97ef3ff0eeb1
1977,62031,MammalsOMNH62031,Mammals,35.50028,-89.20833,10/28/1990,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,hind foot length,445.0,0bb829bd-4f1b-4c6c-b150-3b5042bfafd8
1978,65289,MammalsOMNH65289,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,1.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,hind foot length,420.0,69f4fe78-1a1d-4230-a229-bab77e2c5cc2
1979,63651,MammalsOMNH63651,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,hind foot length,430.0,8e159ef0-6bee-4860-9cc8-96c6a56ece70
1980,62057,MammalsOMNH62057,Mammals,35.50028,-89.20833,10/28/1990,OMNH,,3.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,hind foot length,372.0,662869aa-95f8-46fa-91e1-68a0dc9ea011
1981,61149,MammalsOMNH61149,Mammals,35.50028,-89.20833,10/24/1991,OMNH,,3.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,hind foot length,,4ec89287-0054-4515-ba27-3d528f31c06e
1982,62001,MammalsOMNH62001,Mammals,35.50028,-89.20833,10/20/1991,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,hind foot length,420.0,de1e14d4-b657-46c0-86e5-9ca0b04b8632
1983,62162,MammalsOMNH62162,Mammals,35.50028,-89.20833,10/19/1991,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,mm,hind foot length,403.0,54c28495-c613-4458-9654-a5d929af8407
1984,62222,MammalsOMNH62222,Mammals,35.50028,-89.20833,10/18/1986,OMNH,,1.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1986,mm,hind foot length,401.0,893bd4e9-3fc1-4746-ab4c-8ffb438480cb
1985,62005,MammalsOMNH62005,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,2.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,hind foot length,401.0,c91a5c4b-a36c-4f4c-83ee-edd7cbd1a8cb
1986,62171,MammalsOMNH62171,Mammals,35.50028,-89.20833,10/25/1992,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,hind foot length,434.0,0c9b33c0-e8d3-433e-98f7-6038176d7341
1987,62035,MammalsOMNH62035,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,432.0,288a7b86-288f-4cfd-8292-ff680e4c6ee6
1988,32131,Mammal specimensUWBM32131,Mammal specimens,46.1694,-123.3789,7/11/2017,UWBM,,,,Puget Island,female,Odocoileus virginianus,2017,mm,hind foot length,420.0,a4a17791-9c65-46d2-b7fd-96ac12df1861
1989,60169,MammalsOMNH60169,Mammals,35.50028,-89.20833,10/28/1990,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,hind foot length,,6ba320bc-16b7-4362-bd2d-3d727beddf26
1990,65293,MammalsOMNH65293,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,3.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,386.0,176930de-ac2d-475c-be60-9a04bc417935
1991,61083,MammalsOMNH61083,Mammals,35.50028,-89.20833,10/29/1989,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,422.0,5a03c7d7-e2d8-4c19-bd7e-5421c6415e49
1992,62167,MammalsOMNH62167,Mammals,35.50028,-89.20833,10/27/1991,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,mm,hind foot length,462.0,d76220a9-a7d1-48c0-bd88-fe64bbedff52
1993,61081,MammalsOMNH61081,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,410.0,d40c2d16-6ca4-4f7e-aabb-4a0d057e3d96
1994,62209,MammalsOMNH62209,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,6.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,hind foot length,416.0,20217ac0-71aa-415c-ad51-8cbd42ca1da1
1995,62169,MammalsOMNH62169,Mammals,35.50028,-89.20833,10/26/1991,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,mm,hind foot length,432.0,f40f7a3b-d6a8-4816-89a3-239f3e62c99b
1996,62038,MammalsOMNH62038,Mammals,35.50028,-89.20833,10/29/1989,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,421.0,72ada955-1a4e-4669-96f4-018e61fd735c
1997,61146,MammalsOMNH61146,Mammals,35.50028,-89.20833,10/18/1992,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,hind foot length,,04eb4c0c-1973-4a63-b104-2a658f3d530f
1998,58282,MammalsOMNH58282,Mammals,35.50028,-89.20833,10/28/1984,OMNH,,2.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1984,mm,hind foot length,427.0,7df2b68f-6e96-4bb6-85bf-a0769a44114d
1999,61019,MammalsOMNH61019,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,432.0,9207f99b-693a-4baa-9104-88c17cdf58c6
2000,UAZ 14780,MammalsUAZUAZ 14780,Mammals,31.49861,-111.32434099999999,10/26/1951,UAZ,,,,"1/2 mile W of Yellow Jacket Mine, SW of Arivaca, Cerro Colorado Mts.",male,Odocoileus virginianus,1951,mm,hind foot length,410.0,f1ff4d01-a6d1-4c9e-8be7-83760b94806c
2001,61086,MammalsOMNH61086,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,hind foot length,405.0,bbef604a-c7dd-4561-8d1e-dc4bc08fada4
2002,65230,MammalsOMNH65230,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,,,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,hind foot length,423.0,9577ffef-6046-4306-bd6b-29afbedad2ad
2003,62028,MammalsOMNH62028,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,hind foot length,402.0,55b2335f-1512-4017-93fd-4f3704f86ce1
2004,61107,MammalsOMNH61107,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,,dfb6066f-2ec6-4eb4-88dd-631e7f7a84b3
2005,60120,MammalsOMNH60120,Mammals,35.342292,-90.07722,1/19/1991,OMNH,,1.5 ,year,Meeman-Shelby Forest Wildlife Management Area,female,Odocoileus virginianus,1991,mm,hind foot length,,2e58df62-2952-4b75-ae8a-032d5d01737b
2006,62288,MammalsOMNH62288,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,5.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,hind foot length,416.0,674b73d6-494e-49d3-be9f-2e4ecd2a2451
2007,62024,MammalsOMNH62024,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,hind foot length,441.0,8a42ffb5-2417-4bf3-8f08-0df903cd5240
2008,62012,MammalsOMNH62012,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,2.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,hind foot length,410.0,a22e6e26-a605-4764-9fac-1f246cb964e7
2009,61156,MammalsOMNH61156,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,hind foot length,,d51f562e-5189-4749-82a8-c3f34ca218dd
2010,61015,MammalsOMNH61015,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,417.0,e93b5dba-3532-4095-aac4-ee9753517755
2011,62021,MammalsOMNH62021,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,hind foot length,435.0,35499d23-4fea-4fd5-bf05-6f3fe642c0e0
2012,61099,MammalsOMNH61099,Mammals,35.50028,-89.20833,10/20/1989,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,,736989a8-4619-42a7-9de5-25dbb497f068
2013,62046,MammalsOMNH62046,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,hind foot length,399.0,f1bb669d-8636-4f2d-8dcf-7d2786ff7cbf
2014,65203,MammalsOMNH65203,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,,,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,hind foot length,418.0,1efadd82-19a3-454b-8b2b-100c98213408
2015,61141,MammalsOMNH61141,Mammals,35.50028,-89.20833,10/20/1991,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,hind foot length,,69dd5387-e6a3-4ed6-8d53-727563215208
2016,UAZ 22353,MammalsUAZUAZ 22353,Mammals,,,4/24/1974,UAZ,,,,Tucson Wildlife Research Unit Farm,male,Odocoileus virginianus,1974,mm,hind foot length,171.45,36c9e100-edd5-4d49-b811-b31b2d07c95e
2017,62060,MammalsOMNH62060,Mammals,35.50028,-89.20833,10/22/1989,OMNH,,2.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,425.0,3da14d0f-1f71-4881-afb2-85561c14acf0
2018,62290,MammalsOMNH62290,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,2.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,hind foot length,423.0,080ab0f9-4822-42de-b748-39c95afa2c59
2019,61112,MammalsOMNH61112,Mammals,35.50028,-89.20833,10/22/1989,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,,eca0b77a-dc38-4b1a-a158-6d74b9d7df91
2020,62109,MammalsOMNH62109,Mammals,36.44222,-89.34611,11/15/1987,OMNH,,4.5 ,year,"Grassy Island, Reelfoot National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,hind foot length,429.0,630799db-35fd-4aa6-9559-35286d8a0a77
2021,62161,MammalsOMNH62161,Mammals,35.50028,-89.20833,10/19/1991,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,hind foot length,415.0,390ce1d3-d7cf-47de-a8e3-5e3a85e66b8a
2022,62039,MammalsOMNH62039,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,370.0,b39edeb3-aa4b-4e2c-a71e-01e7eff4834b
2023,63656,MammalsOMNH63656,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,hind foot length,384.0,fb7342a1-5bec-4eab-b710-3073ee78c3ea
2024,62048,MammalsOMNH62048,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,2.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,443.0,6bc962b2-c9cc-409a-b08d-ca53805bb9ad
2025,61003,MammalsOMNH61003,Mammals,35.50028,-89.20833,10/19/1991,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,hind foot length,432.0,03efab56-a30f-454b-bcf6-3c70bbf310d2
2026,61001,MammalsOMNH61001,Mammals,35.50028,-89.20833,10/19/1991,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,hind foot length,405.0,2231b442-b508-48d4-b909-7a34e0dd15e1
2027,62042,MammalsOMNH62042,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,394.0,afda9806-66ae-4335-a874-bba19f6c3c87
2028,60128,MammalsOMNH60128,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,1.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,,5bd4ffa7-6a76-42fb-a556-5933e131d843
2029,63657,MammalsOMNH63657,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,5.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,hind foot length,422.0,233530e7-f153-4a21-a925-7fcfd2f6441e
2030,60116,MammalsOMNH60116,Mammals,35.342292,-90.07722,1/19/1991,OMNH,,1.5 ,year,Meeman-Shelby Forest Wildlife Management Area,female,Odocoileus virginianus,1991,mm,hind foot length,,8da1ce11-7b15-409b-9c52-6a001f1548e8
2031,62100,MammalsOMNH62100,Mammals,36.44222,-89.34611,11/1/1987,OMNH,,2.5 ,year,"Grassy Island, Reelfoot National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,hind foot length,435.0,02c39748-fe6e-47ae-bff6-318e9f243173
2032,61105,MammalsOMNH61105,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,3.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,hind foot length,,ee9e9b9b-09c4-4c46-99a6-b0bca03a3799
2033,62156,MammalsOMNH62156,Mammals,35.50028,-89.20833,10/19/1991,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,hind foot length,439.0,987af1a8-982e-4f28-a3ef-4c8c78cf84a9
2034,60171,MammalsOMNH60171,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,hind foot length,,86613312-5034-4dea-b675-6d354f329fd0
2035,63442,MammalsOMNH63442,Mammals,35.50028,-89.20833,10/18/1986,OMNH,,6.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1986,mm,hind foot length,405.0,259deebc-31e3-4687-9fcb-8d79fa29c96a
2036,62067,MammalsOMNH62067,Mammals,35.50028,-89.20833,10/26/1991,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,mm,hind foot length,429.0,99631a23-ab3d-4478-94a2-0cd22956ef53
2037,61193,MammalsOMNH61193,Mammals,35.50028,-89.20833,10/22/1989,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,435.0,99ca06c3-d260-46a1-afee-e7aee5dcdc18
