,catalogNumber,individualID,collectionCode,decimalLatitude,decimalLongitude,verbatimEventDate,institutionCode,verbatimAgeValue,ageValue,ageUnit,verbatimLocality,sex,scientificName,yearCollected,measurementUnit,measurementType,measurementValue,diagnosticID
3819,62054,MammalsOMNH62054,Mammals,35.50028,-89.20833,10/22/1989,OMNH,,2.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,full body length,1490.0,ebbef0b6-a195-413d-91e9-10cf2f35e6b9
3820,65157,MammalsOMNH65157,Mammals,35.50028,-89.20833,10/19/1991,OMNH,,,,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,full body length,1490.0,418cde3b-6649-465e-a1f3-f73061481932
3821,62014,MammalsOMNH62014,Mammals,35.50028,-89.20833,10/28/1990,OMNH,,5.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,full body length,1490.0,528bfbfe-e387-46a7-97cd-38410d01c4f6
3822,62018,MammalsOMNH62018,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,2.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,full body length,1491.0,ba78bd03-7f8a-4fad-b5d7-34d5a58c674a
3823,62015,MammalsOMNH62015,Mammals,35.50028,-89.20833,10/29/1989,OMNH,,2.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,full body length,1491.0,576c7746-79ac-485f-943f-c9e3a573a261
3824,62273,MammalsOMNH62273,Mammals,35.50028,-89.20833,10/18/1986,OMNH,,3.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1986,mm,full body length,1492.0,572591b5-ef37-4051-af65-028dda2b258a
3825,62152,MammalsOMNH62152,Mammals,35.50028,-89.20833,10/27/1991,OMNH,,1.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,full body length,1492.0,a65335b9-ae41-468d-b93c-aa57a5503166
3826,65232,MammalsOMNH65232,Mammals,36.44222,-89.34611,11/7/1987,OMNH,,,,"Grassy Island, Reelfoot National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,full body length,1492.0,388a78cb-749a-4c82-b1d4-a644605460dd
3827,60115,MammalsOMNH60115,Mammals,35.342292,-90.07722,1/19/1991,OMNH,,4.5 ,year,Meeman-Shelby Forest Wildlife Management Area,female,Odocoileus virginianus,1991,mm,full body length,1493.0,252c2dda-ba36-4743-8607-868d6f4fe343
3828,65361,MammalsOMNH65361,Mammals,35.342292,-90.07722,1/18/1991,OMNH,,2.5 ,year,Meeman-Shelby Forest Wildlife Management Area,female,Odocoileus virginianus,1991,mm,full body length,1494.0,9b6e92a4-dbba-410f-bc3e-0989fdd60052
3829,65215,MammalsOMNH65215,Mammals,35.50028,-89.20833,10/25/1986,OMNH,,,,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1986,mm,full body length,1494.0,ffcf9e8f-f821-4737-b56e-c16c4d8a237c
3830,58278,MammalsOMNH58278,Mammals,35.11528,-89.21667,1/4/1986,OMNH,,2 ,year,Ames Plantation,female,Odocoileus virginianus,1986,mm,full body length,1494.0,02f6fa05-8367-47fd-9bb2-d066fedb86e5
3831,62008,MammalsOMNH62008,Mammals,35.50028,-89.20833,10/28/1990,OMNH,,3.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,full body length,1494.0,6eb7de90-af05-4f5c-bc9f-e50acea88662
3832,62080,MammalsOMNH62080,Mammals,35.50028,-89.20833,10/18/1992,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,full body length,1495.0,24b5b752-f10b-426a-bf20-421b340f49cb
3833,62216,MammalsOMNH62216,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,2.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,full body length,1496.0,76f204b1-368a-4966-be37-b73f17a42578
3834,60179,MammalsOMNH60179,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,full body length,1497.0,3ad089d5-4d04-464e-9adb-b82cf8adedda
3835,61150,MammalsOMNH61150,Mammals,35.50028,-89.20833,10/20/1991,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,full body length,1500.0,1d0f8862-b664-4814-b16f-921d8d5e0f5c
3836,61047,MammalsOMNH61047,Mammals,35.50028,-89.20833,10/29/1989,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,full body length,1500.0,9c9bedbc-061f-4210-8dbe-dc7e57ce3a74
3837,62139,MammalsOMNH62139,Mammals,36.48194,-89.32333,11/7/1992,OMNH,,1.5 ,year,"Long Point, Reelfoot National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,full body length,1500.0,70fd1a6e-2ac6-4622-b033-be0983205dba
3838,60191,MammalsOMNH60191,Mammals,35.50028,-89.20833,10/24/1992,OMNH,,4.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,full body length,1500.0,22657057-7dba-4225-b7b5-ffdd7811d06a
3839,62271,MammalsOMNH62271,Mammals,35.50028,-89.20833,10/18/1986,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1986,mm,full body length,1500.0,54d31a21-c697-4027-9658-8ce9a5e1f216
3840,32130,Mammal specimensUWBM32130,Mammal specimens,46.1694,-123.3789,7/11/2017,UWBM,,,,Puget Island,male,Odocoileus virginianus,2017,mm,full body length,1500.0,e03f4879-0a16-408f-8354-5a419e6d9e35
3841,62144,MammalsOMNH62144,Mammals,36.48194,-89.32333,11/8/1987,OMNH,,1.5 ,year,"Long Point, Reelfoot National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,full body length,1500.0,1703a5b9-19f0-44d6-97e0-575b98dc5f7f
3842,62256,MammalsOMNH62256,Mammals,35.50028,-89.20833,10/27/1984,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1984,mm,full body length,1500.0,ec2a5f2d-e851-494b-bd29-ce2d572ba71c
3843,62145,MammalsOMNH62145,Mammals,36.48194,-89.32333,11/7/1987,OMNH,,1.5 ,year,"Long Point, Reelfoot National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,full body length,1500.0,c64cfea3-66e2-45d7-82aa-326a53f85c73
3844,56684,MammalsOMNH56684,Mammals,35.59389,-89.26222,1/4/1985,OMNH,,2.5 ,year,near Brownsville,female,Odocoileus virginianus,1985,mm,full body length,1500.0,7405c5a1-8433-40b2-8a6b-b5ec99b593fa
3845,62081,MammalsOMNH62081,Mammals,35.50028,-89.20833,10/18/1992,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,full body length,1500.0,d0c59e8d-2993-4b4e-af97-8c5f4099d221
3846,60183,MammalsOMNH60183,Mammals,35.50028,-89.20833,10/29/1989,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,full body length,1501.0,bb5959fe-23af-4780-807c-23f07301fdde
3847,62130,MammalsOMNH62130,Mammals,36.48194,-89.32333,11/8/1987,OMNH,,1.5 ,year,"Long Point, Reelfoot National Wildlife Refuge",male,Odocoileus virginianus,1987,mm,full body length,1501.0,420d7f64-319f-4143-958e-9fc5b4f953c7
3848,60052,MammalsOMNH60052,Mammals,35.11528,-89.21667,1/10/1985,OMNH,,2 ,year,Ames Plantation,female,Odocoileus virginianus,1985,mm,full body length,1501.0,2ee37215-d709-4f54-b95a-ec0e50759384
3849,61050,MammalsOMNH61050,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,8.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,full body length,1504.0,d6ee2558-7922-404d-a347-b0c4a81c5cca
3850,61048,MammalsOMNH61048,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,full body length,1504.0,769fd70a-dabb-4f35-ad65-5d764aba2fe5
3851,61022,MammalsOMNH61022,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,full body length,1504.0,fe3275da-a4e7-4a44-9f08-49993a41f953
3852,60186,MammalsOMNH60186,Mammals,35.50028,-89.20833,10/22/1988,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1988,mm,full body length,1505.0,1fbb518b-9a25-4f10-95d3-da46969dd0c9
3853,61185,MammalsOMNH61185,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,2.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,full body length,1505.0,03d4ee45-4e8e-42a5-8aa1-855e6c4a1e19
3854,63679,MammalsOMNH63679,Mammals,35.50028,-89.20833,10/25/1986,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1986,mm,full body length,1505.0,c3157e49-7a92-4ee6-8be7-989cf2208074
3855,62013,MammalsOMNH62013,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,8.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,full body length,1505.0,beae418f-8f76-4592-8c16-f170d37a6d38
3856,62250,MammalsOMNH62250,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,full body length,1505.0,e3f19987-a13b-4347-82f2-db8206d89cb4
3857,61012,MammalsOMNH61012,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,8.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,full body length,1505.0,7bc2a918-e6fd-4fb2-a0a1-635d3e65b761
3858,62051,MammalsOMNH62051,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,3.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,full body length,1506.0,cee07ed6-403b-4560-bd50-14717909853e
3859,61117,MammalsOMNH61117,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,full body length,1506.0,6ceced57-3c59-4f64-974a-9222968862a8
3860,65222,MammalsOMNH65222,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,,,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,full body length,1509.0,2a898f10-f742-4f42-8909-1fc98c37537e
3861,62255,MammalsOMNH62255,Mammals,35.50028,-89.20833,10/27/1984,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1984,mm,full body length,1509.0,8c1f02f2-856f-4936-b0e4-54c9bfa1f6c4
3862,62083,MammalsOMNH62083,Mammals,35.50028,-89.20833,10/18/1992,OMNH,,3.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,full body length,1510.0,a5589110-a61e-4c00-b45c-8f669ccc12a6
3863,62030,MammalsOMNH62030,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,full body length,1510.0,be4b2954-74b8-4168-8483-06d8e0e3df74
3864,61027,MammalsOMNH61027,Mammals,35.50028,-89.20833,10/17/1991,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,mm,full body length,1510.0,93006109-2e74-4297-aed3-9747d90eef78
3865,60178,MammalsOMNH60178,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,full body length,1510.0,2b0e5e85-12af-487f-a497-a287b44bef19
3866,61066,MammalsOMNH61066,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,full body length,1512.0,78fb1778-6795-4c71-8416-8d3c528d8d7d
3867,65320,MammalsOMNH65320,Mammals,35.50028,-89.20833,10/19/1991,OMNH,,2.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,full body length,1515.0,323a82b6-3a54-4419-864b-d28255f44b31
3868,61096,MammalsOMNH61096,Mammals,35.50028,-89.20833,10/29/1989,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,full body length,1518.0,e0b0f20b-a057-418a-b1cb-4cba79119669
3869,61071,MammalsOMNH61071,Mammals,35.50028,-89.20833,10/28/1990,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,full body length,1518.0,ccc1872b-8c10-4630-8151-59b513011e79
3870,62295,MammalsOMNH62295,Mammals,35.50028,-89.20833,10/27/1984,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1984,mm,full body length,1520.0,07f66c1a-dd5d-45dd-aa7a-e11ec3a3d463
3871,60140,MammalsOMNH60140,Mammals,35.50028,-89.20833,10/19/1991,OMNH,,3.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,full body length,1520.0,d6d253e7-7078-4a2f-a41e-be1bf75b1c4c
3872,62050,MammalsOMNH62050,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,2.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,full body length,1520.0,91f69145-af63-4e62-b560-c010a85740ab
3873,65300,MammalsOMNH65300,Mammals,35.50028,-89.20833,10/19/1991,OMNH,,3.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,full body length,1520.0,f6683397-1850-4deb-b643-6e5408c67c7a
3874,62128,MammalsOMNH62128,Mammals,36.48194,-89.32333,11/8/1987,OMNH,,2.5 ,year,"Long Point, Reelfoot National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,full body length,1520.0,bb7db0c5-8a5e-4041-a6b7-e841e6561f24
3875,62133,MammalsOMNH62133,Mammals,36.48194,-89.32333,11/5/1988,OMNH,,3.5 ,year,"Long Point, Reelfoot National Wildlife Refuge",female,Odocoileus virginianus,1988,mm,full body length,1520.0,fb08f9c5-74dc-4bfd-995d-5e8346518c4f
3876,62154,MammalsOMNH62154,Mammals,35.50028,-89.20833,10/10/1991,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,mm,full body length,1521.0,ce8b8824-fe77-4a4f-9c83-8f0670c1203a
3877,60199,MammalsOMNH60199,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,full body length,1522.0,686e0270-7ab2-4be4-8543-f26fc0c61361
3878,61018,MammalsOMNH61018,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,full body length,1524.0,dfaa40d0-2660-4cce-a2d7-8dac98da2f53
3879,32133,Mammal specimensUWBM32133,Mammal specimens,46.2509,-123.39225,10/13/1978,UWBM,,,,"Columbian White-tailed Deer Refuge, HWY 4; Risk Rd, 0.25 mi E",female,Odocoileus virginianus,1978,mm,full body length,1525.0,1dc93199-c1af-4a39-9792-fa78375c3465
3880,65149,MammalsOMNH65149,Mammals,35.50028,-89.20833,10/19/1991,OMNH,,,,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,full body length,1525.0,68906128-40ff-4ece-8f90-e9be8da9a8aa
3881,60151,MammalsOMNH60151,Mammals,35.50028,-89.20833,10/26/1991,OMNH,,1.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,full body length,1525.0,9cdac9a0-8f22-4f96-b8f8-9df8a5283505
3882,60177,MammalsOMNH60177,Mammals,35.50028,-89.20833,10/22/1989,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,full body length,1525.0,2245e274-5c23-4588-8f53-4f13e3fe0176
3883,61090,MammalsOMNH61090,Mammals,35.50028,-89.20833,10/19/1991,OMNH,,3.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,full body length,1526.0,90ff0679-546f-44da-ad62-4e46e444aa46
3884,62257,MammalsOMNH62257,Mammals,35.50028,-89.20833,10/27/1984,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1984,mm,full body length,1526.0,6cb8a157-6075-430c-9b1f-0597a7ffabe6
3885,61073,MammalsOMNH61073,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,full body length,1526.0,d14a18b7-04ea-4375-8d4c-e5a78db09ba2
3886,61025,MammalsOMNH61025,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,3.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,full body length,1526.0,e1c4a734-ed98-4c44-aafb-c9febd603427
3887,61074,MammalsOMNH61074,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,full body length,1526.0,cd654cc5-ad3f-4dfd-bf34-8c6d17a732e9
3888,61123,MammalsOMNH61123,Mammals,35.50028,-89.20833,10/26/1991,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,mm,full body length,1527.0,e6ed1dbd-0e40-4d58-a3a9-8d814debd150
3889,62157,MammalsOMNH62157,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,full body length,1528.0,32380cd0-e025-4b18-b1e0-6a06b215b662
3890,61122,MammalsOMNH61122,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,full body length,1528.0,c685e95d-498f-4a48-b739-8db0a1793f68
3891,65322,MammalsOMNH65322,Mammals,35.50028,-89.20833,10/20/1991,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,full body length,1530.0,5ef593ab-0399-408a-bb3e-5d708979969e
3892,65200,MammalsOMNH65200,Mammals,35.50028,-89.20833,10/25/1986,OMNH,,,,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1986,mm,full body length,1530.0,2846e6db-c03d-43f1-b1df-17330e070fda
3893,61190,MammalsOMNH61190,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,3.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,full body length,1530.0,abdd330a-efba-40b8-825b-dbdb89e98bef
3894,62260,MammalsOMNH62260,Mammals,35.50028,-89.20833,10/28/1984,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1984,mm,full body length,1530.0,37e09f8e-1f5d-4f69-b343-e590dfdc06a6
3895,60184,MammalsOMNH60184,Mammals,35.50028,-89.20833,10/22/1988,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1988,mm,full body length,1530.0,37f0680d-4074-471d-a255-9ec5361fe397
3896,61135,MammalsOMNH61135,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,3.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,full body length,1530.0,0de6c8ac-ec62-4b87-b871-49782852d3c2
3897,61057,MammalsOMNH61057,Mammals,35.50028,-89.20833,10/28/1990,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,full body length,1530.0,e5764f92-ab00-4345-bea5-578b4b050c6c
3898,62258,MammalsOMNH62258,Mammals,35.50028,-89.20833,10/27/1984,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1984,mm,full body length,1530.0,a441124a-f6ef-4863-8009-40ebece16a00
3899,60162,MammalsOMNH60162,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,1.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,full body length,1531.0,24753232-7d48-4094-bf62-b6fe63693cba
3900,62036,MammalsOMNH62036,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,full body length,1532.0,541b474a-e713-4100-9e0c-20d169bda7b2
3901,61160,MammalsOMNH61160,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,full body length,1532.0,945a958e-4ecb-4460-92d6-90cfbe9a9ea6
3902,60175,MammalsOMNH60175,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,full body length,1532.0,04680106-7cb6-46fb-ba42-b9d625d8d400
3903,65347,MammalsOMNH65347,Mammals,36.44222,-89.34611,11/10/1990,OMNH,,2.5 ,year,"Grassy Island, Reelfoot National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,full body length,1533.0,2b2081a5-9886-4ec5-bec5-1351bd228884
3904,62207,MammalsOMNH62207,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,5.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,full body length,1533.0,ffee8cb8-0b07-4c21-aa89-cf907b09cdbc
3905,61137,MammalsOMNH61137,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,3.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,full body length,1533.0,603c5617-b11c-498f-91a5-73abd310dbc6
3906,63647,MammalsOMNH63647,Mammals,35.50028,-89.20833,10/28/1984,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1984,mm,full body length,1535.0,f8ec8bdb-3455-496d-a39b-dfe98714985d
3907,60057,MammalsOMNH60057,Mammals,35.50028,-89.20833,10/28/1984,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1984,mm,full body length,1535.0,f833baa9-7be2-493f-ad17-24c9e232bb61
3908,61043,MammalsOMNH61043,Mammals,35.50028,-89.20833,10/26/1991,OMNH,,4.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,full body length,1535.0,8e58026c-bf8c-4e00-8717-cbaf02d17e16
3909,62134,MammalsOMNH62134,Mammals,36.48194,-89.32333,11/5/1988,OMNH,,1.5 ,year,"Long Point, Reelfoot National Wildlife Refuge",female,Odocoileus virginianus,1988,mm,full body length,1535.0,ce86ffdd-73ff-4d0f-ad2e-1f861da79861
3910,62009,MammalsOMNH62009,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,2.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,full body length,1535.0,6f59aea6-2022-4597-b75a-294c3af501a5
3911,61192,MammalsOMNH61192,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,full body length,1535.0,09b1958c-8f2d-4753-9161-add6fff2d76b
3912,60056,MammalsOMNH60056,Mammals,35.50028,-89.20833,10/27/1984,OMNH,,2.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1984,mm,full body length,1535.0,49e951fe-084e-4e74-a306-dba09e07f635
3913,62006,MammalsOMNH62006,Mammals,35.50028,-89.20833,10/28/1990,OMNH,,2.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,full body length,1535.0,37b80414-42eb-466d-8912-b3b98f5d7809
3914,63452,MammalsOMNH63452,Mammals,36.44222,-89.34611,10/1/1990,OMNH,,1.5 ,year,"Grassy Island, Reelfoot National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,full body length,1537.0,4d4da9ea-913b-438f-8475-89e75b85bb44
3915,60148,MammalsOMNH60148,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,2.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,full body length,1537.0,7bc6bb5c-a504-40e8-8391-e1d2a9cf00a9
3916,62070,MammalsOMNH62070,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,3.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,full body length,1537.0,cef1170b-40c2-47bc-a2c2-606881c822f7
3917,62027,MammalsOMNH62027,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,full body length,1538.0,9cb17080-a645-49eb-a15f-726b4fd15450
3918,61091,MammalsOMNH61091,Mammals,35.50028,-89.20833,10/19/1991,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,full body length,1538.0,b9c2e515-1228-42e6-83b2-c7794c99a511
3919,62022,MammalsOMNH62022,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,full body length,1538.0,1f4cb55d-65c1-42ca-9d4c-455af57f9f31
3920,62003,MammalsOMNH62003,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,4.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,full body length,1538.0,4afcbf36-b782-4ea4-888b-4e95a32b20d0
3921,60104,MammalsOMNH60104,Mammals,,,1/18/1991,OMNH,,3.5 ,year,Meeman-Shelby Forest State Park,female,Odocoileus virginianus,1991,mm,full body length,1539.0,04e67608-afd0-4181-9f40-a3b2fa75c253
3922,62218,MammalsOMNH62218,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,1.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1987,mm,full body length,1539.0,345aa944-b880-4491-a535-761a4444e1d1
