,institutionCode,collectionCode,catalogNumber,measurementSide,measurementType,scientificName,decimalLatitude,decimalLongitude,locality,verbatimLocality,basisOfRecord,measurementValue,measurementUnit,lithostratigraphicTerms,formation,member,references,materialSampleID,diagnosticID
2331,CMH,MgVo-3 ,85-64,right,p3anteroposterior length,,-na,-na,Bluefish Cave 3,"Yukon, Canada",FossilSpecimen,28.20,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,57a5a4ec-20fe-4894-8230-f8abde0e0945
2332,CMH,MgVo-3 ,85-64,right,p3transverse width,,-na,-na,Bluefish Cave 3,"Yukon, Canada",FossilSpecimen,15.49,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,4a1991cc-5830-4027-9ed0-2d9b4f64916d
2333,CMH,MgVo-1 ,L8(N)-7-27,left,p4anteroposterior length,,-na,-na,Bluefish Cave 1,"Yukon, Canada",FossilSpecimen,26.40,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,43b603dd-a5dc-41c4-9a5e-21efa6c632ad
2334,CMH,MgVo-1 ,L8(N)-7-27,left,p4transverse width,,-na,-na,Bluefish Cave 1,"Yukon, Canada",FossilSpecimen,15.88,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,71b04a67-8b35-4f30-98bd-4c0458fa6b77
2335,CMH,MgVo-1 ,K8-2-2,right,p4anteroposterior length,,-na,-na,Bluefish Cave 1,"Yukon, Canada",FossilSpecimen,27.66,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,73450d79-c143-4f28-8947-4126f09ec006
2336,CMH,MgVo-1 ,K8-2-2,right,p4transverse width,,-na,-na,Bluefish Cave 1,"Yukon, Canada",FossilSpecimen,16.68,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,fa0fea95-c561-4f5b-8ead-cf0597ca5ea5
2337,CMH,MgVo-1 ,K6-1-14,right,p4anteroposterior length,,-na,-na,Bluefish Cave 1,"Yukon, Canada",FossilSpecimen,27.51,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,5fa0a45f-bfa4-4a00-86e1-0dde4972daa6
2338,CMH,MgVo-1 ,K6-1-14,right,p4transverse width,,-na,-na,Bluefish Cave 1,"Yukon, Canada",FossilSpecimen,16.93,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,bf4c60fa-c160-4712-a5d0-4df65678e30b
2339,CMH,MgVo-3 ,85-Misc-133,right,p3anteroposterior length,,-na,-na,Bluefish Cave 3,"Yukon, Canada",FossilSpecimen,28.29,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,67ecbfca-091e-4923-8c2a-c3757806f6ea
2340,CMH,MgVo-3 ,85-Misc-133,right,p3transverse width,,-na,-na,Bluefish Cave 3,"Yukon, Canada",FossilSpecimen,17.12,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,cc68cf81-398d-4305-ab80-78388c372b81
2341,CMH,MgVo-3 ,85-32,left,p4anteroposterior length,,-na,-na,Bluefish Cave 3,"Yukon, Canada",FossilSpecimen,25.95,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,33d83ee7-2c7f-4771-9da4-53180a781074
2342,CMH,MgVo-3 ,85-32,left,p4transverse width,,-na,-na,Bluefish Cave 3,"Yukon, Canada",FossilSpecimen,16.59,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,e816809b-84c1-44af-93c1-f8cf7fcabd30
2343,CMH,MgVo-1 ,L8(N)-7-15,left,p4anteroposterior length,,-na,-na,Bluefish Cave 1,"Yukon, Canada",FossilSpecimen,26.86,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,439090c4-eb25-4e5b-ad66-ecc0e6ecd06f
2344,CMH,MgVo-1 ,L8(N)-7-15,left,p4transverse width,,-na,-na,Bluefish Cave 1,"Yukon, Canada",FossilSpecimen,17.44,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,c38a94c4-ea13-45ac-aa18-60998253c2d9
2345,CMH,MgVo-1 ,EE0946-1 T3-21-85,right,p3anteroposterior length,,-na,-na,Bluefish Cave 1,"Yukon, Canada",FossilSpecimen,27.51,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,9341bb6c-8aab-4460-8e18-51210761f0aa
2346,CMH,MgVo-1 ,EE0946-1 T3-21-85,right,p3transverse width,,-na,-na,Bluefish Cave 1,"Yukon, Canada",FossilSpecimen,14.82,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,9dc97d50-54f0-4de0-8014-6efec3b2014c
2347,CMH,MgVo-2 ,H6-3-8 and H6-3-7?,average left and right,p3anteroposterior length,,-na,-na,Bluefish Cave 2,"Yukon, Canada",FossilSpecimen,27.66,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,bb7729d6-0438-443a-b730-a987dd1d5284
2348,CMH,MgVo-2 ,H6-3-8 and H6-3-7?,average left and right,p3transverse width,,-na,-na,Bluefish Cave 2,"Yukon, Canada",FossilSpecimen,15.12,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,ba171bd4-12db-463e-8b34-8aa309ded081
2349,CMH,MgVo-1 ,D6(NE)-8-14,left,p3anteroposterior length,,-na,-na,Bluefish Cave 1,"Yukon, Canada",FossilSpecimen,27.35,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,e11d519c-efe1-4a76-a6cc-d764565cd762
2350,CMH,MgVo-1 ,D6(NE)-8-14,left,p3transverse width,,-na,-na,Bluefish Cave 1,"Yukon, Canada",FossilSpecimen,15.16,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,46995ba0-0256-4821-984e-0ae91742fc12
2351,CMH,MgVo-3 ,85-Misc-32,right,p3anteroposterior length,,-na,-na,Bluefish Cave 3,"Yukon, Canada",FossilSpecimen,29.38,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,c2e20fc8-b541-4df6-b7c3-a0ed68ed94db
2352,CMH,MgVo-3 ,85-Misc-32,right,p3transverse width,,-na,-na,Bluefish Cave 3,"Yukon, Canada",FossilSpecimen,15.92,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,c75a9a1e-3536-4fcf-b39a-0ca0a878bcbb
2353,CMH,MgVo-2 ,C3(E)-2-37 and C3(E)-3-18,average left and right,p3anteroposterior length,,-na,-na,Bluefish Cave 2,"Yukon, Canada",FossilSpecimen,26.64,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,92aa4f59-b667-4118-9ab8-62e488d559f7
2354,CMH,MgVo-2 ,C3(E)-2-37 and C3(E)-3-18,average left and right,p3transverse width,,-na,-na,Bluefish Cave 2,"Yukon, Canada",FossilSpecimen,15.21,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,f305e58e-bff3-468e-ad9a-c808afe8c8e9
2355,CMH,MgVo-3 ,85-90,right,p4anteroposterior length,,-na,-na,Bluefish Cave 3,"Yukon, Canada",FossilSpecimen,27.58,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,57ca10d3-fdee-4a6f-be65-1aede016658d
2356,CMH,MgVo-3 ,85-90,right,p4transverse width,,-na,-na,Bluefish Cave 3,"Yukon, Canada",FossilSpecimen,16.17,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,7afac3d7-5afb-4732-8310-bd807da2d090
2357,CMH,MgVo-1 ,I7-3-10,left,p3anteroposterior length,,-na,-na,Bluefish Cave 1,"Yukon, Canada",FossilSpecimen,27.21,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,43875457-fdd4-4bc4-8485-57327fea45d9
2358,CMH,MgVo-1 ,I7-3-10,left,p3transverse width,,-na,-na,Bluefish Cave 1,"Yukon, Canada",FossilSpecimen,15.91,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,fcb2ca10-9704-451e-99e7-d411e42ec05f
2359,CMH,MgVo-3 ,85-89 and 85-95,average left and right,p4anteroposterior length,,-na,-na,Bluefish Cave 3,"Yukon, Canada",FossilSpecimen,27.84,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,613cbc56-5d52-4843-b9be-cdcfbc2969b9
2360,CMH,MgVo-3 ,85-89 and 85-95,average left and right,p4transverse width,,-na,-na,Bluefish Cave 3,"Yukon, Canada",FossilSpecimen,16.55,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,209b40b3-5502-45ef-a815-b6980e7e379f
2361,CMH,MgVo-2 ,B3-3-23 and C3(E)-3-2,average left and right,p4anteroposterior length,,-na,-na,Bluefish Cave 2,"Yukon, Canada",FossilSpecimen,26.02,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,59133f13-7959-4d6c-be3e-fb7664658078
2362,CMH,MgVo-2 ,B3-3-23 and C3(E)-3-2,average left and right,p4transverse width,,-na,-na,Bluefish Cave 2,"Yukon, Canada",FossilSpecimen,16.48,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,a47eb554-c10c-4d68-994d-c961081dcd6b
2363,CMH,MgVo-1 ,I7-3-25,right,p4anteroposterior length,,-na,-na,Bluefish Cave 1,"Yukon, Canada",FossilSpecimen,26.47,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,0298ff6c-d662-4dfd-a9b5-026b5d91a42d
2364,CMH,MgVo-1 ,I7-3-25,right,p4transverse width,,-na,-na,Bluefish Cave 1,"Yukon, Canada",FossilSpecimen,16.20,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,f981ea27-a6e0-460b-9525-d58b6114264e
