,institutionCode,collectionCode,catalogNumber,measurementSide,measurementType,scientificName,decimalLatitude,decimalLongitude,locality,verbatimLocality,basisOfRecord,measurementValue,measurementUnit,lithostratigraphicTerms,formation,member,references,materialSampleID,diagnosticID
1502,INAH,DP,2613,right,M3 transverse width,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,23.70,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,0a1d3a42-c3c4-45fc-9406-b28f35b9304d
1503,INAH,DP,2612,left,M3 anteroposterior length,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,30.80,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,ff12e7a3-c3ee-4bb6-92e4-4051ddd17fed
1504,INAH,DP,2612,left,M3 transverse width,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,21.32,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,5ad7bd36-9747-4646-b819-d072c93ab4f5
1505,INAH,DP,2758,right,M3 anteroposterior length,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,29.60,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,d0bf787a-b436-4601-a7a3-a8041a6e7ec4
1506,INAH,DP,2758,right,M3 transverse width,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,23.53,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,09cf9a96-a96a-451a-9746-ba4f0c477f17
1507,INAH,DP,4592,right,M3 anteroposterior length,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,33.44,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,4b8c82bd-4a59-4c0b-84c3-a5c8f11ba36e
1508,INAH,DP,4592,right,M3 transverse width,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,25.01,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,69a3d299-416b-4084-8fa6-bc7efb146eee
1509,INAH,DP,2749,right,M3 anteroposterior length,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,29.82,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,c6436f4b-4aaf-42c6-9a05-61ffa37b594a
1510,INAH,DP,2749,right,M3 transverse width,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,23.32,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,26bded64-4970-4974-bb95-05d2ee95bd46
1511,INAH,DP,4523,left,M3 anteroposterior length,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,29.24,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,230cf1de-cbca-42e4-a24c-c55de4d3a874
1512,INAH,DP,4523,left,M3 transverse width,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,23.25,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,d1cebfe3-ea48-4b92-ba5b-f4e0621fce8a
1513,INAH,DP,3838,average left and right,M3 anteroposterior length,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,29.95,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,794f6e34-917e-485e-855c-c630a4646549
1514,INAH,DP,3838,average left and right,M3 transverse width,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,25.66,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,60526244-c45e-414b-b493-ed89dfa727de
1515,INAH,DP,2536,left,M3 anteroposterior length,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,28.91,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,b02686c4-3745-41c8-bf97-328c2a8604a2
1516,INAH,DP,2536,left,M3 transverse width,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,22.81,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,9a507e7a-859c-4f1e-84e4-704e51251792
1517,INAH,DP,2591,right,M3 anteroposterior length,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,25.37,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,02df8936-e683-4328-ab4c-615305f45476
1518,INAH,DP,2591,right,M3 transverse width,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,19.96,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,b15b462c-ba70-4cdd-a696-d78a2dacb67c
1519,INAH,DP,3865,right,M3 anteroposterior length,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,29.29,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,5d2df7df-01d1-487d-9662-2cd307ebf1ab
1520,INAH,DP,3865,right,M3 transverse width,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,26.67,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,07c13b7b-f753-4ade-b69d-8768bdaae44e
1521,INAH,DP,2583,left,M3 anteroposterior length,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,21.82,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,a63730a7-f436-4227-9b02-19efdcaef354
1522,INAH,DP,2583,left,M3 transverse width,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,18.09,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,37b4388a-744e-4507-be12-923eec09b943
1523,INAH,DP,2652,average left and right,M3 anteroposterior length,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,21.39,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,aa51c5e5-2f56-4ebe-aacd-bdcf9e4ed22b
1524,INAH,DP,2652,average left and right,M3 transverse width,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,17.41,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,ded09912-532e-4d1f-9c29-f2cf3aef6888
1525,INAH,DP,2623,right,M3 anteroposterior length,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,21.35,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,c4bc3f5f-19ab-4cd7-a23f-7c8afca67344
1526,INAH,DP,2623,right,M3 transverse width,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,18.79,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,c51efe63-1a1e-40b9-94cd-6a71701a63b6
1527,INAH,DP,4540,right,M3 anteroposterior length,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,26.02,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,455c24a0-0f97-41d4-a17a-d8c201ff846d
1528,INAH,DP,4540,right,M3 transverse width,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,19.73,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,fa3328fa-ab42-4699-b587-4e36ae28f7e2
1529,INAH,DP,4538,left,M3 anteroposterior length,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,26.45,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,32e6ce30-828f-49cf-844a-ed8b91995986
1530,INAH,DP,4538,left,M3 transverse width,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,19.57,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,c25bb340-3b24-4a4a-a00b-6835e156070e
1531,INAH,DP,4545,right,M3 anteroposterior length,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,21.18,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,fdb4e034-ba4c-436a-b3aa-12c0f5de07a7
1532,INAH,DP,4545,right,M3 transverse width,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,18.00,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,18f9e6f8-3230-4c94-8f0f-acff38e8f310
1533,INAH,DP,3893,right,M3 anteroposterior length,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,21.63,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,1fcff60b-4fd7-4b19-a01c-4ba0d8dd8b98
1534,INAH,DP,3893,right,M3 transverse width,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,17.35,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,a0daca0e-b465-46ac-a688-f6a92e4d7f48
1535,INAH,DP,4587,right,M3 anteroposterior length,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,19.61,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,54979429-e715-4f58-a677-2451bd271235
1536,INAH,DP,4587,right,M3 transverse width,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,16.47,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,7331d714-2d67-457d-9708-10c850baf9c7
1537,INAH,DP,3855,right,M3 anteroposterior length,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,18.45,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,2175cff5-0040-4db4-a155-47941a587c27
1538,INAH,DP,3855,right,M3 transverse width,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,15.20,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,a9841d6f-29f3-4e40-b3ff-9dda593ff541
1539,INAH,DP,3849,left,M3 anteroposterior length,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,17.28,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,0de9f60d-b671-4a85-ba9a-cd74c3cdece5
1540,INAH,DP,3849,left,M3 transverse width,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,15.90,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,43864079-4888-4e7c-b6d5-c2e9b8fa8388
1541,INAH,DP,2795,right,M3 anteroposterior length,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,16.47,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,f3692fea-3338-4d16-8ea0-9191b76b28e2
1542,INAH,DP,2795,right,M3 transverse width,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,15.58,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,35e3ccdc-e5db-46cb-b995-302e6bc8fef1
1543,INAH,DP,2776,right,M3 anteroposterior length,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,20.13,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,e8d1db49-a04e-4a50-8049-3d51dd2351c9
1544,INAH,DP,2776,right,M3 transverse width,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,19.00,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,d5aa7447-fddc-4c61-9522-dd2084f2c0ec
1545,INAH,DP,3860,right,M3 anteroposterior length,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,20.51,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,bb03c170-6578-4cfb-acb0-e8de4ba9ca7e
1546,INAH,DP,3860,right,M3 transverse width,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,18.55,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,ca3f2f14-2195-4028-bd89-84b50aa3f689
1547,INAH,DP,2595,average left and right,M3 anteroposterior length,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,31.63,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,4c7a3af2-3103-46a5-b337-eb345855fef3
1548,INAH,DP,2595,average left and right,M3 transverse width,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,26.28,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,a0053130-be37-4732-b844-6ce6e68ef131
1549,INAH,DP,2752,right,M3 anteroposterior length,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,31.89,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,60821428-bac2-497c-83cf-37a3723df803
1550,INAH,DP,2752,right,M3 transverse width,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,25.85,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,0e3326ef-26b4-4660-a51f-e6043e270772
