"materialSampleID","sitename","verbatimEventDate","sex","measurementSide","verbatimLocality","scientificName","measurementValue","minimumChronometricAge","maximumChronometricAge","measurementType","individualID","measurementUnit","observationID"
"HGS417/2","","","unknown","left","new","Hippotherium  microdon",36,"7.0",NA,"{metacaral proximal breadth}","HGS417/2","mm","786f121e-0049-435e-a078-a73568f1a463"
"HGS417/3","","","unknown","left","new","Hippotherium  microdon",35.3,"7.0",NA,"{metacaral proximal breadth}","HGS417/3","mm","0029a1cc-1a5c-46c6-977c-29981f7e3f18"
"HGS417/9","","","unknown","left","new","Hippotherium  microdon",31.9,"7.0",NA,"{metacaral proximal breadth}","HGS417/9","mm","dc003724-96e9-41d9-b5fc-041acca4d55f"
"HGS418/5","","","unknown","left","new","Hippotherium  microdon",35.7,"7.0",NA,"{metacaral proximal breadth}","HGS418/5","mm","880a48df-3492-4b0d-8d10-7874cf9586de"
"HGS418/6","","","unknown","right","new","Hippotherium  microdon",36,"7.0",NA,"{metacaral proximal breadth}","HGS418/6","mm","3174b3aa-acab-4f6f-9a00-97915e27a2a0"
"HGS418/7","","","unknown","right","new","Hippotherium  microdon",37.1,"7.0",NA,"{metacaral proximal breadth}","HGS418/7","mm","a414fe39-0693-4401-b632-8bdc6d4d9251"
"MAFIBalt361","","","unknown","left","new","Hippotherium  microdon",NA,"7.0",NA,"{metacaral proximal breadth}","MAFIBalt361","mm","c3ff3c2c-1918-480d-9d6a-0131f8e2b404"
"MAFIBalt476L","","","unknown","right","new","Hippotherium  microdon",NA,"7.0",NA,"{metacaral proximal breadth}","MAFIBalt476L","mm","c4eeec77-d98f-493c-831a-eac60b6be257"
"MAFIBalt738L","","","unknown","right","new","Hippotherium  microdon",34.9,"7.0",NA,"{metacaral proximal breadth}","MAFIBalt738L","mm","5dd504f7-a9d4-4ecf-9cc0-d43358788500"
"MAFIOB3207A","","","unknown","left","new","Hippotherium  microdon",36,"7.0",NA,"{metacaral proximal breadth}","MAFIOB3207A","mm","5981941f-25af-4c6b-86af-2d47501916b4"
"MAFIOB3207B","","","unknown","left","new","Hippotherium  microdon",37.8,"7.0",NA,"{metacaral proximal breadth}","MAFIOB3207B","mm","86dfa609-e3a7-4e4b-a112-623b3d1e318e"
"MAFIOB3207C","","","unknown","right","new","Hippotherium  microdon",36.3,"7.0",NA,"{metacaral proximal breadth}","MAFIOB3207C","mm","182624a5-4d84-436f-a4c8-1fcba6ca6df4"
"MAFIOB3207D","","","unknown","norecord","new","Hippotherium  microdon",NA,"7.0",NA,"{metacaral proximal breadth}","MAFIOB3207D","mm","ecf529f0-7a63-4dbe-ac0b-3dd4ae9ed76e"
"MAFIV11255A","","","unknown","right","new","Hippotherium  microdon",40.3,"7.0",NA,"{metacaral proximal breadth}","MAFIV11255A","mm","7aa9d17c-e695-4f6d-8c18-e180a164ecba"
"MAFIV11255B","","","unknown","right","new","""Hipparion"" sp.",39.6,"7.0",NA,"{metacaral proximal breadth}","MAFIV11255B","mm","f23e0648-2f46-4b88-978f-87bbaf1ab25e"
"MAFIV11255C","","","unknown","right","new","""Hipparion"" sp.",38.8,"7.0",NA,"{metacaral proximal breadth}","MAFIV11255C","mm","ace4bdd5-c28f-476a-af50-38037758eeac"
"MAFIV11255D","","","unknown","left","new","""Hipparion"" sp.",38.3,"7.0",NA,"{metacaral proximal breadth}","MAFIV11255D","mm","dd057714-1386-4cc7-9ca3-fb6af79e96dc"
"MAFIV11255E","","","unknown","right","new","""Hipparion"" sp.",40.7,"7.0",NA,"{metacaral proximal breadth}","MAFIV11255E","mm","c2f430c7-ccda-41af-8c27-a8c3a6af98d5"
"MAFIV11255F","","","unknown","right","new","""Hipparion"" sp.",NA,"7.0",NA,"{metacaral proximal breadth}","MAFIV11255F","mm","6691fde8-edf0-4fcd-ab19-ddeb99af1d4a"
"MAFIV11255G","","","unknown","right","new","""Hipparion"" sp.",40.9,"7.0",NA,"{metacaral proximal breadth}","MAFIV11255G","mm","a0e0cea5-832c-4fb7-bc27-b956ea8ad1d9"
"MAFIV11257L","","","unknown","right","new","""Hipparion"" sp.",40.3,"7.0",NA,"{metacaral proximal breadth}","MAFIV11257L","mm","dc75d126-f562-4d69-b861-e3628a1ebc80"
"HGS2791/A","","","unknown","left","new","Hippotherium  primigenium",37.3,"7.0",NA,"{metacaral proximal breadth}","HGS2791/A","mm","2ee24afc-df76-4b8a-8118-206827629302"
"HGS2791/C","","","unknown","left","new","Hippotherium  primigenium",38.5,"7.0",NA,"{metacaral proximal breadth}","HGS2791/C","mm","e1ded718-3250-4fc9-8a4c-a3e95c2d1dc2"
"HGS2791/D","","","unknown","right","new","Hippotherium  primigenium",NA,"7.0",NA,"{metacaral proximal breadth}","HGS2791/D","mm","cb281975-5c4c-48d2-aa04-67b9abf7401e"
"MAFIV06/2791b","","","unknown","left","new","""Hipparion"" sp. lg",39.5,"7.0",NA,"{metacaral proximal breadth}","MAFIV06/2791b","mm","12be676a-88d8-4e3b-9f94-4bbe480a6668"
"IGF8192","","","unknown","right","new","""Hipparion"" sp.  ",38,"6.7",NA,"{metacaral proximal breadth}","IGF8192","mm","bc3b7aa0-6102-463c-b4fa-ae60319e9025"
"IGF8192F","","","unknown","right","new","Hippotherium  malpassii",39.3,"6.7",NA,"{metacaral proximal breadth}","IGF8192F","mm","c2c20b09-5edb-4ff3-b201-ac5c537c777d"
"IGFMC32","","","unknown","right","new","Hippotherium  malpassii",42.1,"6.7",NA,"{metacaral proximal breadth}","IGFMC32","mm","b2fc265c-0c2b-4bbc-9e4c-2fc0eecc79b0"
"NHBJH144","","","unknown","norecord","new","Hippotherium  malpassii",NA,"6.7",NA,"{metacaral proximal breadth}","NHBJH144","mm","61e06b54-3935-4f18-b5f4-f39274969188"
"NHBJH168","","","unknown","right","new","Hippotherium  malpassii",NA,"6.7",NA,"{metacaral proximal breadth}","NHBJH168","mm","477aa74c-f777-4002-bf9b-795e07a86da7"
"NHBJH169","","","unknown","left","new","Hippotherium  malpassii",NA,"6.7",NA,"{metacaral proximal breadth}","NHBJH169","mm","232272e9-bc74-4cb5-afdb-3d756fb9f0d6"
"NHBJH194-195","","","unknown","right","new","Hippotherium  malpassii",NA,"6.7",NA,"{metacaral proximal breadth}","NHBJH194-195","mm","08a4f6d5-dd42-4558-8ebe-f59c8f68289b"
"MNHN1951_9R","","","unknown","right","new","""Cormohipparion"" africanum",0,"10.5",NA,"{metacaral proximal breadth}","MNHN1951_9R","mm","3b658449-7817-4833-ad8d-bb143dc0cd47"
"MNHN1951-9-120R","","","unknown","right","new","""Cormohipparion"" africanum",37.6,"10.5",NA,"{metacaral proximal breadth}","MNHN1951-9-120R","mm","381104aa-fcf0-42b2-ae7e-b7c2c643c73b"
"MNHN1951-9-17R","","","unknown","left","new","""Cormohipparion"" africanum",0,"10.5",NA,"{metacaral proximal breadth}","MNHN1951-9-17R","mm","fa8964f7-1b0b-4def-9b85-1450c5313fdc"
"MNHN1951-9-26R","","","unknown","left","new","""Cormohipparion"" africanum",40,"10.5",NA,"{metacaral proximal breadth}","MNHN1951-9-26R","mm","95e25b50-c47e-40bd-96b6-527f52bf6a52"
"MNHN1951-9-28R","","","unknown","left","new","""Cormohipparion"" africanum",37,"10.5",NA,"{metacaral proximal breadth}","MNHN1951-9-28R","mm","3f8ab30a-47a3-49c1-9553-9b0c50d18394"
"MNHN1951-9-5TypeR","","","unknown","right","new","""Cormohipparion"" africanum",40.3,"10.5",NA,"{metacaral proximal breadth}","MNHN1951-9-5TypeR","mm","c48dc28a-7c20-40c8-851b-711eb567c8ea"
"MNHN9","","","unknown","no record","new","""Cormohipparion"" africanum",0,"10.5",NA,"{metacaral proximal breadth}","MNHN9","mm","564b2de0-cbca-4e59-be91-864c463a2bab"
"MNHN9120","","","unknown","no record","new","""Cormohipparion"" africanum",37.6,"10.5",NA,"{metacaral proximal breadth}","MNHN9120","mm","2c562050-c74d-4d65-9d6a-53f1579505df"
"MNHN917","","","unknown","no record","new","""Cormohipparion"" africanum",0,"10.5",NA,"{metacaral proximal breadth}","MNHN917","mm","5a27191f-f339-4b15-9ea6-72c22010bf5a"
"MNHN926","","","unknown","no record","new","""Cormohipparion"" africanum",0,"10.5",NA,"{metacaral proximal breadth}","MNHN926","mm","050a476a-f53c-465f-8df8-ac7b9ba6393c"
"MNHN928","","","unknown","no record","new","""Cormohipparion"" africanum",0,"10.5",NA,"{metacaral proximal breadth}","MNHN928","mm","9145eb25-11a2-42cf-9510-ce0fc62eee4c"
"MNHN95","","","unknown","no record","new","""Cormohipparion"" africanum",40.3,"10.5",NA,"{metacaral proximal breadth}","MNHN95","mm","361f1427-e548-4763-aee4-d17d577fddea"
"KNM-LT25450","","","unknown","left","new","Eurygnathohippus feibeli",NA,"7.0",NA,"{metacaral proximal breadth}","KNM-LT25450","mm","a63b1cbf-1383-436a-aeef-5c48df5b6784"
"KNM-LT139A","","","unknown","left","new","Eurygnathohippus feibeli",38.6,"6.5",NA,"{metacaral proximal breadth}","KNM-LT139A","mm","7efa55e9-8497-4f33-b02c-74c75e2dfd89"
"KNM-LT22871","","","unknown","right","new","Sivalhippus turkanensis",51.3,"6.5",NA,"{metacaral proximal breadth}","KNM-LT22871","mm","948a016f-b47f-4935-99f7-2c35253b21eb"
"KNM-LT26582","","","unknown","right","new","Eurygnathohippus feibeli",NA,"6.5",NA,"{metacaral proximal breadth}","KNM-LT26582","mm","a2941bd5-a142-43d0-9e8c-cbb92eb9718c"
"KNM-LU050","","","unknown","right","new","Eurygnathohippus cf. feibeli",NA,"7.0",NA,"{metacaral proximal breadth}","KNM-LU050","mm","a0d7ac82-cd0b-4f09-8f8a-bc8d6ef31683"
"KNM-LU187","","","unknown","left","new","Eurygnathohippus cf. feibeli",NA,"7.0",NA,"{metacaral proximal breadth}","KNM-LU187","mm","baad0dec-ebb5-4227-8a78-cbc7cf764e08"
"BMNHM14366a","","","unknown","left","new","Eurygnathohippus sp. ",NA,"?",NA,"{metacaral proximal breadth}","BMNHM14366a","mm","15ee5a17-ce2b-4485-9281-3fc7d4c5d857"
"BMNHM14366b","","","unknown","right","new","Eurygnathohippus sp. sm.",NA,"?",NA,"{metacaral proximal breadth}","BMNHM14366b","mm","57f4a50f-ecfa-4d0e-9415-001eed657ab1"
"BMNHM14434b","","","unknown","left","new","Eurygnathohippus sp. ",44.7,"?",NA,"{metacaral proximal breadth}","BMNHM14434b","mm","f0fb08f6-91bb-420e-962e-e9d4164e6af0"
"BMNHM14437","","","unknown","left","new","Eurygnathohippus sp. ",44.8,"?",NA,"{metacaral proximal breadth}","BMNHM14437","mm","21bc9511-a1e7-4735-b86e-9de8b37c0d25"
"BMNHM31939","","","unknown","right","new","Eurygnathohippus sp. sm.",38.9,"?",NA,"{metacaral proximal breadth}","BMNHM31939","mm","ecaf90d3-f0f6-46ee-b85a-f9ae00f64af8"
"BMNHMnonumb","","","unknown","left","new","Eurygnathohippus sp. sm.",NA,"?",NA,"{metacaral proximal breadth}","BMNHMnonumb","mm","c4d80670-17ed-4835-97f3-75c8d9559b97"
"MNHM31939","","","unknown","right","new","Eurygnathohippus sp. ",39.2,"?",NA,"{metacaral proximal breadth}","MNHM31939","mm","5509e5d5-41da-4250-8009-105461be0b1f"
"NMTEP067/3853","","","unknown","norecord","new","Equus sp. ",49.31,"?",NA,"{metacaral proximal breadth}","NMTEP067/3853","mm","77945aee-7640-4806-8990-18b7b02308de"
"RMNH_RLB1","1952 GRC top","","unknown","left","new","Equus sp.",53,NA,NA,"{metacaral proximal breadth}","RMNH_RLB1","mm","4875b866-853b-4503-9597-043ce3216e44"
"RMNH_RLB4","62JK2/B11","","unknown","left","new","Eurygnathohippus sp. ",NA,NA,NA,"{metacaral proximal breadth}","RMNH_RLB4","mm","b46e22cc-fc98-4ef3-93d1-abb27e10f815"
"RMNH1279","","","unknown","norecord","new","Equid ",53.14,"?",NA,"{metacaral proximal breadth}","RMNH1279","mm","1a277787-77c3-4fd2-9b7a-1a4f74df8386"
"RMNH1279RLB","FLKN1 NI","","unknown","left","new","Equus sp.",54.3,NA,NA,"{metacaral proximal breadth}","RMNH1279RLB","mm","c91ab801-2673-44ac-9981-7e94cc55c46a"
"RMNH131","","","unknown","norecord","new","Eurygnathohippus sp.",NA,"?",NA,"{metacaral proximal breadth}","RMNH131","mm","2b0f19e6-7274-45ef-a982-71f4e2c4cb6e"
"RMNH132","","","unknown","norecord","new","Equid ",NA,"?",NA,"{metacaral proximal breadth}","RMNH132","mm","1bdad6f7-8712-42db-9ee0-66c237fb0c13"
"RMNH148ARLB"," ","","unknown","left","new","Equus sp.",54,NA,NA,"{metacaral proximal breadth}","RMNH148ARLB","mm","bfece2a0-b9e4-4b48-b5ec-2633f1e45aee"
"RMNH167","","","unknown","norecord","new","Equid ",41.26,"?",NA,"{metacaral proximal breadth}","RMNH167","mm","720e8d15-6f2a-4625-a875-d856babf57ac"
"RMNH1793","","","unknown","norecord","new","Equid ",NA,"?",NA,"{metacaral proximal breadth}","RMNH1793","mm","5460a53c-ec55-40a2-8712-3f30da80d16b"
"RMNH204","","","unknown","norecord","new"," ",50.97,"?",NA,"{metacaral proximal breadth}","RMNH204","mm","811df741-1e24-4754-9868-5bfa9bdec5a0"
"RMNH204RLB","FLKI dig F/5","","unknown","right","new"," ",50,NA,NA,"{metacaral proximal breadth}","RMNH204RLB","mm","7c22dd58-8b0d-4c87-8a44-3265a1f38924"
"RMNH2437","","","unknown","norecord","new"," ",59.72,"?",NA,"{metacaral proximal breadth}","RMNH2437","mm","dbdc6b1b-0bfc-41cd-9db0-85dd3d303194"
"RMNH2437RLB","TKII/OLD63","","unknown","left","new","Equus sp.",59.9,NA,NA,"{metacaral proximal breadth}","RMNH2437RLB","mm","69398675-4cf3-4f9a-bc9b-64112717e443"
"RMNH2437RLB","TKII 63","","unknown","left","new","Equus sp.",59.4,NA,NA,"{metacaral proximal breadth}","RMNH2437RLB","mm","a36ca799-2ac4-4cda-8e2d-a64059f5e44e"
"RMNH275","","","unknown","norecord","new","Equus sp.",50.47,"?",NA,"{metacaral proximal breadth}","RMNH275","mm","31cf5514-4230-42fb-ad77-0d0d4f48ece7"
"RMNH2750","","","unknown","norecord","new","Equus sp.",40.88,"?",NA,"{metacaral proximal breadth}","RMNH2750","mm","41bd9801-ea37-45ad-8f74-9399722deb82"
"RMNH3","","","unknown","norecord","new"," ",41.94,"?",NA,"{metacaral proximal breadth}","RMNH3","mm","fecc9fac-5729-495a-8602-dc6ace839aad"
"RMNH345","","","unknown","norecord","new"," ",50,"?",NA,"{metacaral proximal breadth}","RMNH345","mm","df2f10f4-f075-48fc-8dda-189cb939b75e"
"RMNH346","","","unknown","norecord","new","Equus sp.",53.2,"?",NA,"{metacaral proximal breadth}","RMNH346","mm","0a6f7a35-0f61-4d22-be1c-bdac203ec085"
"RMNH366","","","unknown","norecord","new","Equus sp.",43.12,"?",NA,"{metacaral proximal breadth}","RMNH366","mm","3e77d983-fe9f-40a6-8399-dce40ccdd8f3"
"RMNH367","","","unknown","norecord","new","Equus sp.",52.91,"?",NA,"{metacaral proximal breadth}","RMNH367","mm","0a22bdf8-a43f-4023-92af-a5786182a83c"
"RMNH3853RLB","FLKNN1 TT12 067","","unknown","left","new","Equus sp.",47.8,NA,NA,"{metacaral proximal breadth}","RMNH3853RLB","mm","11c53931-3f87-43cf-ac4b-b1d4070bb76e"
"RMNH4298","","","unknown","norecord","new","Equid ",53.91,"?",NA,"{metacaral proximal breadth}","RMNH4298","mm","96f5f37b-722b-4c26-8702-2210b019267f"
"RMNH487","","","unknown","norecord","new"," ",NA,"?",NA,"{metacaral proximal breadth}","RMNH487","mm","9ec80649-2687-485d-8094-829c0b2501f7"
"RMNH5069RLB","FLKI dig","","unknown","right","new","Equus sp. sm.",47.6,NA,NA,"{metacaral proximal breadth}","RMNH5069RLB","mm","74211d50-9713-43cb-883b-0f1a48fc9c3c"
"RMNH507","","","unknown","norecord","new"," ",54.95,"?",NA,"{metacaral proximal breadth}","RMNH507","mm","43930fb6-4924-4d2b-85ef-1b193dbed160"
"RMNH5163","","","unknown","norecord","new","Equid ",57.48,"?",NA,"{metacaral proximal breadth}","RMNH5163","mm","ff9c5779-d052-4c1c-aca3-b1fbef152402"
"RMNH566","","","unknown","norecord","new","Eurygnathohippus sp. ",52.44,"?",NA,"{metacaral proximal breadth}","RMNH566","mm","803910ab-3324-4cf0-be4f-2feb065db3f0"
"RMNH5668","","","unknown","norecord","new","Eurygnathohippus sp. ",47.16,"?",NA,"{metacaral proximal breadth}","RMNH5668","mm","f2419a86-aa08-4639-8d51-e86c570f0c15"
"RMNH566RLB","HWKII 1959","","unknown","right","new","Equus sp.",50.5,NA,NA,"{metacaral proximal breadth}","RMNH566RLB","mm","f57da1f2-32e3-4c10-912a-d58910750400"
"RMNH57","","","unknown","norecord","new","Eurygnathohippus sp. ",52.69,"?",NA,"{metacaral proximal breadth}","RMNH57","mm","27f7f918-a62c-4d6c-b112-3193df935186"
"RMNH576","","","unknown","norecord","new","Eurygnathohippus sp. ",42.82,"?",NA,"{metacaral proximal breadth}","RMNH576","mm","584e8a11-5f91-4077-a836-083467427080"
"RMNH57RLB","HWKEII 57","","unknown","right","new","Equus sp.",51.8,NA,NA,"{metacaral proximal breadth}","RMNH57RLB","mm","2520e8cf-0082-4988-bcb3-e1f3494fbaea"
"RMNH57RLB","HWK EII 57","","unknown","right","new","Equus sp.",51.5,NA,NA,"{metacaral proximal breadth}","RMNH57RLB","mm","9b4fa504-c4d8-434f-8366-db74db0ccd27"
"RMNH6068","","","unknown","norecord","new","Equus sp.",47.67,"?",NA,"{metacaral proximal breadth}","RMNH6068","mm","2010d1e1-8107-4272-bce6-52287a1689b9"
"RMNH677RLB","1953 GRC 11 Top","","unknown","left","new","Equus sp.",53,NA,NA,"{metacaral proximal breadth}","RMNH677RLB","mm","f0767abc-27b9-45ac-b238-73702c06256c"
"RMNH680","","","unknown","norecord","new","Equus sp.",45.7,"?",NA,"{metacaral proximal breadth}","RMNH680","mm","d2120cb5-c23b-4be2-b946-95b1a976d1bc"
"RMNH728","","","unknown","norecord","new","Equus sp.",51.64,"?",NA,"{metacaral proximal breadth}","RMNH728","mm","90c85724-2b68-42de-bf6a-adc66d81fe64"
"RMNH7294","","","unknown","norecord","new","Equus sp.",55.48,"?",NA,"{metacaral proximal breadth}","RMNH7294","mm","35bfdd9d-310c-4fdc-a1fb-2664d96ca6c0"
"RMNH729HRLB","FLKN1","","unknown","right","new","Equus sp.",53.5,NA,NA,"{metacaral proximal breadth}","RMNH729HRLB","mm","875b903e-5525-4d8c-95a6-11fa5ab2b70a"
"RMNH7336","","","unknown","norecord","new","Eurygnathohippus sp. ",57.14,"?",NA,"{metacaral proximal breadth}","RMNH7336","mm","9271461c-dfdb-4ecb-8615-b460cc4b10ee"
"RMNH7693","","","unknown","norecord","new","Eurygnathohippus sp. ",46.2,"?",NA,"{metacaral proximal breadth}","RMNH7693","mm","23fd8911-2a6c-470f-a794-6995614808e8"
"RMNH7693RLB","FLKN1 TRIII Lg/1-2","","unknown","right","new","Eurygnathohippus sp. ",47,NA,NA,"{metacaral proximal breadth}","RMNH7693RLB","mm","d8b1e0f8-51b8-48f8-9218-42bf54b131cc"
"RMNH7802","","","unknown","norecord","new","Equid ",55.24,"?",NA,"{metacaral proximal breadth}","RMNH7802","mm","fe574d2d-46c7-4027-b0d6-3a30b09cad27"
"RMNH783RLB","52 1941","","unknown","left","new","Eurygnathohippus sp. ",42.8,NA,NA,"{metacaral proximal breadth}","RMNH783RLB","mm","a3b741b0-a42f-4190-85d8-04fb60475114"
"RMNH9274","","","unknown","norecord","new","Equid ",53.01,"?",NA,"{metacaral proximal breadth}","RMNH9274","mm","9082c239-83e1-47ef-a012-0cd50aee298e"
"RMNH933","","","unknown","norecord","new","Equus sp.",44.29,"?",NA,"{metacaral proximal breadth}","RMNH933","mm","a8b04812-ab3e-4948-9358-ad066310ad26"
"RMNH934","","","unknown","norecord","new","Equus sp.",52.43,"?",NA,"{metacaral proximal breadth}","RMNH934","mm","49e8024a-05f3-4312-9b12-4bab4fe2f4ab"
"RMNH935","","","unknown","norecord","new","Equus sp.",45.9,"?",NA,"{metacaral proximal breadth}","RMNH935","mm","c4625819-68ab-4ab5-bed5-eac1054f2957"
"RMNH948","","","unknown","norecord","new","Equid ",NA,"?",NA,"{metacaral proximal breadth}","RMNH948","mm","501c5e3d-ece7-4daf-8392-0e3e5de05445"
"RMNHF45","","","unknown","norecord","new","Equus sp.",44.4,"?",NA,"{metacaral proximal breadth}","RMNHF45","mm","ece178cc-e950-467b-b30f-e9f7f73b3617"
"RMNHF791RLB","S IV","","unknown","left","new","Equus sp.",55.8,NA,NA,"{metacaral proximal breadth}","RMNHF791RLB","mm","f3008b68-edf8-4a26-a217-382fe71bf474"
"RMNHF791RLB","SIV 1941","","unknown","left","new","Equus sp.",55.6,NA,NA,"{metacaral proximal breadth}","RMNHF791RLB","mm","87b512dc-c46e-45ab-9caa-a20ae4fd59c8"
"RMNHF816RLB","S4 441","","unknown","right","new","Eurygnathohippus sp.",NA,NA,NA,"{metacaral proximal breadth}","RMNHF816RLB","mm","47c5b771-d3ef-4ea6-8f27-53afefc6c081"
"RMNHH298RLB","DKI_L3","","unknown","left","new","Equus sp.",52,NA,NA,"{metacaral proximal breadth}","RMNHH298RLB","mm","f5904a67-404c-44c2-887b-7bd3ec6ce162"
"RMNHL211RLB","FLKN1 60","","unknown","right","new","Equus sp.",48.5,NA,NA,"{metacaral proximal breadth}","RMNHL211RLB","mm","8696e50b-1b96-426a-847a-4fee01b16667"
"RMNHV959RLB","HWKII ","","unknown","right","new","Equus sp.",50.5,NA,NA,"{metacaral proximal breadth}","RMNHV959RLB","mm","0a04dd3f-e5d4-4813-a6cd-cbf6868410e5"
"BMNHM16985","","","unknown","left","new","Eurygnathohippus sp. sm.",NA,"1.2",NA,"{metacaral proximal breadth}","BMNHM16985","mm","6bbeacb6-0294-4a89-be04-9918db5366dc"
"BMNHM16985","","","unknown","right","new","Eurygnathohippus sp. sm.",NA,"1.2",NA,"{metacaral proximal breadth}","BMNHM16985","mm","0a3b90e5-a06c-456b-9749-88012552ca65"
"SAMPQL10449","E Quarry","","unknown","right","new","Eurygnathohippus hooijeri",NA,"5+K16691","K16975","{metacaral proximal breadth}","SAMPQL10449","mm","a6214b63-d0ed-477e-92ef-966a5697330c"
"SAMPQL11915","E Quarry","","unknown","right","new","Eurygnathohippus hooijeri",NA,"5.00",NA,"{metacaral proximal breadth}","SAMPQL11915","mm","fcb5c762-c5d8-4b8d-9d22-1bb282b8333f"
"SAMPQL12089","E Quarry","","unknown","right","new","Eurygnathohippus hooijeri",NA,"5.00",NA,"{metacaral proximal breadth}","SAMPQL12089","mm","db3a91d0-12d6-4ee9-9e4d-1f7b0ece76f5"
"SAMPQL14037","E Quarry","","unknown","left","new","Eurygnathohippus hooijeri",38,"5.00",NA,"{metacaral proximal breadth}","SAMPQL14037","mm","40b924fc-c490-49ec-a787-f7a5ab6a390a"
"SAMPQL20541","E Quarry","","unknown","left","new","Eurygnathohippus hooijeri",40.8,"5.00",NA,"{metacaral proximal breadth}","SAMPQL20541","mm","0c0c99b4-d707-4e26-a4fb-28b43ce1211f"
"SAMPQL21295","E Quarry","","unknown","left","new","Eurygnathohippus hooijeri",39.6,"5.00",NA,"{metacaral proximal breadth}","SAMPQL21295","mm","8ec748dc-fda2-4ac1-bdd5-ef91b223ae75"
"SAMPQL2148","E Quarry","","unknown","right","new","Eurygnathohippus hooijeri",38.6,"5.00",NA,"{metacaral proximal breadth}","SAMPQL2148","mm","251e98f8-2255-4d43-aba9-b4e67c65a646"
"SAMPQL21826","E Quarry","","unknown","right","new","Eurygnathohippus hooijeri",40,"5.00",NA,"{metacaral proximal breadth}","SAMPQL21826","mm","c1a97793-d1d2-4090-9162-8334da13335d"
"SAMPQL41540","E Quarry","","unknown","left","new","Eurygnathohippus hooijeri",NA,"5.00",NA,"{metacaral proximal breadth}","SAMPQL41540","mm","5d3990da-5771-4915-9da1-bbc64a720e59"
"SAMPQL41540","E Quarry","","unknown","left","new","Eurygnathohippus hooijeri",NA,"5.00",NA,"{metacaral proximal breadth}","SAMPQL41540","mm","c10035c9-bef2-479a-9f1d-88b9b71e9d33"
"SAMPQL42484","E Quarry","","unknown","left","new","Eurygnathohippus hooijeri",NA,"5.00",NA,"{metacaral proximal breadth}","SAMPQL42484","mm","418820e4-515b-4f59-962d-7313c94d79eb"
"SAMPQL4649","E Quarry","","unknown","right","new","Eurygnathohippus hooijeri",NA,"5.00",NA,"{metacaral proximal breadth}","SAMPQL4649","mm","07361198-0d75-4c7a-b0c5-6b658d7ced07"
"SAMPQL48309","E Quarry","","unknown","right","new","Eurygnathohippus hooijeri",41.2,"5.00",NA,"{metacaral proximal breadth}","SAMPQL48309","mm","a38970f8-37c6-4e25-ad89-4e1c713cea56"
"SAMPQL5576","E Quarry","","unknown","left","new","Eurygnathohippus hooijeri",39.1,"5.00",NA,"{metacaral proximal breadth}","SAMPQL5576","mm","0909d56c-434d-4088-a10a-f3f6e8e39a71"
"SAMPQL60788","E Quarry","","unknown","right","new","Eurygnathohippus hooijeri",NA,"5.00",NA,"{metacaral proximal breadth}","SAMPQL60788","mm","e2ab07e0-a622-45fe-b752-e10a3d50a08d"
"SAMPQL7564","E Quarry","","unknown","left","new","Eurygnathohippus hooijeri",38.3,"5.00",NA,"{metacaral proximal breadth}","SAMPQL7564","mm","8b9b9474-c097-4d90-a9fd-daad7a44f6ea"
"AMNH83602","","","male","left","new","Equus zebra zebra",49.5,"recent",NA,"{metacaral proximal breadth}","AMNH83602","mm","201cab08-8fd8-4071-b1e7-c71d14efe616"
"AMNH267814","","","male","left","new","Equus quagga",48.2,"recent",NA,"{metacaral proximal breadth}","AMNH267814","mm","b8fd8449-1d46-4b91-a6af-f481536d49d8"
"EA11RLB8","","","unknown","left","new","Cormohipparion aff. sinapensis",0,"10.8",NA,"{metacaral proximal breadth}","EA11RLB8","mm","770b3147-edbf-4c85-96a6-86ca1f0271ea"
"EA12RLB9","","","unknown","left","new","Cormohipparion aff. sinapensis",38.9,"10.8",NA,"{metacaral proximal breadth}","EA12RLB9","mm","20baa3dd-8dc7-43cf-a9a1-8ab879e23e37"
"EA2RLB10","","","unknown","left","new","Cormohipparion aff. sinapensis",39.8,"10.8",NA,"{metacaral proximal breadth}","EA2RLB10","mm","4a714509-202c-4858-88c1-182c548c0d25"
"EA4RLB17","","","unknown","right","new","Cormohipparion aff. sinapensis",39.6,"10.8",NA,"{metacaral proximal breadth}","EA4RLB17","mm","ff597c74-b10b-46be-b552-d50156ae7a36"
"EA5RLB12","","","unknown","right","new","Cormohipparion aff. sinapensis",40.8,"10.8",NA,"{metacaral proximal breadth}","EA5RLB12","mm","ccc43307-9182-4551-8a4f-60f912d4984d"
"EA6RLB13","","","unknown","left","new","Cormohipparion aff. sinapensis",0,"10.8",NA,"{metacaral proximal breadth}","EA6RLB13","mm","e3f62ca2-55b0-42fa-b283-2332a2b26249"
"EARLB16","","","unknown","left","new","Cormohipparion aff. sinapensis",40.6,"10.8",NA,"{metacaral proximal breadth}","EARLB16","mm","5f6e8bb8-7d26-4494-8eda-ae26368ff46c"
"AS89/188","","","unknown","right","new","""Hipparion""  sp.",0,"10.8","9.0","{metacaral proximal breadth}","AS89/188","mm","7f75f3e0-b300-45f2-9133-b0466bdbaec5"
"AS89/192","","","unknown","right","new","""Hipparion""  sp.",0,"10.8","9.0","{metacaral proximal breadth}","AS89/192","mm","37506987-67c2-42bc-944a-62deeae26f0b"
