"materialSampleID","sitename","verbatimEventDate","sex","measurementSide","verbatimLocality","scientificName","measurementValue","minimumChronometricAge","maximumChronometricAge","measurementType","individualID","measurementUnit","observationID"
"MNHNLub56dw","","","unknown","norecord","new","Hipparion prostylum",34.8,"8.0",NA,"{metacaral proximal breadth}","MNHNLub56dw","mm","b8e070e4-af6b-4b78-a975-133077ce5c84"
"MNHNLub58dw","","","unknown","norecord","new","Hipparion prostylum",32.6,"8.0",NA,"{metacaral proximal breadth}","MNHNLub58dw","mm","0d6b5623-ad8a-4baa-9ed7-34c4a033f841"
"MNHNLubNoNumberChristoldw","","","unknown","norecord","new","Hipparion prostylum",NA,"8.0",NA,"{metacaral proximal breadth}","MNHNLubNoNumberChristoldw","mm","e4e3d5ec-81b1-4977-93c4-83d7d2887ee2"
"C.S.V 19","","","unknown","left","new","""Hipparion""  crassum",40.4,"3.5",NA,"{metacaral proximal breadth}","C.S.V 19","mm","e53f615f-f7cb-4ef9-a3c1-a0a5b8b1c6cd"
"MNHM4095cast","","","unknown","left","new","""Hipparion""  crassum",43.1,"3.5",NA,"{metacaral proximal breadth}","MNHM4095cast","mm","33feb32a-e815-41af-bc2e-1588d5298449"
"MNHNPer49","","","unknown","left","new","""Hipparion""  crassum",45.3,"3.5",NA,"{metacaral proximal breadth}","MNHNPer49","mm","a8c9e028-8150-4a66-9d0f-aa2093c7ef0f"
"IPS-1082","","","unknown","right","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","IPS-1082","mm","00531cc8-058f-4f04-81b4-ed2f939f43d1"
"IPS-11041","","","unknown","right","new","""Hipparion""  sp.",39.43,"?",NA,"{metacaral proximal breadth}","IPS-11041","mm","cfd42c79-b90c-4962-901b-02fa118018c3"
"IPS-11042","","","unknown","right","new","""Hipparion""  sp.",38.9,"?",NA,"{metacaral proximal breadth}","IPS-11042","mm","03b8c555-791a-465b-966d-de88f000ddd1"
"IPS-11043","","","unknown","right","new","""Hipparion""  sp.",36.9,"?",NA,"{metacaral proximal breadth}","IPS-11043","mm","f72384e7-e925-4e0c-936f-67780abcda20"
"IPS-11046","","","unknown","right","new","""Hipparion""  sp.",37.31,"?",NA,"{metacaral proximal breadth}","IPS-11046","mm","86345918-c1db-49df-adb5-38cb131e7c86"
"IPS-11054","","","unknown","right","new","""Hipparion""  sp.",35.02,"?",NA,"{metacaral proximal breadth}","IPS-11054","mm","af84bd3b-f585-4146-bb68-36cca4cd56b5"
"IPS-11055","","","unknown","right","new","""Hipparion""  sp.",41.23,"?",NA,"{metacaral proximal breadth}","IPS-11055","mm","adff7c66-273d-47dd-b4f8-8ffe28abb8c8"
"IPS-11056","","","unknown","right","new","""Hipparion""  sp.",37.73,"?",NA,"{metacaral proximal breadth}","IPS-11056","mm","5c624721-7227-460c-a768-b986c50384a2"
"IPS-18.483","","","unknown","left","new","""Hipparion""  sp.",36.08,"?",NA,"{metacaral proximal breadth}","IPS-18.483","mm","b6681d15-dc90-4022-94d4-920b105b12c6"
"IPS-583","","","unknown","right","new","""Hipparion""  sp.",36.52,"?",NA,"{metacaral proximal breadth}","IPS-583","mm","2c2a9eeb-78bb-4d09-b459-7f65e399b76e"
"IPS-585","","","unknown","left","new","""Hipparion""  sp.",37.72,"?",NA,"{metacaral proximal breadth}","IPS-585","mm","8960978c-7b84-4853-828d-80198c9fe48e"
"IPS-587","","","unknown","right","new","""Hipparion""  sp.",38.62,"?",NA,"{metacaral proximal breadth}","IPS-587","mm","cf253191-057a-4f2e-9d45-fcebc1b85ba2"
"IPS-588","","","unknown","right","new","""Hipparion""  sp.",40.91,"?",NA,"{metacaral proximal breadth}","IPS-588","mm","b65f6ee5-527c-44cb-a09b-01814dfe457d"
"IPS-591","","","unknown","right","new","""Hipparion""  sp.",39.97,"?",NA,"{metacaral proximal breadth}","IPS-591","mm","74d70379-1239-4d94-a0e2-e1cafb21cbdd"
"IPS-1580","","","unknown","left","new","""Hipparion""  sp.",34.71,"?",NA,"{metacaral proximal breadth}","IPS-1580","mm","409f6c8f-ebf2-4409-a853-7189f79464e0"
"IPS-1581","","","unknown","left","new","""Hipparion""  sp.",35.52,"?",NA,"{metacaral proximal breadth}","IPS-1581","mm","d9a3966c-091f-4e51-a98c-579ca972079b"
"IPS-1583","","","unknown","right","new","""Hipparion""  sp.",38.43,"?",NA,"{metacaral proximal breadth}","IPS-1583","mm","aa69224e-efab-4029-992e-85a2bb2f2f47"
"IPS-1585","","","unknown","left","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","IPS-1585","mm","50dbed48-25da-444c-8f38-153b5593ee05"
"IPS-1586","","","unknown","left","new","""Hipparion""  sp.",36.28,"?",NA,"{metacaral proximal breadth}","IPS-1586","mm","b5c650db-63aa-4a10-8c64-30e3fff91c02"
"IPS-1592","","","unknown","left","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","IPS-1592","mm","14335858-f6aa-4a26-80cd-e6aef8acbbe9"
"IPS-1595","","","unknown","left","new","""Hipparion""  sp.",34.75,"?",NA,"{metacaral proximal breadth}","IPS-1595","mm","2f7c0ec2-9d2a-4d58-aa13-62cae946d210"
"IPS-1596","","","unknown","right","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","IPS-1596","mm","8f3112d4-cd3c-4edd-be58-b1459a68d650"
"NOMB 46","","","unknown","right","new","""Hipparion""  sp.",38,"?",NA,"{metacaral proximal breadth}","NOMB 46","mm","cd8a3454-b823-4150-b162-c96d551457aa"
"NOMB B","","","unknown","right","new","""Hipparion""  sp.",37.93,"?",NA,"{metacaral proximal breadth}","NOMB B","mm","eac69419-7ff4-4fb6-8dc8-223696e5574e"
"LVF E","","","unknown","norecord","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","LVF E","mm","3c5d8666-0edf-4fb3-b894-ce621aa29caf"
"MNCN30599A","","","unknown","right","new","""Hipparion""  sp.",33.47,"?",NA,"{metacaral proximal breadth}","MNCN30599A","mm","5c8b51bc-047b-4bf9-bfb4-38657dd68526"
"MNCN30599B","","","unknown","right","new","""Hipparion""  sp.",38.04,"?",NA,"{metacaral proximal breadth}","MNCN30599B","mm","7b209535-551b-41aa-9309-579bdaaacb63"
"MNCN30600A","","","unknown","right","new","""Hipparion""  sp.",37.67,"?",NA,"{metacaral proximal breadth}","MNCN30600A","mm","6fa0282b-6ff8-4360-ae34-755075f1e307"
"MNCN30600B","","","unknown","right","new","""Hipparion""  sp.",37.45,"?",NA,"{metacaral proximal breadth}","MNCN30600B","mm","58404638-1366-4256-b7fc-dd52a41a9252"
"MNCN30600C","","","unknown","right","new","""Hipparion""  sp.",36.37,"?",NA,"{metacaral proximal breadth}","MNCN30600C","mm","9ff42711-a7ca-4a19-8a77-4348c45d48ca"
"MNCN30600D","","","unknown","right","new","""Hipparion""  sp.",35.71,"?",NA,"{metacaral proximal breadth}","MNCN30600D","mm","19296fc7-cd93-44ae-a454-6edfacbce75b"
"MNCN30600E","","","unknown","left","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN30600E","mm","f173054d-1045-4cba-b62f-92f9c3b69a2f"
"MNCN30601A","","","unknown","left","new","""Hipparion""  sp.",36.76,"?",NA,"{metacaral proximal breadth}","MNCN30601A","mm","dab7d5d2-0c2f-4686-9b64-7257a6caafaa"
"MNCN30601B","","","unknown","left","new","""Hipparion""  sp.",37.38,"?",NA,"{metacaral proximal breadth}","MNCN30601B","mm","08720733-95f5-4e13-be9d-11865d875aac"
"MNCN30601C","","","unknown","right","new","""Hipparion""  sp.",36.58,"?",NA,"{metacaral proximal breadth}","MNCN30601C","mm","5d277014-b50d-491e-a315-2dbf128f2b95"
"MNCN30601D","","","unknown","right","new","""Hipparion""  sp.",36.9,"?",NA,"{metacaral proximal breadth}","MNCN30601D","mm","c7c73caa-6fe8-4953-ab9b-92ba01d32a4d"
"MNCN30601E","","","unknown","right","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN30601E","mm","e59c5220-9e32-44ef-8d93-9878439fbafb"
"MNCN30602A","","","unknown","right","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN30602A","mm","55d230cf-a801-447f-9645-064fb1b48b59"
"MNCN30602B","","","unknown","right","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN30602B","mm","40bfc5ab-7306-45e9-9302-d81420933d67"
"MNCN30603B","","","unknown","left","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN30603B","mm","70718b59-33d2-4a10-b4e9-b29bcd90b604"
"MNCN30603C","","","unknown","right","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN30603C","mm","7f984ac7-1d95-47b3-8287-58a80ce26fb6"
"MNCN30604A","","","unknown","norecord","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN30604A","mm","12302eb3-06c0-48bd-9fb3-c99b419d83dd"
"MNCN30604B","","","unknown","left","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN30604B","mm","103f9826-ba2e-422f-8aa7-49be5c791754"
"MNCN30604C","","","unknown","left","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN30604C","mm","b7d1d4d0-6f72-4d1e-a0b6-b818a4a7e9b8"
"MNCN30604D","","","unknown","left","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN30604D","mm","0f19d1ae-aec8-447e-9cfd-94479a6810f1"
"MNCN30604E","","","unknown","left","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN30604E","mm","072e7481-1b17-458d-b4b9-f3803b0937b6"
"MNCN30605_1228","","","unknown","left","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN30605_1228","mm","3643cb31-8d7f-4e2e-aba7-c3afb06a9462"
"MNCN30605_664_X","","","unknown","right","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN30605_664_X","mm","4550510d-3320-4c89-9805-f289315df34b"
"MNCN30605_906","","","unknown","norecord","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN30605_906","mm","bad168f4-b040-4d17-ae74-152ddc1708f9"
"MNCN30605A","","","unknown","right","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN30605A","mm","ad2c6571-c817-4a83-b5d4-ecf1bea740ae"
"MNCN30655","","","unknown","left","new","""Hipparion""  sp.",38.29,"?",NA,"{metacaral proximal breadth}","MNCN30655","mm","a49ff398-b7c0-4db9-8549-7923e5fc2086"
"MNCN30657A","","","unknown","left","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN30657A","mm","4d2f5ace-6f1f-4e85-b96c-b58bf0041071"
"MNCN30657B","","","unknown","norecord","new"," ",NA,"?",NA,"{metacaral proximal breadth}","MNCN30657B","mm","6474e7e5-b0e7-41d7-83cc-8ccc0e732e9f"
"MNCN30657C","","","unknown","right","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN30657C","mm","8177fe47-c7b4-4540-8c49-463319cf9082"
"MNCN30657D","","","unknown","right","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN30657D","mm","1eb7c897-7971-49e8-b055-17a8a488f41a"
"MNCN30657E","","","unknown","left","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN30657E","mm","43b09397-f2e7-4acf-b11d-a213f8edceda"
"MNCN30657F","","","unknown","right","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN30657F","mm","8626e594-6ea8-4e18-971b-eaa6bfda5780"
"MNCN30657G","","","unknown","left","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN30657G","mm","4d688994-622b-496d-ba06-b4ee5f297ce2"
"MNCN30657H","","","unknown","norecord","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN30657H","mm","9a004c53-6e94-446e-8772-b5d7a6250db3"
"R0-1081","","","unknown","right","new","""Hipparion""  sp.",44.38,"?",NA,"{metacaral proximal breadth}","R0-1081","mm","25083318-a2a3-4f01-860a-985c3e18bacc"
"R0-551","","","unknown","right","new","""Hipparion""  sp.",44.93,"?",NA,"{metacaral proximal breadth}","R0-551","mm","4c043adf-4f18-4218-a3cc-6bbe85f8f3f0"
"RO-1002","","","unknown","left","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","RO-1002","mm","c11f0cb2-ffc9-499d-91ee-d7667b9f083d"
"RO-1054","","","unknown","left","new","""Hipparion""  sp.",47,"?",NA,"{metacaral proximal breadth}","RO-1054","mm","7f7e0cf6-d1da-4dd1-9cba-f9bc243d30b3"
"RO-1058","","","unknown","left","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","RO-1058","mm","c86b6c16-2202-4f75-959d-f83954cd3f4d"
"RO-1136","","","unknown","left","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","RO-1136","mm","3e508613-c62d-44c5-b5f1-0eb5b95f3caa"
"RO-1164","","","unknown","left","new","""Hipparion""  sp.",42.71,"?",NA,"{metacaral proximal breadth}","RO-1164","mm","f1042858-5e02-4aa1-90ea-00ba26d8465c"
"RO-1186","","","unknown","left","new","""Hipparion""  sp.",44.71,"?",NA,"{metacaral proximal breadth}","RO-1186","mm","33d02aa8-761c-464f-b526-a35712c465f0"
"RO-1193","","","unknown","right","new","""Hipparion""  sp.",43.39,"?",NA,"{metacaral proximal breadth}","RO-1193","mm","55bfc971-2bc5-494d-9f2c-b7114d51462f"
"RO-1194","","","unknown","right","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","RO-1194","mm","38430ed0-9ee1-4262-bce6-a7f9b001de87"
"RO-1231","","","unknown","left","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","RO-1231","mm","c60466a7-a150-445a-a0ac-05ded597d545"
"RO-1411","","","unknown","left","new","""Hipparion""  sp.",47.15,"?",NA,"{metacaral proximal breadth}","RO-1411","mm","3f40a227-da99-401e-9d11-493201556158"
"RO-1511","","","unknown","right","new","""Hipparion""  sp.",47.99,"?",NA,"{metacaral proximal breadth}","RO-1511","mm","51c4ae9e-06e2-477f-bb8b-1680ebea34e1"
"RO-1576","","","unknown","right","new","""Hipparion""  sp.",45.39,"?",NA,"{metacaral proximal breadth}","RO-1576","mm","1b61776f-89c1-481a-bdfb-1c927ae1b617"
"RO-213","","","unknown","left","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","RO-213","mm","2eb30b7f-929a-47d0-9956-38341a3a1df8"
"RO-2426 and RO-2425","","","unknown","right","new","""Hipparion""  sp.",44.78,"?",NA,"{metacaral proximal breadth}","RO-2426 and RO-2425","mm","e711550d-6bb8-4d1d-86ee-947b73300c91"
"RO-288","","","unknown","right","new","""Hipparion""  sp.",44.3,"?",NA,"{metacaral proximal breadth}","RO-288","mm","e5040c6c-8fab-4eff-ab96-1bf27818b785"
"RO-294","","","unknown","right","new","""Hipparion""  sp.",42.39,"?",NA,"{metacaral proximal breadth}","RO-294","mm","831b1840-cd13-4d0a-9e13-2b4b94d1c65b"
"El Lugarejo A","","","unknown","right","new","""Hipparion""  sp.",33.25,"?",NA,"{metacaral proximal breadth}","El Lugarejo A","mm","1e711b59-bb87-4adc-a72f-120149a55a2f"
"El Lugarejo B","","","unknown","left","new","""Hipparion""  sp.",35.87,"?",NA,"{metacaral proximal breadth}","El Lugarejo B","mm","d4355a0c-bc2e-4e43-a429-54bb23ca4b63"
"El Lugarejo C","","","unknown","left","new","""Hipparion""  sp.",33.8,"?",NA,"{metacaral proximal breadth}","El Lugarejo C","mm","8a740f53-f076-4852-ab72-887d57d88a5b"
"MNCN11438","","","unknown","left","new","""Hipparion""  sp.",32.17,"?",NA,"{metacaral proximal breadth}","MNCN11438","mm","a50d3094-2d4c-4a1d-9fc6-a2e88bfea732"
"MNCN11439","","","unknown","left","new","""Hipparion""  sp.",31.09,"?",NA,"{metacaral proximal breadth}","MNCN11439","mm","b5e372a8-28ee-4c4d-99ef-0eb5f7d521cc"
"MNCN11440","","","unknown","right","new","""Hipparion""  sp.",30.5,"?",NA,"{metacaral proximal breadth}","MNCN11440","mm","b529ce89-d80c-47d2-9f98-2ee33b9cc932"
"MNCN11441","","","unknown","left","new","""Hipparion""  sp.",34.42,"?",NA,"{metacaral proximal breadth}","MNCN11441","mm","9cd08a36-11e7-4a10-b2e0-e680f628c583"
"MNCN11445","","","unknown","left","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN11445","mm","374a1246-ca3b-4ffa-b218-c93438743f2b"
"MNCN11449","","","unknown","left","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN11449","mm","93a601d8-1bbb-4a04-932c-1400c15ed584"
"MNCN11450","","","unknown","left","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN11450","mm","2249e1c6-e651-4320-87b9-f0cbce9f5cc4"
"MNCN11451","","","unknown","right","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN11451","mm","c2ea9d11-c2fc-4e6a-8a26-5f322362ae05"
"MNCN11458","","","unknown","right","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN11458","mm","f2293d74-156e-4900-acd4-ce2637b244cc"
"MNCN11459B","","","unknown","right","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN11459B","mm","8a025d08-977e-4dd3-90e4-4c10f4baf791"
"MNCN11464","","","unknown","right","new","""Hipparion""  sp.",31.94,"?",NA,"{metacaral proximal breadth}","MNCN11464","mm","4a25dea1-d1d0-45b5-97ea-3a71313fe67a"
"MNCN11465","","","unknown","left","new","""Hipparion""  sp.",33.24,"?",NA,"{metacaral proximal breadth}","MNCN11465","mm","ded7c934-67bb-4a37-b792-725226fcc0ae"
"MNCN11466","","","unknown","left","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN11466","mm","b4edf16a-9167-4849-84cd-ba4ecbd165f6"
"Trin. Aut. Terrassa C","","","unknown","right","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","Trin. Aut. Terrassa C","mm","b5792e5a-201d-4d20-b3a3-9b480d5ca7c0"
"IPS-1545","","","unknown","right","new","""Hipparion""  sp.",36.28,"?",NA,"{metacaral proximal breadth}","IPS-1545","mm","014b1454-7e2e-46cf-b3ca-72e6f6241cbf"
"IPS-1548","","","unknown","left","new","""Hipparion""  sp.",37.94,"?",NA,"{metacaral proximal breadth}","IPS-1548","mm","46d4ed5f-7ceb-40d3-a6e9-996dbd8028cb"
"IPS-6421","","","unknown","right","new","""Hipparion""  sp.",36.53,"?",NA,"{metacaral proximal breadth}","IPS-6421","mm","3ff14bca-d59e-4ccf-bd28-178dfb264332"
"IPS-6424","","","unknown","left","new","""Hipparion""  sp.",36.45,"?",NA,"{metacaral proximal breadth}","IPS-6424","mm","e7c4eba4-d37a-4d21-931b-6dd6958e687d"
"IPS-6426 &IPS-6446","","","unknown","left","new","""Hipparion""  sp.",38.27,"?",NA,"{metacaral proximal breadth}","IPS-6426 &IPS-6446","mm","a2da5645-cfb2-43a5-83c5-4934499dc792"
"IPS-6427","","","unknown","left","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","IPS-6427","mm","97a86554-b51c-4c7e-af67-898844fe1193"
"IPS-6468","","","unknown","left","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","IPS-6468","mm","78f61840-4fbb-4c38-aa0f-97caea92b7dc"
"IPS-6475 & IPS-6420","","","unknown","left","new","""Hipparion""  sp.",36.11,"?",NA,"{metacaral proximal breadth}","IPS-6475 & IPS-6420","mm","168c2a4e-f746-4d82-be82-49e188a2a042"
"IPS-6478","","","unknown","right","new","""Hipparion""  sp.",36.09,"?",NA,"{metacaral proximal breadth}","IPS-6478","mm","ad087212-ba2f-4fe9-af93-91080b147827"
"IPS-6496","","","unknown","left","new","""Hipparion""  sp.",36.18,"?",NA,"{metacaral proximal breadth}","IPS-6496","mm","218bddcc-5e43-45fa-b266-502c4db88baf"
"Piera A","","","unknown","left","new","""Hipparion""  sp.",38.28,"?",NA,"{metacaral proximal breadth}","Piera A","mm","614ab49a-e12f-4f4e-8658-f8a9c38e929b"
"Piera B","","","unknown","right","new","""Hipparion""  sp.",36.23,"?",NA,"{metacaral proximal breadth}","Piera B","mm","5ce052c9-456d-46b1-8ca0-8811d4a382ff"
"Piera C","","","unknown","right","new","""Hipparion""  sp.",35.72,"?",NA,"{metacaral proximal breadth}","Piera C","mm","572b67a8-6c83-42e7-80f2-ae15d1e43156"
"Piera D","","","unknown","right","new","""Hipparion""  sp.",35.34,"?",NA,"{metacaral proximal breadth}","Piera D","mm","4737fc7e-5f40-4399-94b6-a5b72e948525"
"MNCN17158","","","unknown","right","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN17158","mm","43d099c0-28f3-45e5-963d-1b637681cc86"
"MNCN17178","","","unknown","left","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN17178","mm","df94e241-0056-4b0d-9c89-5376ec695512"
"MNCN17179","","","unknown","left","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN17179","mm","d1d5b07d-7640-44c8-b6a3-cc334f933951"
"MNCN17181","","","unknown","left","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN17181","mm","71d62dfd-55ab-4470-8b09-8acb9968f009"
"MNCN17184","","","unknown","left","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN17184","mm","1489a3b4-0043-4922-9e13-fe07ca1ec466"
"MNCN17185","","","unknown","right","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN17185","mm","4ec2f907-a5ae-4b7b-968b-d45d00268f8d"
"MNCN17186","","","unknown","right","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN17186","mm","096bd909-cfc7-426e-9137-1c526fd915d4"
"MNCN17187","","","unknown","norecord","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN17187","mm","cad493d6-daf8-44c0-aead-774a10cd87e3"
"MNCN17189","","","unknown","left","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN17189","mm","8f16fae0-080d-42b7-a3ba-6e4f2308a462"
"MNCN17190","","","unknown","left","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN17190","mm","67268369-fbfc-4610-8310-7cad200af0ba"
"MNCN17192","","","unknown","right","new","""Hipparion""  sp.",NA,"?",NA,"{metacaral proximal breadth}","MNCN17192","mm","e7077fce-7c27-4ab1-b145-726aa3a3e11f"
"MNCN17193","","","unknown","right","new","""Hipparion""  sp.",37.89,"?",NA,"{metacaral proximal breadth}","MNCN17193","mm","57a1aa5f-f4de-4eaf-b5bd-bbb5bdfb10f2"
"MNCN17194","","","unknown","left","new","""Hipparion""  sp.",37.26,"?",NA,"{metacaral proximal breadth}","MNCN17194","mm","304bcade-c4eb-423e-8d49-52394af2eb1b"
"MNCN17195","","","unknown","left","new","""Hipparion""  sp.",33.81,"?",NA,"{metacaral proximal breadth}","MNCN17195","mm","92c46e31-e45a-4221-90fe-ca28ff762e3b"
